institution;indicator;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;taux observE 2010;taux attendu 2010;SMR 2010;nombre de cas 2010
Kantonsspital Bruderholz;H.3 Eingriffe an der Harnblase; ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;H.3.1.F HD Malignom der Blase;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Kantonsspital Bruderholz;H.3.2.F TUR der Blase insgesamt;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Kantonsspital Bruderholz;H.3.3.F TUR der Blase bei Malignom;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Kantonsspital Bruderholz;H.3.4.P Anteil Malignom≠TUR mit Instillation von Chemotherapeutika in die Harnblase;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Kantonsspital Bruderholz;H.3.5.M Entfernung der Harnblase (Zystektomie), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Kantonsspital Bruderholz;H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR); ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;H.4.1.M Prostata≠TUR, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Kantonsspital Bruderholz;H.5 Prostatakarzinom; ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;H.5.1.F Prostatakarzinom (als HD oder ND);NaN;NaN;NaN;73;NaN;NaN;NaN;61
Kantonsspital Bruderholz;H.5.2.M Radikale Prostatovesikulektomie, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Kantonsspital Bruderholz;I Orthop‰dische und unfallchirurgische Krankheitsbilder; ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;I.1 Gelenkersatz, Totalendoprothese (TEP); ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;I.1.1.M H¸ft≠TEP≠Erstimplantation (nicht bei Frakturen), Mortalit‰t;0;0.001;0;185;0.006;0.002;3.3;177
Kantonsspital Bruderholz;I.1.2.M H¸ft≠TEP≠Wechsel und Komponentenwechsel, Mortalit‰t;0.029;0.017;1.8;34;0;0.009;0;45
Kantonsspital Bruderholz;I.1.3.M Knie≠TEP≠Erstimplantation, Mortalit‰t;0;0.001;0;185;0;0.001;0;214
Kantonsspital Bruderholz;I.1.4.M Wechsel einer Knie≠TEP, Mortalit‰t;0;0.003;0;31;0;0.005;0;34
Kantonsspital Bruderholz;I.1.5.M H¸ft≠ oder Knie≠TEP mit Tumorendoprothese, Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Kantonsspital Bruderholz;I.2 Operationen an der Wirbels‰ule; ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;I.2.1.F OP an der Wirbels‰ule insgesamt;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Kantonsspital Bruderholz;I.2.2.M Exzision von Bandscheibengewebe (ohne Unfall, Tumor, komplexe OP an Wirbels‰ule), Mortalit‰t;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Kantonsspital Bruderholz;I.3 H¸ftgelenknahe Frakturen; ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;I.3.1.M Schenkelhalsfraktur (Alter >19), Mortalit‰t;0.078;0.043;1.8;77;0.01;0.041;0.3;97
Kantonsspital Bruderholz;I.3.2.M Schenkelhalsfraktur, Alter 20-59, Mortalit‰t;NaN;NaN;NaN;<10;0;0.009;0;10
Kantonsspital Bruderholz;I.3.3.M Schenkelhalsfraktur, Alter 60-69, Mortalit‰t;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Kantonsspital Bruderholz;I.3.4.M Schenkelhalsfraktur, Alter 70-79, Mortalit‰t;0.059;0.025;2.3;17;0;0.024;0;22
Kantonsspital Bruderholz;I.3.5.M Schenkelhalsfraktur, Alter 80-84, Mortalit‰t;0.062;0.037;1.7;16;0;0.037;0;20
Kantonsspital Bruderholz;I.3.6.M Schenkelhalsfraktur, Alter 85-89, Mortalit‰t;0.133;0.057;2.3;15;0;0.05;0;27
Kantonsspital Bruderholz;I.3.7.M Schenkelhalsfraktur, Alter >89, Mortalit‰t;0.071;0.093;0.8;14;0.091;0.098;0.9;11
Kantonsspital Bruderholz;I.3.8.M Pertrochant‰re Fraktur (Alter >19), Mortalit‰t;0.038;0.038;1;78;0.055;0.035;1.6;91
Kantonsspital Bruderholz;J Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review); ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;J.1 Beatmung; ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;J.1.1.M Beatmungsf‰lle >95 h (ohne Neugeborene), Mortalit‰t;0.652;0.333;2;23;0.444;0.369;1.2;27
Kantonsspital Bruderholz;J.2 Sepsis; ; ; ; ; ; ; ; 
Kantonsspital Bruderholz;J.2.1.M HD Sepsis, Mortalit‰t;0.182;0.178;1;110;0.132;0.184;0.7;91
institution;indicator;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009;taux observE 2010;taux attendu 2010;SMR 2010;nombre de cas 2010
Etablissements Hospitaliers du Nord Vaudois (eHnv);A Maladies cardiaques; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1 Infarctus du myocarde; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.1.M DP infarctus du myocarde (‚ge >19), mortalitE;0.075;0.078;1;174;0.026;0.065;0.4;195
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.2.M DP infarctus du myocarde, ‚ge 20-44, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.3.M DP infarctus du myocarde, ‚ge 45-64, mortalitE;0;0.02;0;63;0;0.016;0;56
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.4.M DP infarctus du myocarde, ‚ge 65-84, mortalitE;0.097;0.076;1.3;72;0.027;0.067;0.4;110
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.5.M DP infarctus du myocarde, ‚ge >84, mortalitE;0.188;0.211;0.9;32;0.087;0.189;0.5;23
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.6.P DP infarctus du myocarde (‚ge >19), avec CCG ou OP coronarienne, pourcentage;0.057;0.522;NaN;10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.7.M DP infarctus du myocarde (‚ge >19), admissions directes pas transfErE, mortalitE;0.126;0.139;0.9;87;0.049;0.116;0.4;82
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.8.M DP infarctus du myocarde (‚ge >19), transfErE díun autre hÙpital, mortalitE;0.042;0.035;1.2;48;0.016;0.035;0.5;62
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.9.P Infarctus aigu du myocarde non prEcisE (‚ge >19), pourcentage;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.10.M Infarctus du myocarde transmural (‚ge >19), mortalitE;0.072;0.075;1;111;0.029;0.073;0.4;104
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.1.11.M Infarctus non transmural/NSTEMI (‚ge >19), mortalitE;0.055;0.068;0.8;55;0.011;0.045;0.3;87
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.2 Insuffisance cardiaque; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.2.1.M DP insuffisance cardiaque (‚ge >19), mortalitE;0.052;0.091;0.6;194;0.103;0.095;1.1;272
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.2.2.M DP insuffisance cardiaque, ‚ge 20-44, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.2.3.M DP insuffisance cardiaque, ‚ge 45-64, mortalitE;0;0.03;0;14;0;0.041;0;26
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.2.4.M DP insuffisance cardiaque, ‚ge 65-84, mortalitE;0.029;0.071;0.4;102;0.086;0.078;1.1;140
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.2.5.M DP insuffisance cardiaque, ‚ge >84, mortalitE;0.091;0.13;0.7;77;0.157;0.135;1.2;102
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.3 CathEtErisme cardiaque gauche (CCG); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.3.1.F Total des cas avec CCG avec diagnostic et intervention sur les artËres coronaires;NaN;NaN;NaN;13;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.3.2.M Cas avec CCG en cas d'infarctus du myocarde (‚ge >19), sans OP du cúur, mortalitE;0;0.03;0;10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.3.4.M Cas avec CCG sans infarctus du myocarde sans diagnostic de complications (‚ge >19), mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.3.5.P CathEtErisme thErapeutique sans infarctus du myocarde ou diagnostic de complications (‚ge >19), pourcentage;0;0.377;NaN;0;0;0.381;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.3.6.F Cas avec CCG chez l'enfant et l'adolescent (‚ge <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.4 Troubles du rythme cardiaque; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.4.1.F DP troubles du rythme cardiaque;NaN;NaN;NaN;117;NaN;NaN;NaN;162
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.5 Traitement par pacemaker ou dEfibrillateur implantable; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.5.1.F Traitement par pacemaker (implantation et changement, dEfibrillateur inclus);NaN;NaN;NaN;20;NaN;NaN;NaN;19
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.5.2.F Implantation et changement de dEfibrillateur;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.6 Traitement par ablation; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.6.1.F Ablation par cathEter;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.6.2.F Ablation chirurgicale;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7 OpErations du cúur; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.1.F Total des OP du cúur;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.2.F OP des valves cardiaques;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.3.F OP des vaisseaux coronaires;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.4.F Autres OP du cúur;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.5.F OP combinEe du cúur;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.6.F OP du cúur chez l'enfant et l'adolescent (‚ge <20);NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.7.M Remplacement isolE de valve aortique ‡ cúur ouvert sans autre OP du cúur, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.11.M OP des vaisseaux coronaires uniquement, en cas d'infarctus du myocarde (‚ge >19), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.12.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde (‚ge >19), mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.13.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge 20-49, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.14.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge 50-59, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.15.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge 60-69, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.16.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge 70-79, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.17.M OP des vaisseaux coronaires uniquement, sans infarctus du myocarde, ‚ge >79, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);A.7.18.P Cas de respiration artificielle >95 h en cas d'OP des vaisseaux coronaires uniquement, sans infarctus du myocarde (‚ge >19), pourcentage;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1 Accident vasculaire cErEbral (attaque cErEbrale); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.1.M DP díaccident vasculaire cErEbral, toutes les formes (‚ge >19), mortalitE;0.144;0.139;1;90;0.107;0.119;0.9;131
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.2.M DP díaccident vasculaire cErEbral, toutes les formes, ‚ge 20-44, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.3.M DP díaccident vasculaire cErEbral, toutes les formes, ‚ge 45-64, mortalitE;0.1;0.065;1.5;20;0.04;0.064;0.6;25
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.4.M DP díaccident vasculaire cErEbral, toutes les formes, ‚ge 65-84, mortalitE;0.073;0.12;0.6;41;0.1;0.109;0.9;80
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.5.M DP díaccident vasculaire cErEbral, toutes les formes, ‚ge >84, mortalitE;0.296;0.23;1.3;27;0.238;0.238;1;21
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.6.P DP d'accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire, pourcentage;0;0.079;NaN;0;0;0.104;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.7.M Infarctus cErEbral (CIM≠10 I63, ‚ge >19), mortalitE;0.108;0.106;1;65;0.078;0.084;0.9;103
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.8.M Infarctus cErEbral (CIM≠10 I63, ‚ge >19), admissions directes, mortalitE;0.098;0.103;1;61;0.032;0.076;0.4;63
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.9.P Infarctus cErEbral (CIM≠10 I63, ‚ge >19) avec thrombolyse systEmique, pourcentage;0;0.076;NaN;0;0;0.095;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.9.M Infarctus cErEbral (CIM≠10 I63, ‚ge >19) avec thrombolyse systEmique, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.10.M HEmorragie intracErEbrale (CIM≠10 I61, ‚ge >19), mortalitE;0.455;0.249;1.8;11;0.312;0.265;1.2;16
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.11.M HEmorragie sous≠arachnoÔdienne (CIM≠10 I60, ‚ge >19), mortalitE;0.1;0.181;0.6;10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.12.P Accident vasculaire cErEbral, sans prEcision (CIM≠10 I64, ‚ge >19), pourcentage;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.1.12.M Accident vasculaire cErEbral, sans prEcision (CIM≠10 I64, ‚ge >19), mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.2 Accident ischEmique transitoire (AIT); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.2.1.M AIT, mortalitE;0;0.001;0;43;0;0.003;0;34
Etablissements Hospitaliers du Nord Vaudois (eHnv);B.2.2.P AIT avec traitement en unitE cErEbro≠vasculaire, pourcentage;0;0.005;NaN;0;0;0.005;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);C REEducation gEriatrique prEcoce; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);C.1 REEducation gEriatrique prEcoce; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);C.1.1.F REEducation gEriatrique prEcoce;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);D Maladies pulmonaires; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1 Pneumonie; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1.1.M DP de pneumonie, mortalitE;0.051;0.06;0.8;256;0.038;0.055;0.7;262
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1.2.M DP de pneumonie, ‚ge <20, mortalitE;0;0.003;0;23;0;0.002;0;29
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1.3.M DP de pneumonie, ‚ge 20-44, mortalitE;0.037;0.006;6.5;27;0;0.006;0;20
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1.4.M DP de pneumonie, ‚ge 45-64, mortalitE;0;0.033;0;47;0;0.025;0;50
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1.5.M DP de pneumonie, ‚ge 65-84, mortalitE;0.056;0.069;0.8;108;0.04;0.062;0.6;100
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1.6.M DP de pneumonie, ‚ge >84, mortalitE;0.118;0.121;1;51;0.095;0.108;0.9;63
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1.7.M DP de pneumonie, ‚ge 1-19, sans tumeur ni mucoviscidose, admissions directes, mortalitE;0;0.003;0;17;0;0.003;0;26
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.1.8.M DP de pneumonie, ‚ge >19, sans tumeur ni mucoviscidose, admissions directes, mortalitE;0.067;0.054;1.2;180;0.05;0.05;1;160
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.2 Broncho-pneumopathie chronique obstructive (BPCO); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.2.1.M BPCO (‚ge >19), mortalitE;0.034;0.04;0.8;88;0.067;0.041;1.6;89
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.2.2.M BPCO (‚ge >19), avec VEF1 <35 %, mortalitE;NaN;NaN;NaN;0;0;0.056;0;12
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.2.3.M BPCO (‚ge >19), avec VEF1 35-49 %, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.2.4.M BPCO (‚ge >19), avec VEF1 50-69 %, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.2.5.M BPCO (‚ge >19), avec VEF1 >69%, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.2.6.P BPCO (‚ge >19), avec VEF1 non prEcisE, pourcentage;0;0.335;NaN;0;0.708;0.384;NaN;63
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.2.6.M BPCO (‚ge >19), avec VEF1 non prEcisE, mortalitE;NaN;NaN;NaN;0;0.095;0.051;1.9;63
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.3 Cancer du poumon (carcinome bronchique); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.3.1.F Hospitalisations en cas de cancer du poumon;NaN;NaN;NaN;89;NaN;NaN;NaN;133
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.4 OpErations du poumon; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.4.1.M Total des rEsections pulmonaires ou bronchiques majeures, mortalitE;0;0.041;0;11;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.4.2.P Pneumonectomie en cas de carcinome bronchique, pourcentage;0;0.091;NaN;0;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.4.2.M Pneumonectomie en cas de carcinome bronchique, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);D.4.3.M REsections pulmonaires partielles en cas de carcinome bronchique, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.1 Ablation de la vEsicule biliaire (cholEcystectomie); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.1.1.M CholEcystectomie en cas de calculs biliaires et cholEcystite, sans tumeur, mortalitE;0;0.003;0;148;0;0.001;0;137
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.1.2.P Laparoscopie avec cholEcystectomie en cas de calculs biliaires et cholEcystite, sans tumeur, pourcentage;0.932;0.931;NaN;138;0.956;0.936;NaN;131
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.2 REparations de hernie; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.2.1.M Herniotomie sans OP de l'intestin, mortalitE;0;0.001;0;251;0;0.001;0;246
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.2.2.M Herniotomie avec OP de l'intestin, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.3 OpErations de la thyroÔde; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.3.1.F REsections thyroÔdiennes;NaN;NaN;NaN;43;NaN;NaN;NaN;42
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.3.2.P Cas de respiration artificielle >95 h en cas de rEsections thyroÔdiennes, pourcentage;0;0.003;NaN;0;0;0.003;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.3.3.F RadiothErapie par iode radioactif;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.1.M Total des rEsections colorectales, mortalitE;0.075;0.048;1.6;93;0.092;0.062;1.5;76
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.2.M REsections du cÙlon pour cancer colorectal sans diagnostic compliquant, mortalitE;0;0.027;0;24;0.04;0.046;0.9;25
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.3.M REsections du cÙlon pour cancer colorectal avec diagnostic compliquant, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.4.M REsections du rectum pour cancer colorectal, mortalitE;0.143;0.043;3.4;14;0.067;0.024;2.7;15
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.5.M REsections colorectales pour diverticule sans abcËs/perforation, mortalitE;0;0.002;0;17;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.6.M REsections colorectales pour diverticule avec abcËs/perforation, mortalitE;0.167;0.058;2.9;12;0.1;0.069;1.4;10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.7.M REsections colorectales pour ischEmie intestinale, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.8.F REsections du cÙlon pour autre diagnostic;NaN;NaN;NaN;19;NaN;NaN;NaN;11
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.9.F Interventions colorectales locales pour cancer colorectal;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.4.10.F Interventions colorectales locales, affection autre que cancer colorectal;NaN;NaN;NaN;16;NaN;NaN;NaN;20
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.5 OpErations de l'estomac; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.5.1.F Total des gastrectomies;NaN;NaN;NaN;11;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.5.2.M Gastrectomies (sans OP de l'úsophage) en cas de cancer de l'estomac, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.5.3.M Gastrectomies avec OP complexe de l'úsophage, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.6 OpErations de líúsophage; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.6.1.M Interventions complexes de líúsophage, mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.7 OpErations du pancrEas; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);E.7.1.M Total des rEsections du pancrEas (sans transplantation, ‚ge >19), mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
Etablissements Hospitaliers du Nord Vaudois (eHnv);F OpErations de vaisseaux; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);F.1 OpErations des vaisseaux extra≠cr‚niens; ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);F.1.1.M OP des vaisseaux extra≠cr‚niens, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);F.1.2.M Implantation percutanEe de stents dans des vaisseaux extra≠cr‚niens, mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);F.1.3.F Autres OP des vaisseaux extra≠cr‚niens en cas d'OP du cúur ou de l'aorte;NaN;NaN;NaN;0;NaN;NaN;NaN;0
Etablissements Hospitaliers du Nord Vaudois (eHnv);F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte); ; ; ; ; ; ; ; 
Etablissements Hospitaliers du Nord Vaudois (eHnv);F.2.1.F Total des OP de l'aorte;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
