hospital_indicator,observed_rate_2015,expected_rate_2015,SMR_2015,number_of_cases_2015
Spitalregion Fürstenland Toggenburg Spital Wil B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Spitalregion Fürstenland Toggenburg Spital Wil B.2.1.M,0,0.001,0,38
Spitalregion Fürstenland Toggenburg Spital Wil B.2.2.P,0,0.269,,0
Spitalregion Fürstenland Toggenburg Spital Wil B.3 Bˆsartige Neubildungen des Gehirns oder der Hirnh‰ute, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil B.3.1.F,,,,3
Spitalregion Fürstenland Toggenburg Spital Wil B.3.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil B.4 Epilepsie, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil B.4.1.F,,,,46
Spitalregion Fürstenland Toggenburg Spital Wil B.4.2.F,,,,6
Spitalregion Fürstenland Toggenburg Spital Wil B.5 Multiple Sklerose, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil B.5.1.F,,,,5
Spitalregion Fürstenland Toggenburg Spital Wil C Geriatrische Fr¸hrehablitation, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil C.1 Geriatrische Fr¸hrehabilitation, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil C.1.1.F,,,,343
Spitalregion Fürstenland Toggenburg Spital Wil C.1.2.P,0.948,0.712,,325
Spitalregion Fürstenland Toggenburg Spital Wil C.1.3.S,53,,,325
Spitalregion Fürstenland Toggenburg Spital Wil D Erkrankungen der Lunge, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil D.1 Lungenentz¸ndung (Pneumonie), , , , 
Spitalregion Fürstenland Toggenburg Spital Wil D.1.1.M,0.038,0.05,0.8,186
Spitalregion Fürstenland Toggenburg Spital Wil D.1.2.M,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil D.1.3.M,0,0.008,0,16
Spitalregion Fürstenland Toggenburg Spital Wil D.1.4.M,0,0.024,0,38
Spitalregion Fürstenland Toggenburg Spital Wil D.1.5.M,0.07,0.048,1.5,86
Spitalregion Fürstenland Toggenburg Spital Wil D.1.6.M,0.023,0.093,0.2,44
Spitalregion Fürstenland Toggenburg Spital Wil D.1.7.M,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil D.1.8.M,0.038,0.04,0.9,160
Spitalregion Fürstenland Toggenburg Spital Wil D.1.9.M,0,0.006,0,16
Spitalregion Fürstenland Toggenburg Spital Wil D.1.10.M,0,0.01,0,33
Spitalregion Fürstenland Toggenburg Spital Wil D.1.11.M,0.068,0.035,2,73
Spitalregion Fürstenland Toggenburg Spital Wil D.1.12.M,0.026,0.09,0.3,38
Spitalregion Fürstenland Toggenburg Spital Wil D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Spitalregion Fürstenland Toggenburg Spital Wil D.2.1.M,0.053,0.038,1.4,57
Spitalregion Fürstenland Toggenburg Spital Wil D.2.2.M,0.3,0.083,3.6,10
Spitalregion Fürstenland Toggenburg Spital Wil D.2.3.M,0,0.012,0,10
Spitalregion Fürstenland Toggenburg Spital Wil D.2.4.M,,,,5
Spitalregion Fürstenland Toggenburg Spital Wil D.2.5.M,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil D.2.6.M,0,0.028,0,30
Spitalregion Fürstenland Toggenburg Spital Wil D.2.6.P,0.526,0.241,,30
Spitalregion Fürstenland Toggenburg Spital Wil D.3 Lungenkrebs, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil D.3.1.F,,,,24
Spitalregion Fürstenland Toggenburg Spital Wil D.4 Operationen an der Lunge, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil D.4.1.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil D.4.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil D.4.2.P,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil D.4.3.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil D.4.4.P,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil D.4.5.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E Erkrankungen der Bauchorgane, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.1.1.M,0,0.001,0,105
Spitalregion Fürstenland Toggenburg Spital Wil E.1.2.P,0.924,0.958,,97
Spitalregion Fürstenland Toggenburg Spital Wil E.2 Hernienoperationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.2.1.M,0,0.001,0,218
Spitalregion Fürstenland Toggenburg Spital Wil E.2.2.M,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil E.2.3.P,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil E.2.4.P,1,0.948,,170
Spitalregion Fürstenland Toggenburg Spital Wil E.3 Eingriffe an der Schilddr¸se, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.3.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.3.2.P,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.3.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.4 Erkrankungen von Dickdarm und Enddarm, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.4.11.F,,,,41
Spitalregion Fürstenland Toggenburg Spital Wil E.4.12.F,,,,57
Spitalregion Fürstenland Toggenburg Spital Wil E.4.1.M,0,0.04,0,36
Spitalregion Fürstenland Toggenburg Spital Wil E.4.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.4.3.M,,,,5
Spitalregion Fürstenland Toggenburg Spital Wil E.4.4.M,,,,4
Spitalregion Fürstenland Toggenburg Spital Wil E.4.5.M,0,0,,11
Spitalregion Fürstenland Toggenburg Spital Wil E.4.6.M,0,0.041,0,10
Spitalregion Fürstenland Toggenburg Spital Wil E.4.7.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.4.13.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.4.8.M,,,,6
Spitalregion Fürstenland Toggenburg Spital Wil E.4.14.P,0,0.03,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.4.15.M,,,,4
Spitalregion Fürstenland Toggenburg Spital Wil E.4.15.P,,,,4
Spitalregion Fürstenland Toggenburg Spital Wil E.5 Erkrankungen des Magens, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.5.4.F,,,,3
Spitalregion Fürstenland Toggenburg Spital Wil E.5.5.M,0.026,0.042,0.6,38
Spitalregion Fürstenland Toggenburg Spital Wil E.5.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.5.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.5.3.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.5.6.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.6 Operationen am ÷sophagus, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.6.1.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.7 Operationen am Pankreas, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.7.1.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.7.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil E.8 Bariatrische Chirurgie, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil E.8.1.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F Gef‰sserkrankungen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil F.1 Eingriffe an den hirnversorgenden Arterien, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil F.1.1.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.1.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.1.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.1.4.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2 Erkrankungen der Aorta, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil F.2.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.7.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.3.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.8.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.9.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.4.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.10.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.11.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.12.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.2.5.M,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil F.2.6.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3 Operationen an Becken≠/Beinarterien, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil F.3.1.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3.3.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3.4.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3.5.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3.6.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3.7.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3.8.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.3.9.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.4 Amputationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil F.4.1.M,0,0.037,0,12
Spitalregion Fürstenland Toggenburg Spital Wil F.4.2.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.5 Perkutan transluminale Gef‰ssinterventionen (PTA), , , , 
Spitalregion Fürstenland Toggenburg Spital Wil F.5.1.F,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil F.5.4.F,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil F.5.5.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.5.6.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.5.7.F,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil F.5.2.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.5.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil F.6 Arteriovenˆser Shunt, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil F.6.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G Geburtshilfe und Frauenheilkunde, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil G.1 Geburten, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil G.1.1.F,,,,798
Spitalregion Fürstenland Toggenburg Spital Wil G.1.1.P,0,0,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.1.2.P,0.024,0.029,,13
Spitalregion Fürstenland Toggenburg Spital Wil G.1.3.P,0.311,0.2,,172
Spitalregion Fürstenland Toggenburg Spital Wil G.1.4.P,0.307,0.331,,245
Spitalregion Fürstenland Toggenburg Spital Wil G.1.5.P,0.272,0.278,,202
Spitalregion Fürstenland Toggenburg Spital Wil G.1.6.P,0.266,0.25,,165
Spitalregion Fürstenland Toggenburg Spital Wil G.1.7.P,0.298,0.356,,37
Spitalregion Fürstenland Toggenburg Spital Wil G.2 Neugeborene, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil G.2.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.2.2.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.2.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.2.4.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.2.5.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.2.6.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.2.7.F,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil G.2.8.F,,,,18
Spitalregion Fürstenland Toggenburg Spital Wil G.2.9.F,,,,777
Spitalregion Fürstenland Toggenburg Spital Wil G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Spitalregion Fürstenland Toggenburg Spital Wil G.3.1.M,0,0,,43
Spitalregion Fürstenland Toggenburg Spital Wil G.3.2.P,0.86,0.802,,37
Spitalregion Fürstenland Toggenburg Spital Wil G.3.3.P,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil G.3.4.P,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil G.4 Bˆsartige Neubildungen der Brust und der weiblichen Geschlechtsorgane, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil G.4.1.F,,,,17
Spitalregion Fürstenland Toggenburg Spital Wil G.4.2.F,,,,31
Spitalregion Fürstenland Toggenburg Spital Wil G.4.3.F,,,,5
Spitalregion Fürstenland Toggenburg Spital Wil G.4.4.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.4.5.F,,,,8
Spitalregion Fürstenland Toggenburg Spital Wil G.4.6.M,,,,3
Spitalregion Fürstenland Toggenburg Spital Wil G.5 Eingriffe an der Brust, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil G.5.1.F,,,,15
Spitalregion Fürstenland Toggenburg Spital Wil G.5.2.F,,,,12
Spitalregion Fürstenland Toggenburg Spital Wil G.5.3.P,,,,9
Spitalregion Fürstenland Toggenburg Spital Wil H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil H.1 Entfernung der Niere (Nephrektomie), , , , 
Spitalregion Fürstenland Toggenburg Spital Wil H.1.1.M,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil H.1.2.P,0,0.323,,0
Spitalregion Fürstenland Toggenburg Spital Wil H.1.3.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil H.1.4.P,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil H.1.5.P,0,0.43,,0
Spitalregion Fürstenland Toggenburg Spital Wil H.2 Nierensteine, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil H.2.1.F,,,,116
Spitalregion Fürstenland Toggenburg Spital Wil H.2.2.P,0.138,0.477,,16
Spitalregion Fürstenland Toggenburg Spital Wil H.3 Eingriffe an der Harnblase, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil H.3.1.F,,,,44
Spitalregion Fürstenland Toggenburg Spital Wil H.3.2.F,,,,42
Spitalregion Fürstenland Toggenburg Spital Wil H.3.3.F,,,,38
Spitalregion Fürstenland Toggenburg Spital Wil H.3.4.P,0.263,0.134,,10
Spitalregion Fürstenland Toggenburg Spital Wil H.3.5.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil H.3.6.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Spitalregion Fürstenland Toggenburg Spital Wil H.4.1.M,0,0.002,0,47
Spitalregion Fürstenland Toggenburg Spital Wil H.4.2.P,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil H.5 Prostatakarzinom, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil H.5.1.F,,,,21
Spitalregion Fürstenland Toggenburg Spital Wil H.5.2.M,,,,2
"Spitalregion Fürstenland Toggenburg Spital Wil I Erkrankungen von Knochen, Gelenken und Bindegewebe", , , , 
"Spitalregion Fürstenland Toggenburg Spital Wil I.1 Gelenkersatz, Endoprothese", , , , 
Spitalregion Fürstenland Toggenburg Spital Wil I.1.8.M,0,0.001,0,97
Spitalregion Fürstenland Toggenburg Spital Wil I.1.9.M,0.034,0.036,1,29
Spitalregion Fürstenland Toggenburg Spital Wil I.1.10.M,0,0.03,0,19
Spitalregion Fürstenland Toggenburg Spital Wil I.1.11.P,,,,4
Spitalregion Fürstenland Toggenburg Spital Wil I.1.12.M,,,,5
Spitalregion Fürstenland Toggenburg Spital Wil I.1.13.M,,,,-
Spitalregion Fürstenland Toggenburg Spital Wil I.1.14.M,,,,4
Spitalregion Fürstenland Toggenburg Spital Wil I.1.15.M,0,0,0,80
Spitalregion Fürstenland Toggenburg Spital Wil I.1.16.M,,,,7
Spitalregion Fürstenland Toggenburg Spital Wil I.1.17.P,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil I.1.18.M,,,,4
Spitalregion Fürstenland Toggenburg Spital Wil I.1.19.M,,,,-
Spitalregion Fürstenland Toggenburg Spital Wil I.1.20.M,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil I.1.21.M,,,,7
Spitalregion Fürstenland Toggenburg Spital Wil I.1.22.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2 Behandlungen/Operationen an der Wirbels‰ule und am R¸ckenmark, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil I.2.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2.4.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2.5.M,,,,0
"Spitalregion Fürstenland Toggenburg Spital Wil I.2.6.M Versteifung der Wirbels‰ule oder Wirbelkˆrperersatz bei Trauma (inkl. komplexe Rekonstitutionen und OP am R¸ckenmark), Mortalit‰t",,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2.7.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2.8.M,,,,-
Spitalregion Fürstenland Toggenburg Spital Wil I.2.9.M,,,,-
Spitalregion Fürstenland Toggenburg Spital Wil I.2.10.M,,,,-
"Spitalregion Fürstenland Toggenburg Spital Wil I.2.11.M Exzision von Bandscheibengewebe (ohne Tumor, Trauma, komplexe OP an Wirbels‰ule), Mortalit‰t",,,,0
"Spitalregion Fürstenland Toggenburg Spital Wil I.2.12.M Dekompression der Wirbels‰ule ohne weitere Eingriffe an der Wirbels‰ule, Mortalit‰t",,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2.13.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2.14.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2.15.P,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil I.2.16.F,,,,40
Spitalregion Fürstenland Toggenburg Spital Wil I.2.17.F,,,,95
Spitalregion Fürstenland Toggenburg Spital Wil I.3 H¸ftgelenknahe Frakturen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil I.3.1.M,0.048,0.037,1.3,62
Spitalregion Fürstenland Toggenburg Spital Wil I.3.2.M,,,,5
Spitalregion Fürstenland Toggenburg Spital Wil I.3.3.M,,,,6
Spitalregion Fürstenland Toggenburg Spital Wil I.3.4.M,0,0.027,0,17
Spitalregion Fürstenland Toggenburg Spital Wil I.3.5.M,0.077,0.043,1.8,13
Spitalregion Fürstenland Toggenburg Spital Wil I.3.6.M,0.077,0.057,1.4,13
Spitalregion Fürstenland Toggenburg Spital Wil I.3.7.M,,,,8
Spitalregion Fürstenland Toggenburg Spital Wil I.3.8.M,0.04,0.037,1.1,50
"Spitalregion Fürstenland Toggenburg Spital Wil I.4 Bˆsartige Neubildungen von Knochen, Gelenken und Bindegewebe", , , , 
Spitalregion Fürstenland Toggenburg Spital Wil I.4.1.F,,,,0
"Spitalregion Fürstenland Toggenburg Spital Wil J Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review)", , , , 
Spitalregion Fürstenland Toggenburg Spital Wil J.1 Beatmung, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil J.1.1.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil J.1.4.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil J.1.2.S,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil J.1.3.P,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil J.2 Sepsis, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil J.2.1.M,0.302,0.251,1.2,53
Spitalregion Fürstenland Toggenburg Spital Wil J.2.2.M,0.302,0.264,1.1,53
Spitalregion Fürstenland Toggenburg Spital Wil J.2.3.M,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil J.2.4.M,0.039,0.112,0.3,103
Spitalregion Fürstenland Toggenburg Spital Wil J.2.5.M,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil K Hautkrankheiten, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil K.1 Hautkrankheiten, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil K.1.1.F,,,,2
Spitalregion Fürstenland Toggenburg Spital Wil K.1.2.F,,,,8
Spitalregion Fürstenland Toggenburg Spital Wil K.1.3.F,,,,1
Spitalregion Fürstenland Toggenburg Spital Wil L Transplantationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil L.1 Herztransplantationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil L.1.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.1.2.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.1.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.2 Lungentransplantationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil L.2.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.2.2.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.3 Lebertransplantationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil L.3.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.3.2.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.3.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.3.4.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.4 Pankreastransplantationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil L.4.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.5 Nierentransplantationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil L.5.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.5.2.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.5.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.5.4.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.5.5.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.6 Transplantation/Transfusionen von Stammzellen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil L.6.1.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.6.2.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.6.3.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.6.4.F,,,,-
Spitalregion Fürstenland Toggenburg Spital Wil L.6.5.F,,,,-
Spitalregion Fürstenland Toggenburg Spital Wil L.6.6.F,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil L.6.7.F,,,,-
Spitalregion Fürstenland Toggenburg Spital Wil Z Zusatzinformationen, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil Z.1 Aufenthaltsdauer, , , , 
Spitalregion Fürstenland Toggenburg Spital Wil A.1.12.X,4.8,,,116
Spitalregion Fürstenland Toggenburg Spital Wil B.1.15.X,5.4,,,52
Spitalregion Fürstenland Toggenburg Spital Wil E.1.1.X,3.2,,,105
Spitalregion Fürstenland Toggenburg Spital Wil E.2.1.X,2.2,,,218
Spitalregion Fürstenland Toggenburg Spital Wil F.1.5.X,,,,0
Spitalregion Fürstenland Toggenburg Spital Wil G.3.1.X,4.4,,,43
Spitalregion Fürstenland Toggenburg Spital Wil H.4.1.X,5.2,,,47
Spitalregion Fürstenland Toggenburg Spital Wil I.1.23.X,6,,,80
Spitalregion Fürstenland Toggenburg Spital Wil I.1.24.X,6.2,,,73
Spitalregion Fürstenland Toggenburg Spital Wil Z.1.1.X,2.1,,,92
institution indicator,taux observE 2015,taux attendu 2015,SMR 2015,nombre de cas 2015
Groupement Hospitalier de l Ouest Lémanique (GHOL) A Maladies cardiaques, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1 Infarctus du myocarde, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.1.M,0.01,0.046,0.2,100
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.2.M,,,,4
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.3.M,0,0.018,0,47
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.4.M,0.026,0.052,0.5,39
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.5.M,0,0.172,0,10
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.6.P,,,,3
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.7.M,0.017,0.072,0.2,58
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.8.M,,,,8
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.9.P,,,,4
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.10.M,0,0.074,0,25
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.1.11.M,0,0.024,0,70
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.2 Insuffisance cardiaque, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.2.1.M,0.055,0.093,0.6,145
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.2.2.M,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.2.3.M,,,,8
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.2.4.M,0.026,0.07,0.4,76
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.2.5.M,0.098,0.128,0.8,61
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.2.6.P,0.706,0.552,,101
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3 CathEtErisme cardiaque, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3.1.F,,,,5
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3.2.M,,,,3
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3.4.M,,,,2
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3.7.M,,,,2
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3.5.M,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3.5.P,0,0.385,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3.8.M,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.3.6.F,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.4 Troubles du rythme cardiaque, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.4.1.F,,,,57
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.5.1.F,,,,16
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.5.2.F,,,,2
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.6 Traitement par ablation, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.6.1.F,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.6.2.F,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.7 OpErations du cúur, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.7.1.F,,,,1
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.7.2.F,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.7.3.F,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.7.4.F,,,,1
Groupement Hospitalier de l Ouest Lémanique (GHOL) A.7.5.F,,,,0
