hospital_indicator,observed_rate_2013,expected_rate_2013,SMR_2013,number_of_cases_2013
St. Claraspital L.5.2.F,,,,0
St. Claraspital L.5.3.F,,,,0
St. Claraspital L.5.4.F,,,,0
St. Claraspital L.5.5.F,,,,0
St. Claraspital L.6 Transplantation/Transfusionen von Stammzellen, , , , 
St. Claraspital L.6.1.F,,,,0
St. Claraspital L.6.2.F,,,,0
St. Claraspital L.6.3.F,,,,0
St. Claraspital L.6.4.F,,,,...
St. Claraspital L.6.5.F,,,,...
St. Claraspital L.6.6.F,,,,-
St. Claraspital L.6.7.F,,,,-
St. Claraspital Z Zusatzinformationen, , , , 
St. Claraspital Z.1 Aufenthaltsdauer, , , , 
St. Claraspital A.1.1.X,7.5,,,75
St. Claraspital B.1.7.X,,,,8
St. Claraspital E.1.1.X,4.4,,,329
St. Claraspital E.2.1.X,3.3,,,675
St. Claraspital F.1.1.X,,,,0
St. Claraspital G.3.1.X,,,,4
St. Claraspital H.4.1.X,5.6,,,218
St. Claraspital I.1.1.X,9.8,,,89
St. Claraspital I.1.3.X,9.1,,,100
St. Claraspital Z.1.1.X,,,,0
Institution Indikator,beobachtete Rate 2013,erwartete Rate 2013,SMR 2013,Fallzahl 2013
Spital Uster A Erkrankungen des Herzens, , , , 
Spital Uster A.1 Herzinfarkt, , , , 
Spital Uster A.1.1.M,0.057,0.066,0.9,123
Spital Uster A.1.2.M,,,,1
Spital Uster A.1.3.M,0,0.023,0,47
Spital Uster A.1.4.M,0.075,0.057,1.3,53
Spital Uster A.1.5.M,0.136,0.181,0.8,22
Spital Uster A.1.6.P,0.114,0.614,,14
Spital Uster A.1.7.M,0.067,0.093,0.7,89
Spital Uster A.1.8.M,0.062,0.036,1.7,16
Spital Uster A.1.9.P,,,,7
Spital Uster A.1.10.M,0.037,0.078,0.5,54
Spital Uster A.1.11.M,0.05,0.05,1,60
Spital Uster A.2 Herzinsuffizienz, , , , 
Spital Uster A.2.1.M,0.163,0.086,1.9,141
Spital Uster A.2.2.M,,,,1
Spital Uster A.2.3.M,0,0.035,0,10
Spital Uster A.2.4.M,0.11,0.068,1.6,82
Spital Uster A.2.5.M,0.292,0.129,2.3,48
Spital Uster A.2.6.P,0.64,0.527,,32
Spital Uster A.3 Herzkatheter, , , , 
Spital Uster A.3.1.F,,,,22
Spital Uster A.3.2.M,0,0.04,0,14
Spital Uster A.3.4.M,,,,2
Spital Uster A.3.5.M,,,,3
Spital Uster A.3.5.P,,,,3
Spital Uster A.3.6.F,,,,0
Spital Uster A.4 Herzrhythmusstˆrungen, , , , 
Spital Uster A.4.1.F,,,,101
Spital Uster A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Spital Uster A.5.1.F,,,,38
Spital Uster A.5.2.F,,,,0
Spital Uster A.6 Ablative Therapie, , , , 
Spital Uster A.6.1.F,,,,0
Spital Uster A.6.2.F,,,,0
Spital Uster A.7 Operationen am Herzen, , , , 
Spital Uster A.7.1.F,,,,0
Spital Uster A.7.2.F,,,,0
Spital Uster A.7.3.F,,,,0
Spital Uster A.7.4.F,,,,0
Spital Uster A.7.5.F,,,,0
Spital Uster A.7.6.F,,,,0
Spital Uster A.7.7.M,,,,0
Spital Uster A.7.8.M,,,,0
Spital Uster A.7.9.M,,,,0
Spital Uster A.7.10.M,,,,0
Spital Uster A.7.11.M,,,,0
Spital Uster A.7.12.M,,,,0
Spital Uster A.7.13.M,,,,0
Spital Uster A.7.14.M,,,,0
Spital Uster A.7.15.M,,,,0
Spital Uster A.7.16.M,,,,0
Spital Uster A.7.17.M,,,,0
Spital Uster A.7.18.P,,,,0
Spital Uster A.7.19.M,,,,0
Spital Uster A.7.20.M,,,,0
Spital Uster A.7.21.P,,,,0
Spital Uster A.7.22.P,,,,-
Spital Uster B.1 Schlaganfall, , , , 
Spital Uster B.1.1.M,0.094,0.111,0.8,106
Spital Uster B.1.2.M,,,,3
Spital Uster B.1.3.M,0,0.055,0,19
Spital Uster B.1.4.M,0.082,0.097,0.8,61
Spital Uster B.1.5.M,0.217,0.209,1,23
Spital Uster B.1.6.P,0,0.241,,0
Spital Uster B.1.7.M,0.068,0.072,0.9,74
Spital Uster B.1.8.M,0.056,0.069,0.8,71
Spital Uster B.1.9.M,,,,1
Spital Uster B.1.9.P,,,,1
Spital Uster B.1.10.M,0.25,0.28,0.9,12
Spital Uster B.1.11.M,,,,4
Spital Uster B.1.12.M,0.125,0.131,1,16
Spital Uster B.1.12.P,0.151,0.075,,16
Spital Uster B.1.13.M,,,,3
Spital Uster B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Spital Uster B.2.1.M,0,0.004,0,39
Spital Uster B.2.2.P,0,0.138,,0
Spital Uster C Geriatrische Fr¸hrehablitation, , , , 
Spital Uster C.1 Geriatrische Fr¸hrehabilitation, , , , 
Spital Uster C.1.1.F,,,,49
Spital Uster C.1.2.P,0.408,0.734,,20
Spital Uster C.1.3.S,47.5,,,20
Spital Uster D Erkrankungen der Lunge, , , , 
Spital Uster D.1 Lungenentz¸ndung (Pneumonie), , , , 
Spital Uster D.1.1.M,0.05,0.052,1,139
Spital Uster D.1.2.M,,,,2
Spital Uster D.1.3.M,0,0.012,0,11
Spital Uster D.1.4.M,0.037,0.028,1.3,27
Spital Uster D.1.5.M,0.056,0.056,1,72
Spital Uster D.1.6.M,0.074,0.085,0.9,27
Spital Uster D.1.7.M,,,,2
Spital Uster D.1.8.M,0.052,0.041,1.3,115
Spital Uster D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Spital Uster D.2.1.M,0.033,0.034,1,92
Spital Uster D.2.2.M,0.094,0.05,1.9,32
Spital Uster D.2.3.M,0,0.033,0,20
Spital Uster D.2.4.M,0,0.016,0,23
Spital Uster D.2.5.M,,,,2
Spital Uster D.2.6.M,0,0.034,0,15
Spital Uster D.2.6.P,0.163,0.267,,15
Spital Uster D.3 Lungenkrebs, , , , 
Spital Uster D.3.1.F,,,,78
Spital Uster D.4 Operationen an der Lunge, , , , 
Spital Uster D.4.1.M,,,,3
Spital Uster D.4.2.M,,,,0
Spital Uster D.4.2.P,,,,0
Spital Uster D.4.3.M,,,,0
Spital Uster D.4.4.P,,,,0
Spital Uster D.4.5.M,,,,1
Spital Uster E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Spital Uster E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Spital Uster E.1.1.M,0.007,0.002,3.6,151
Spital Uster E.1.2.P,0.967,0.952,,146
Spital Uster E.2 Hernienoperationen, , , , 
Spital Uster E.2.1.M,0,0.001,0,338
Spital Uster E.2.2.M,,,,3
Spital Uster E.2.3.P,0,0.223,,0
Spital Uster E.2.4.P,0.955,0.926,,236
Spital Uster E.3 Eingriffe an der Schilddr¸se, , , , 
Spital Uster E.3.1.F,,,,22
Spital Uster E.3.2.P,0,0.008,,0
Spital Uster E.3.3.F,,,,0
Spital Uster E.4 Erkrankungen von Dickdarm und Enddarm (kolorektale Operationen), , , , 
Spital Uster E.4.1.M,0.101,0.056,1.8,89
Spital Uster E.4.2.M,0.118,0.042,2.8,17
Spital Uster E.4.3.M,,,,0
Spital Uster E.4.4.M,0.059,0.046,1.3,17
Spital Uster E.4.5.M,0,0.009,0,21
Spital Uster E.4.6.M,0.167,0.047,3.5,12
Spital Uster E.4.7.M,,,,2
Spital Uster E.4.8.F,,,,20
Spital Uster E.4.11.F,,,,90
Spital Uster E.4.12.F,,,,56
Spital Uster E.4.13.M,,,,0
Spital Uster E.4.14.P,,,,1
Spital Uster E.5 Operationen am Magen, , , , 
Spital Uster E.5.1.F,,,,2
Spital Uster E.5.2.M,,,,2
Spital Uster E.5.3.M,,,,0
Spital Uster E.5.4.F,,,,9
Spital Uster E.5.5.M,0.102,0.047,2.2,49
Spital Uster E.6 Operationen am ÷sophagus, , , , 
Spital Uster E.6.1.M,,,,0
Spital Uster E.7 Operationen am Pankreas, , , , 
Spital Uster E.7.1.M,,,,0
Spital Uster F Gef‰sserkrankungen, , , , 
Spital Uster F.1 Eingriffe an den hirnversorgenden Arterien, , , , 
Spital Uster F.1.1.M,,,,0
Spital Uster F.1.2.M,,,,0
Spital Uster F.1.3.F,,,,0
Spital Uster F.1.4.F,,,,0
Spital Uster F.2 Erweiterung der Aorta (Aortenaneurysma), , , , 
Spital Uster F.2.1.F,,,,0
Spital Uster F.2.1.F,,,,0
Spital Uster F.2.2.M,,,,0
Spital Uster F.2.3.M,,,,0
Spital Uster F.2.4.F,,,,0
Spital Uster F.2.5.M,,,,1
Spital Uster F.3 Operationen an Becken≠/Beinarterien, , , , 
Spital Uster F.3.1.F,,,,0
Spital Uster F.3.2.M,,,,0
Spital Uster F.3.3.M,,,,0
Spital Uster F.3.4.M,,,,0
Spital Uster F.3.5.M,,,,0
Spital Uster F.3.6.M,,,,0
Spital Uster F.3.7.M,,,,0
Spital Uster F.3.8.F,,,,0
Spital Uster F.3.9.F,,,,0
Spital Uster F.4 Amputationen, , , , 
Spital Uster F.4.1.M,,,,7
Spital Uster F.4.2.M,,,,0
Spital Uster F.5 Perkutan transluminale Gef‰ssinterventionen (PTA), , , , 
Spital Uster F.5.1.F,,,,3
Spital Uster F.5.2.F,,,,0
Spital Uster F.5.3.F,,,,0
Spital Uster F.5.4.F,,,,1
Spital Uster F.5.5.F,,,,0
Spital Uster F.5.6.F,,,,1
Spital Uster F.5.7.F,,,,1
Spital Uster G Geburtshilfe und Frauenheilkunde, , , , 
Spital Uster G.1 Geburten, , , , 
Spital Uster G.1.1.F,,,,859
Spital Uster G.1.1.P,0,0,,0
Spital Uster G.1.2.P,0.025,0.03,,15
Spital Uster G.1.3.P,0.176,0.229,,107
Spital Uster G.1.4.P,0.292,0.33,,251
Spital Uster G.2 Neugeborene, , , , 
Spital Uster G.2.1.F,,,,0
Spital Uster G.2.2.F,,,,0
Spital Uster G.2.3.F,,,,0
Spital Uster G.2.4.F,,,,0
Spital Uster G.2.5.F,,,,0
Spital Uster G.2.6.F,,,,0
Spital Uster G.2.7.F,,,,0
Spital Uster G.2.8.F,,,,21
Spital Uster G.2.9.F,,,,840
Spital Uster G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Spital Uster G.3.1.M,0,0,,96
Spital Uster G.3.2.P,0.812,0.758,,78
Spital Uster G.3.3.P,,,,4
Spital Uster G.3.4.P,,,,6
Spital Uster G.4 Brustkrebs, , , , 
Spital Uster G.4.1.F,,,,101
Spital Uster G.5 Eingriffe an der Brust, , , , 
Spital Uster G.5.1.F,,,,66
Spital Uster G.5.2.F,,,,40
Spital Uster G.5.3.P,0.825,0.736,,33
Spital Uster H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Spital Uster H.1 Entfernung der Niere (Nephrektomie), , , , 
Spital Uster H.1.1.M,0,0.014,0,11
Spital Uster H.1.2.P,0,0.24,,0
Spital Uster H.1.3.M,,,,3
Spital Uster H.1.4.P,0,0.393,,0
Spital Uster H.1.5.P,,,,1
Spital Uster H.2 Nierensteine, , , , 
Spital Uster H.2.1.F,,,,179
Spital Uster H.2.2.P,0.436,0.481,,78
Spital Uster H.3 Eingriffe an der Harnblase, , , , 
Spital Uster H.3.1.F,,,,109
Spital Uster H.3.2.F,,,,150
Spital Uster H.3.3.F,,,,100
Spital Uster H.3.4.P,,,,7
Spital Uster H.3.5.M,,,,0
Spital Uster H.3.6.M,,,,0
Spital Uster H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Spital Uster H.4.1.M,0.005,0.002,2.7,184
Spital Uster H.5 Prostatakarzinom, , , , 
Spital Uster H.5.1.F,,,,126
Spital Uster H.5.2.M,0,0.002,0,19
Spital Uster I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
"Spital Uster I.1 Gelenkersatz, Endoprothese", , , , 
Spital Uster I.1.1.M,0,0.002,0,106
Spital Uster I.1.2.M,0,0.007,0,11
Spital Uster I.1.3.M,0,0.001,0,162
Spital Uster I.1.4.M,0,0.007,0,14
Spital Uster I.1.5.M,,,,3
Spital Uster I.1.6.M,0,0,,33
Spital Uster I.1.7.M,0,0.047,0,32
Spital Uster I.2 Operationen an der Wirbels‰ule, , , , 
Spital Uster I.2.1.F,,,,0
Spital Uster I.2.2.M,,,,0
Spital Uster I.3 H¸ftgelenknahe Frakturen, , , , 
Spital Uster I.3.1.M,0,0.041,0,44
Spital Uster I.3.2.M,,,,4
Spital Uster I.3.3.M,,,,6
Spital Uster I.3.4.M,,,,8
Spital Uster I.3.5.M,0,0.042,0,12
Spital Uster I.3.6.M,0,0.061,0,11
Spital Uster I.3.7.M,,,,3
Spital Uster I.3.8.M,0.043,0.042,1,46
"Spital Uster J Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review)", , , , 
Spital Uster J.1 Beatmung, , , , 
Spital Uster J.1.1.M,0.409,0.279,1.5,66
Spital Uster J.1.2.S,253.3,,,66
Spital Uster J.1.3.P,,,,5
Spital Uster J.2 Sepsis, , , , 
Spital Uster J.2.1.M,0.1,0.128,0.8,339
Spital Uster K Hautkrankheiten, , , , 
Spital Uster K.1 Hautkrankheiten, , , , 
Spital Uster K.1.1.F,,,,6
Spital Uster K.1.2.F,,,,5
Spital Uster K.1.3.F,,,,1
Spital Uster L Transplantationen, , , , 
Spital Uster L.1 Herztransplantationen, , , , 
Spital Uster L.1.1.F,,,,0
Spital Uster L.1.2.F,,,,0
Spital Uster L.1.3.F,,,,0
Spital Uster L.2 Lungentransplantationen, , , , 
Spital Uster L.2.1.F,,,,0
Spital Uster L.2.2.F,,,,0
Spital Uster L.3 Lebertransplantationen, , , , 
Spital Uster L.3.1.F,,,,0
Spital Uster L.3.2.F,,,,0
Spital Uster L.3.3.F,,,,0
Spital Uster L.3.4.F,,,,0
Spital Uster L.4 Pankreastransplantationen, , , , 
Spital Uster L.4.1.F,,,,0
Spital Uster L.5 Nierentransplantationen, , , , 
Spital Uster L.5.1.F,,,,0
Spital Uster L.5.2.F,,,,0
Spital Uster L.5.3.F,,,,0
Spital Uster L.5.4.F,,,,0
Spital Uster L.5.5.F,,,,0
Spital Uster L.6 Transplantation/Transfusionen von Stammzellen, , , , 
Spital Uster L.6.1.F,,,,0
Spital Uster L.6.2.F,,,,0
Spital Uster L.6.3.F,,,,0
Spital Uster L.6.4.F,,,,...
Spital Uster L.6.5.F,,,,...
Spital Uster L.6.6.F,,,,-
Spital Uster L.6.7.F,,,,-
Spital Uster Z Zusatzinformationen, , , , 
Spital Uster Z.1 Aufenthaltsdauer, , , , 
Spital Uster A.1.1.X,6.2,,,123
Spital Uster B.1.7.X,8.5,,,74
Spital Uster E.1.1.X,4.5,,,151
Spital Uster E.2.1.X,2.7,,,338
Spital Uster F.1.1.X,,,,0
Spital Uster G.3.1.X,5.9,,,96
Spital Uster H.4.1.X,5.4,,,184
Spital Uster I.1.1.X,8.5,,,106
Spital Uster I.1.3.X,9,,,162
Spital Uster Z.1.1.X,2.5,,,117
Institution Indikator,beobachtete Rate 2013,erwartete Rate 2013,SMR 2013,Fallzahl 2013
Hirslanden Klinik Aarau A Erkrankungen des Herzens, , , , 
Hirslanden Klinik Aarau A.1 Herzinfarkt, , , , 
Hirslanden Klinik Aarau A.1.1.M,0,0.043,0,58
Hirslanden Klinik Aarau A.1.2.M,,,,2
Hirslanden Klinik Aarau A.1.3.M,0,0.019,0,23
Hirslanden Klinik Aarau A.1.4.M,0,0.055,0,30
Hirslanden Klinik Aarau A.1.5.M,,,,3
Hirslanden Klinik Aarau A.1.6.P,0.81,0.614,,47
Hirslanden Klinik Aarau A.1.7.M,0,0.056,0,55
Hirslanden Klinik Aarau A.1.8.M,,,,1
Hirslanden Klinik Aarau A.1.9.P,,,,1
Hirslanden Klinik Aarau A.1.10.M,0,0.055,0,21
Hirslanden Klinik Aarau A.1.11.M,0,0.027,0,36
Hirslanden Klinik Aarau A.2 Herzinsuffizienz, , , , 
Hirslanden Klinik Aarau A.2.1.M,0.041,0.074,0.6,97
Hirslanden Klinik Aarau A.2.2.M,,,,1
Hirslanden Klinik Aarau A.2.3.M,,,,9
Hirslanden Klinik Aarau A.2.4.M,0.046,0.062,0.7,65
Hirslanden Klinik Aarau A.2.5.M,0.045,0.131,0.3,22
Hirslanden Klinik Aarau A.2.6.P,0.309,0.527,,21
Hirslanden Klinik Aarau A.3 Herzkatheter, , , , 
Hirslanden Klinik Aarau A.3.1.F,,,,443
Hirslanden Klinik Aarau A.3.2.M,0,0.027,0,32
Hirslanden Klinik Aarau A.3.4.M,0.004,0.013,0.3,247
Hirslanden Klinik Aarau A.3.5.M,0,0.01,0,109
Hirslanden Klinik Aarau A.3.5.P,0.301,0.385,,109
Hirslanden Klinik Aarau A.3.6.F,,,,4
Hirslanden Klinik Aarau A.4 Herzrhythmusstˆrungen, , , , 
Hirslanden Klinik Aarau A.4.1.F,,,,295
Hirslanden Klinik Aarau A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Hirslanden Klinik Aarau A.5.1.F,,,,101
Hirslanden Klinik Aarau A.5.2.F,,,,37
Hirslanden Klinik Aarau A.6 Ablative Therapie, , , , 
Hirslanden Klinik Aarau A.6.1.F,,,,194
Hirslanden Klinik Aarau A.6.2.F,,,,15
Hirslanden Klinik Aarau A.7 Operationen am Herzen, , , , 
Hirslanden Klinik Aarau A.7.1.F,,,,170
Hirslanden Klinik Aarau A.7.2.F,,,,61
Hirslanden Klinik Aarau A.7.3.F,,,,117
Hirslanden Klinik Aarau A.7.4.F,,,,28
Hirslanden Klinik Aarau A.7.5.F,,,,33
Hirslanden Klinik Aarau A.7.6.F,,,,0
Hirslanden Klinik Aarau A.7.7.M,0,0.012,0,18
Hirslanden Klinik Aarau A.7.8.M,,,,5
Hirslanden Klinik Aarau A.7.9.M,,,,5
Hirslanden Klinik Aarau A.7.10.M,,,,0
Hirslanden Klinik Aarau A.7.11.M,0,0.02,0,15
Hirslanden Klinik Aarau A.7.12.M,0.011,0.013,0.9,87
Hirslanden Klinik Aarau A.7.13.M,,,,2
Hirslanden Klinik Aarau A.7.14.M,0,0.002,0,15
Hirslanden Klinik Aarau A.7.15.M,0,0.013,0,38
Hirslanden Klinik Aarau A.7.16.M,0.036,0.02,1.8,28
Hirslanden Klinik Aarau A.7.17.M,,,,4
Hirslanden Klinik Aarau A.7.18.P,0.138,0.109,,12
Hirslanden Klinik Aarau A.7.19.M,,,,0
Hirslanden Klinik Aarau A.7.20.M,0,0.011,0,18
Hirslanden Klinik Aarau A.7.21.P,0,0.005,,0
Hirslanden Klinik Aarau A.7.22.P,,,,-
Hirslanden Klinik Aarau B.1 Schlaganfall, , , , 
Hirslanden Klinik Aarau B.1.1.M,0.13,0.084,1.6,23
Hirslanden Klinik Aarau B.1.2.M,,,,2
Hirslanden Klinik Aarau B.1.3.M,,,,7
Hirslanden Klinik Aarau B.1.4.M,0,0.088,0,11
Hirslanden Klinik Aarau B.1.5.M,,,,3
Hirslanden Klinik Aarau B.1.6.P,0,0.241,,0
Hirslanden Klinik Aarau B.1.7.M,0,0.059,0,12
Hirslanden Klinik Aarau B.1.8.M,0,0.06,0,12
Hirslanden Klinik Aarau B.1.9.M,,,,1
Hirslanden Klinik Aarau B.1.9.P,,,,1
Hirslanden Klinik Aarau B.1.10.M,,,,7
Hirslanden Klinik Aarau B.1.11.M,,,,1
Hirslanden Klinik Aarau B.1.12.M,,,,3
Hirslanden Klinik Aarau B.1.12.P,,,,3
Hirslanden Klinik Aarau B.1.13.M,,,,0
Hirslanden Klinik Aarau B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Hirslanden Klinik Aarau B.2.1.M,,,,7
Hirslanden Klinik Aarau B.2.2.P,0,0.138,,0
Hirslanden Klinik Aarau C Geriatrische Fr¸hrehablitation, , , , 
Hirslanden Klinik Aarau C.1 Geriatrische Fr¸hrehabilitation, , , , 
Hirslanden Klinik Aarau C.1.1.F,,,,0
Hirslanden Klinik Aarau C.1.2.P,,,,0
Hirslanden Klinik Aarau C.1.3.S,,,,0
Hirslanden Klinik Aarau D Erkrankungen der Lunge, , , , 
Hirslanden Klinik Aarau D.1 Lungenentz¸ndung (Pneumonie), , , , 
Hirslanden Klinik Aarau D.1.1.M,0.056,0.053,1,54
Hirslanden Klinik Aarau D.1.2.M,,,,0
Hirslanden Klinik Aarau D.1.3.M,,,,5
Hirslanden Klinik Aarau D.1.4.M,0,0.026,0,10
Hirslanden Klinik Aarau D.1.5.M,0.069,0.055,1.2,29
Hirslanden Klinik Aarau D.1.6.M,0.1,0.095,1.1,10
Hirslanden Klinik Aarau D.1.7.M,,,,0
Hirslanden Klinik Aarau D.1.8.M,0.021,0.041,0.5,48
Hirslanden Klinik Aarau D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Hirslanden Klinik Aarau D.2.1.M,0.033,0.042,0.8,30
Hirslanden Klinik Aarau D.2.2.M,,,,7
Hirslanden Klinik Aarau D.2.3.M,0.091,0.022,4.1,11
Hirslanden Klinik Aarau D.2.4.M,,,,6
Hirslanden Klinik Aarau D.2.5.M,,,,1
Hirslanden Klinik Aarau D.2.6.M,,,,5
Hirslanden Klinik Aarau D.2.6.P,,,,5
Hirslanden Klinik Aarau D.3 Lungenkrebs, , , , 
Hirslanden Klinik Aarau D.3.1.F,,,,112
Hirslanden Klinik Aarau D.4 Operationen an der Lunge, , , , 
Hirslanden Klinik Aarau D.4.1.M,0,0.023,0,25
Hirslanden Klinik Aarau D.4.2.M,,,,1
Hirslanden Klinik Aarau D.4.2.P,,,,1
Hirslanden Klinik Aarau D.4.3.M,,,,9
Hirslanden Klinik Aarau D.4.4.P,0,0.059,,0
Hirslanden Klinik Aarau D.4.5.M,,,,8
Hirslanden Klinik Aarau E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Hirslanden Klinik Aarau E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Hirslanden Klinik Aarau E.1.1.M,0,0.001,0,91
Hirslanden Klinik Aarau E.1.2.P,0.989,0.952,,90
Hirslanden Klinik Aarau E.2 Hernienoperationen, , , , 
Hirslanden Klinik Aarau E.2.1.M,0,0.001,0,278
Hirslanden Klinik Aarau E.2.2.M,,,,6
Hirslanden Klinik Aarau E.2.3.P,,,,1
Hirslanden Klinik Aarau E.2.4.P,0.888,0.926,,175
Hirslanden Klinik Aarau E.3 Eingriffe an der Schilddr¸se, , , , 
Hirslanden Klinik Aarau E.3.1.F,,,,89
Hirslanden Klinik Aarau E.3.2.P,0,0.008,,0
Hirslanden Klinik Aarau E.3.3.F,,,,0
Hirslanden Klinik Aarau E.4 Erkrankungen von Dickdarm und Enddarm (kolorektale Operationen), , , , 
Hirslanden Klinik Aarau E.4.1.M,0.062,0.043,1.4,112
Hirslanden Klinik Aarau E.4.2.M,0,0.034,0,12
Hirslanden Klinik Aarau E.4.3.M,,,,2
Hirslanden Klinik Aarau E.4.4.M,0.167,0.038,4.4,18
Hirslanden Klinik Aarau E.4.5.M,0,0.004,0,41
Hirslanden Klinik Aarau E.4.6.M,0.071,0.041,1.7,14
Hirslanden Klinik Aarau E.4.7.M,,,,2
Hirslanden Klinik Aarau E.4.8.F,,,,21
Hirslanden Klinik Aarau E.4.11.F,,,,96
Hirslanden Klinik Aarau E.4.12.F,,,,21
Hirslanden Klinik Aarau E.4.13.M,,,,2
Hirslanden Klinik Aarau E.4.14.P,,,,9
Hirslanden Klinik Aarau E.5 Operationen am Magen, , , , 
Hirslanden Klinik Aarau E.5.1.F,,,,4
Hirslanden Klinik Aarau E.5.2.M,,,,0
Hirslanden Klinik Aarau E.5.3.M,,,,0
Hirslanden Klinik Aarau E.5.4.F,,,,22
Hirslanden Klinik Aarau E.5.5.M,,,,5
Hirslanden Klinik Aarau E.6 Operationen am ÷sophagus, , , , 
Hirslanden Klinik Aarau E.6.1.M,,,,0
Hirslanden Klinik Aarau E.7 Operationen am Pankreas, , , , 
Hirslanden Klinik Aarau E.7.1.M,,,,8
Hirslanden Klinik Aarau F Gef‰sserkrankungen, , , , 
Hirslanden Klinik Aarau F.1 Eingriffe an den hirnversorgenden Arterien, , , , 
Hirslanden Klinik Aarau F.1.1.M,,,,5
Hirslanden Klinik Aarau F.1.2.M,,,,2
Hirslanden Klinik Aarau F.1.3.F,,,,0
Hirslanden Klinik Aarau F.1.4.F,,,,1
Hirslanden Klinik Aarau F.2 Erweiterung der Aorta (Aortenaneurysma), , , , 
Hirslanden Klinik Aarau F.2.1.F,,,,15
Hirslanden Klinik Aarau F.2.1.F,,,,15
Hirslanden Klinik Aarau F.2.2.M,,,,6
Hirslanden Klinik Aarau F.2.3.M,,,,2
Hirslanden Klinik Aarau F.2.4.F,,,,5
Hirslanden Klinik Aarau F.2.5.M,,,,5
Hirslanden Klinik Aarau F.3 Operationen an Becken≠/Beinarterien, , , , 
Hirslanden Klinik Aarau F.3.1.F,,,,12
Hirslanden Klinik Aarau F.3.2.M,,,,6
Hirslanden Klinik Aarau F.3.3.M,,,,0
Hirslanden Klinik Aarau F.3.4.M,,,,1
Hirslanden Klinik Aarau F.3.5.M,,,,4
Hirslanden Klinik Aarau F.3.6.M,,,,0
Hirslanden Klinik Aarau F.3.7.M,,,,0
Hirslanden Klinik Aarau F.3.8.F,,,,0
Hirslanden Klinik Aarau F.3.9.F,,,,1
Hirslanden Klinik Aarau F.4 Amputationen, , , , 
Hirslanden Klinik Aarau F.4.1.M,,,,5
Hirslanden Klinik Aarau F.4.2.M,,,,1
Hirslanden Klinik Aarau F.5 Perkutan transluminale Gef‰ssinterventionen (PTA), , , , 
Hirslanden Klinik Aarau F.5.1.F,,,,196
Hirslanden Klinik Aarau F.5.2.F,,,,2
Hirslanden Klinik Aarau F.5.3.F,,,,0
Hirslanden Klinik Aarau F.5.4.F,,,,83
Hirslanden Klinik Aarau F.5.5.F,,,,4
Hirslanden Klinik Aarau F.5.6.F,,,,20
Hirslanden Klinik Aarau F.5.7.F,,,,89
Hirslanden Klinik Aarau G Geburtshilfe und Frauenheilkunde, , , , 
Hirslanden Klinik Aarau G.1 Geburten, , , , 
Hirslanden Klinik Aarau G.1.1.F,,,,741
Hirslanden Klinik Aarau G.1.1.P,0,0,,0
Hirslanden Klinik Aarau G.1.2.P,0.037,0.03,,14
Hirslanden Klinik Aarau G.1.3.P,0.324,0.229,,124
Hirslanden Klinik Aarau G.1.4.P,0.483,0.33,,358
Hirslanden Klinik Aarau G.2 Neugeborene, , , , 
Hirslanden Klinik Aarau G.2.1.F,,,,4
Hirslanden Klinik Aarau G.2.2.F,,,,0
Hirslanden Klinik Aarau G.2.3.F,,,,3
Hirslanden Klinik Aarau G.2.4.F,,,,0
Hirslanden Klinik Aarau G.2.5.F,,,,1
Hirslanden Klinik Aarau G.2.6.F,,,,0
Hirslanden Klinik Aarau G.2.7.F,,,,0
Hirslanden Klinik Aarau G.2.8.F,,,,27
Hirslanden Klinik Aarau G.2.9.F,,,,719
Hirslanden Klinik Aarau G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Hirslanden Klinik Aarau G.3.1.M,0,0,,164
Hirslanden Klinik Aarau G.3.2.P,0.846,0.758,,137
Hirslanden Klinik Aarau G.3.3.P,,,,4
Hirslanden Klinik Aarau G.3.4.P,,,,9
Hirslanden Klinik Aarau G.4 Brustkrebs, , , , 
Hirslanden Klinik Aarau G.4.1.F,,,,209
Hirslanden Klinik Aarau G.5 Eingriffe an der Brust, , , , 
Hirslanden Klinik Aarau G.5.1.F,,,,185
Hirslanden Klinik Aarau G.5.2.F,,,,109
Hirslanden Klinik Aarau G.5.3.P,0.771,0.736,,84
