hospital_indicator,observed_rate_2018,expected_rate_2018,SMR_2018,number_of_cases_2018
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.5.1.F,,,,5
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.5.2.M,,,,4
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.5.3.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.5.6.M,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.6 Operationen am ÷sophagus, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.6.1.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.7 Operationen am Pankreas, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.7.1.M,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.7.2.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.8 Bariatrische Eingriffe, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.8.1.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F Gef‰sserkrankungen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.1 Eingriffe an den hirnversorgenden Arterien, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.1.1.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.1.2.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.1.3.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.1.4.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2 Erkrankungen der Aorta, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.1.F,,,,2
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.7.F,,,,2
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.2.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.3.M,,,,2
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.8.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.9.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.4.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.10.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.11.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.12.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.5.M,,,,2
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.6.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3 Operationen an Becken≠/Beinarterien, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.1.M,,,,7
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.2.M,,,,3
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.3.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.4.M,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.5.M,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.6.M,,,,2
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.7.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.8.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.9.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.4 Amputationen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.4.1.M,0,0.018,0,22
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.4.2.M,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.5 Perkutan transluminale Gef‰ssinterventionen (PTA), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.5.1.F,,,,272
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.5.4.F,,,,181
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.5.5.F,,,,9
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.5.6.F,,,,45
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.5.7.F,,,,37
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.5.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.5.3.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.6 Arteriovenˆser Shunt, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.6.1.F,,,,5
Spitalregion Rheintal­ Werdenberg ­Sarganserland G Geburtshilfe und Frauenheilkunde, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1 Geburten, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1.1.F,,,,1'176
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1.1.P,0,0,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1.2.P,0.047,0.029,,42
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1.3.P,0.157,0.145,,142
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1.4.P,0.233,0.318,,274
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1.5.P,0.185,0.266,,198
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1.6.P,0.173,0.237,,143
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.1.7.P,0.225,0.338,,55
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2 Neugeborene, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.1.F,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.3.F,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.4.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.5.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.6.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.7.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.8.F,,,,46
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.2.9.F,,,,1'142
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.3.1.M,0,0.001,0,109
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.3.2.P,0.679,0.858,,74
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.3.5.P,0.468,0.352,,51
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.3.7.P,0.211,0.506,,23
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.3.3.P,,,,2
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.3.4.P,0.255,0.349,,13
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.4 Bˆsartige Neubildungen der Brust und der weiblichen Geschlechtsorgane, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.4.1.F,,,,144
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.4.2.F,,,,222
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.4.3.F,,,,33
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.4.4.M,0.059,0.01,5.8,17
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.4.5.F,,,,42
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.4.6.M,,,,9
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.5 Eingriffe an der Brust, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.5.1.F,,,,177
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.5.2.F,,,,119
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.5.3.P,0.815,0.737,,97
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.6 Eingriffe am Beckenboden bei der Frau, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.6.1.F,,,,69
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.6.2.F,,,,51
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.6.3.F,,,,14
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.6.4.F,,,,4
Spitalregion Rheintal­ Werdenberg ­Sarganserland H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.1 Entfernung der Niere (Nephrektomie), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.1.5.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.1.5.P,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.1.6.P,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.1.7.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.1.8.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.1.9.P,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.1.10.M,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.2 Nierensteine, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.2.1.F,,,,259
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.2.2.P,0.344,0.498,,89
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.3 Eingriffe an der Harnblase, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.3.1.F,,,,79
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.3.2.F,,,,82
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.3.3.F,,,,64
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.3.4.P,0.484,0.162,,31
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.3.5.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.3.6.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.4.2.P,,,,6
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.4.3.M,0,0,0,129
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.4.4.M,0,0.003,0,31
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.5 Prostatakarzinom, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.5.1.F,,,,72
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.5.2.M,,,,3
"Spitalregion Rheintal­ Werdenberg ­Sarganserland I Erkrankungen von Knochen, Gelenken und Bindegewebe", , , , 
"Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1 Gelenkersatz, Endoprothese", , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.8.M,0,0,0,229
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.9.M,0.05,0.031,1.6,40
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.10.M,0,0.033,0,31
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.11.P,,,,3
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.12.M,0,0.01,0,18
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.13.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.14.M,0,0.011,0,20
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.15.M,0,0,0,211
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.16.M,0,0,,11
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.17.P,,,,2
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.18.M,0,0,,12
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.19.M,,,,3
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.20.M,,,,6
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.21.M,,,,9
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.22.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2 Behandlungen/Operationen an der Wirbels‰ule und am R¸ckenmark, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.3.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.4.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.5.M,,,,0
"Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.6.M Versteifung der Wirbels‰ule oder Wirbelkˆrperersatz bei Trauma (inkl. komplexe Rekonstitutionen und OP am R¸ckenmark), Mortalit‰t",,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.18.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.7.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.8.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.9.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.10.M,,,,0
"Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.11.M Exzision von Bandscheibengewebe (ohne Tumor, Trauma, komplexe OP an Wirbels‰ule), Mortalit‰t",,,,0
"Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.12.M Dekompression der Wirbels‰ule ohne weitere Eingriffe an der Wirbels‰ule, Mortalit‰t",,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.13.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.14.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.15.P,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.16.F,,,,32
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.2.17.F,,,,217
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3 H¸ftgelenknahe Frakturen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3.1.M,0.051,0.029,1.7,79
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3.2.M,,,,8
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3.3.M,0,0.002,0,10
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3.4.M,0,0.016,0,14
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3.5.M,0,0.024,0,17
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3.6.M,0.143,0.04,3.5,14
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3.7.M,0.125,0.067,1.9,16
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.3.8.M,0.023,0.027,0.8,88
"Spitalregion Rheintal­ Werdenberg ­Sarganserland I.4 Bˆsartige Neubildungen von Knochen, Gelenken und Bindegewebe", , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.4.1.F,,,,10
"Spitalregion Rheintal­ Werdenberg ­Sarganserland J Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review)", , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.1 Beatmung, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.1.1.M,0.266,0.299,0.9,64
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.1.4.M,0.259,0.295,0.9,58
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.1.5.M,0.308,0.311,1,26
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.1.6.M,0.237,0.299,0.8,38
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.1.2.S,163.1,,,64
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.1.3.P,,,,8
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.2 Sepsis, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.2.1.M,0.214,0.208,1,56
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.2.2.M,0.222,0.217,1,45
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.2.3.M,0.182,0.1,1.8,11
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.2.4.M,0.089,0.108,0.8,190
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.2.5.M,0.267,0.375,0.7,15
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.3 Nierenversagen bei Kontrastmitteleinsatz, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.3.1.P,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland K Hautkrankheiten, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland K.1 Hautkrankheiten, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland K.1.1.F,,,,4
Spitalregion Rheintal­ Werdenberg ­Sarganserland K.1.2.F,,,,13
Spitalregion Rheintal­ Werdenberg ­Sarganserland K.1.3.F,,,,2
Spitalregion Rheintal­ Werdenberg ­Sarganserland L Hochspezialisierte Medizin, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.1 Herztransplantationen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.1.1.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.1.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.1.3.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.2 Lungentransplantationen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.2.1.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.2.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.3 Lebertransplantationen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.3.1.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.3.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.3.3.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.3.4.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.4 Pankreastransplantationen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.4.1.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.5 Nierentransplantationen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.5.1.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.5.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.5.3.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.5.4.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.5.5.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.5.6.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.6 Transplantation/Transfusionen von Stammzellen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.6.1.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.6.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.6.3.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.6.4.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.6.5.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.6.8.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.7 Hypertherme Chemotherapie, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.7.1.F Hypertherme intraperitoneale Chemotherapie [HIPEC],,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland L.7.2.F Hypertherme intrathorakale Chemotherapie [HITOC],,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland Z Zusatzinformationen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland Z.1 Aufenthaltsdauer, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland A.1.12.X,3.2,,,147
Spitalregion Rheintal­ Werdenberg ­Sarganserland B.1.15.X,5.4,,,189
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.1.1.X,3.2,,,262
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.2.1.X,2.5,,,443
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.1.5.X,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland G.3.1.X,4.8,,,109
Spitalregion Rheintal­ Werdenberg ­Sarganserland H.4.5.X,3.3,,,158
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.23.X,7,,,213
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.24.X,7.5,,,201
Spitalregion Rheintal­ Werdenberg ­Sarganserland Z.1.1.X,2.2,,,197
Spitalregion Rheintal­ Werdenberg ­Sarganserland Z.2 Verlegungsraten, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland A.1.1.V,0.465,0.269,,67
Spitalregion Rheintal­ Werdenberg ­Sarganserland A.2.1.V,,,,6
Spitalregion Rheintal­ Werdenberg ­Sarganserland A.3.2.V,0,0.214,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland A.3.4.V,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland A.7.7.V,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland A.7.11.V,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland A.7.12.V,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland B.1.1.V,0.116,0.18,,27
Spitalregion Rheintal­ Werdenberg ­Sarganserland B.1.7.V,0.087,0.144,,18
Spitalregion Rheintal­ Werdenberg ­Sarganserland D.1.8.V,,,,7
Spitalregion Rheintal­ Werdenberg ­Sarganserland D.2.1.V,0,0.03,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland E.4.1.V,,,,1
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.2.13.V,0,0.023,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland F.3.1.V,0,0.042,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland I.1.8.V,0,0.005,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.1.1.V,0.213,0.172,,10
Spitalregion Rheintal­ Werdenberg ­Sarganserland J.2.1.V,,,,6
Institution Indikator,beobachtete Rate 2018,erwartete Rate 2018,SMR 2018,Fallzahl 2018
Insel Gruppe AG (nicht-universit‰r) A Erkrankungen des Herzens, , , , 
Insel Gruppe AG (nicht-universit‰r) A.1 Herzinfarkt, , , , 
Insel Gruppe AG (nicht-universit‰r) A.1.1.M,0.04,0.057,0.7,201
Insel Gruppe AG (nicht-universit‰r) A.1.2.M,,,,4
Insel Gruppe AG (nicht-universit‰r) A.1.3.M,0,0.018,0,53
Insel Gruppe AG (nicht-universit‰r) A.1.4.M,0.039,0.047,0.8,103
Insel Gruppe AG (nicht-universit‰r) A.1.5.M,0.098,0.134,0.7,41
Insel Gruppe AG (nicht-universit‰r) A.1.7.M,0.06,0.082,0.7,84
Insel Gruppe AG (nicht-universit‰r) A.1.8.M,0.038,0.04,1,78
Insel Gruppe AG (nicht-universit‰r) A.1.14.P,0.119,0.64,,24
Insel Gruppe AG (nicht-universit‰r) A.1.15.P,0.195,0.604,,24
Insel Gruppe AG (nicht-universit‰r) A.1.16.P,0,0.761,,0
Insel Gruppe AG (nicht-universit‰r) A.1.17.P,0.195,0.608,,24
Insel Gruppe AG (nicht-universit‰r) A.1.9.P,0.05,0.017,,10
Insel Gruppe AG (nicht-universit‰r) A.1.10.M,0.038,0.073,0.5,80
Insel Gruppe AG (nicht-universit‰r) A.1.10.P,0.398,0.406,,80
Insel Gruppe AG (nicht-universit‰r) A.1.11.M,0.045,0.04,1.1,110
Insel Gruppe AG (nicht-universit‰r) A.1.13.M,0.138,0.153,0.9,65
Insel Gruppe AG (nicht-universit‰r) A.2 Herzinsuffizienz, , , , 
Insel Gruppe AG (nicht-universit‰r) A.2.1.M,0.066,0.085,0.8,482
Insel Gruppe AG (nicht-universit‰r) A.2.2.M,,,,2
Insel Gruppe AG (nicht-universit‰r) A.2.3.M,0.087,0.022,4,23
Insel Gruppe AG (nicht-universit‰r) A.2.4.M,0.029,0.065,0.4,210
Insel Gruppe AG (nicht-universit‰r) A.2.5.M,0.097,0.108,0.9,247
Insel Gruppe AG (nicht-universit‰r) A.2.6.P,0.584,0.563,,125
Insel Gruppe AG (nicht-universit‰r) A.3 Herzkatheter, , , , 
Insel Gruppe AG (nicht-universit‰r) A.3.1.F,,,,253
Insel Gruppe AG (nicht-universit‰r) A.3.2.M,0,0.023,0,24
Insel Gruppe AG (nicht-universit‰r) A.3.4.M,0.012,0.014,0.8,86
Insel Gruppe AG (nicht-universit‰r) A.3.7.M,0,0.012,0,81
Insel Gruppe AG (nicht-universit‰r) A.3.5.M,0,0.011,0,142
Insel Gruppe AG (nicht-universit‰r) A.3.5.P,0.62,0.451,,142
Insel Gruppe AG (nicht-universit‰r) A.3.8.M,0,0.009,0,141
Insel Gruppe AG (nicht-universit‰r) A.3.6.F,,,,1
Insel Gruppe AG (nicht-universit‰r) A.4 Herzrhythmusstˆrungen, , , , 
Insel Gruppe AG (nicht-universit‰r) A.4.1.F,,,,332
Insel Gruppe AG (nicht-universit‰r) A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Insel Gruppe AG (nicht-universit‰r) A.5.1.F,,,,124
Insel Gruppe AG (nicht-universit‰r) A.5.2.F,,,,36
Insel Gruppe AG (nicht-universit‰r) A.6 Ablative Therapie, , , , 
Insel Gruppe AG (nicht-universit‰r) A.6.1.F,,,,130
Insel Gruppe AG (nicht-universit‰r) A.6.2.F,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7 Operationen am Herzen, , , , 
Insel Gruppe AG (nicht-universit‰r) A.7.1.F,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.2.F,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.3.F,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.4.F,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.5.F,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.6.F,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.24.F,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.7.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.19.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.20.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.25.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.26.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.27.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.8.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.9.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.10.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.23.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.11.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.28.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.12.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.13.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.14.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.15.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.16.M,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.17.M,,,,0
"Insel Gruppe AG (nicht-universit‰r) A.7.29.M OP an Koronargef‰ssen mit weiterer OP am Herzen (Alter >19), Mortalit‰t",,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.18.P,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.21.P,,,,0
Insel Gruppe AG (nicht-universit‰r) A.7.22.P,,,,0
