hospital_name,indicator,observed_rate_2014,expected_rate_2014,SMR_2014,number_of_cases_2014
HFR - HÙpital fribourgeois,L.3.3.F,,,,0
HFR - HÙpital fribourgeois,L.3.4.F,,,,0
HFR - HÙpital fribourgeois,L.4 Respiration artificielle, , , , 
HFR - HÙpital fribourgeois,L.4.1.F,,,,0
HFR - HÙpital fribourgeois,L.5 Respiration artificielle, , , , 
HFR - HÙpital fribourgeois,L.5.1.F,,,,0
HFR - HÙpital fribourgeois,L.5.2.F,,,,0
HFR - HÙpital fribourgeois,L.5.3.F,,,,0
HFR - HÙpital fribourgeois,L.5.4.F,,,,0
HFR - HÙpital fribourgeois,L.5.5.F,,,,0
HFR - HÙpital fribourgeois,L.6 Respiration artificielle, , , , 
HFR - HÙpital fribourgeois,L.6.1.F,,,,0
HFR - HÙpital fribourgeois,L.6.2.F,,,,0
HFR - HÙpital fribourgeois,L.6.3.F,,,,0
HFR - HÙpital fribourgeois,L.6.4.F,,,,...
HFR - HÙpital fribourgeois,L.6.5.F,,,,...
HFR - HÙpital fribourgeois,L.6.6.F,,,,-
HFR - HÙpital fribourgeois,L.6.7.F,,,,-
HFR - HÙpital fribourgeois,Z Informations supplEmentaires, , , , 
HFR - HÙpital fribourgeois,Z.1 DurEe de sEjour, , , , 
HFR - HÙpital fribourgeois,A.1.1.X,8.4,,,465
HFR - HÙpital fribourgeois,B.1.7.X,16.5,,,313
HFR - HÙpital fribourgeois,E.1.1.X,3.8,,,256
HFR - HÙpital fribourgeois,E.2.1.X,3.7,,,165
HFR - HÙpital fribourgeois,F.1.1.X,7.9,,,35
HFR - HÙpital fribourgeois,G.3.1.X,5.4,,,31
HFR - HÙpital fribourgeois,H.4.1.X,4.8,,,38
HFR - HÙpital fribourgeois,I.1.1.X,9.1,,,230
HFR - HÙpital fribourgeois,I.1.3.X,9.6,,,129
HFR - HÙpital fribourgeois,Z.1.1.X,2.8,,,50
Institution,Indikator,beobachtete Rate 2014,erwartete Rate 2014,SMR 2014,Fallzahl 2014
Spital Netz Bern AG,A Erkrankungen des Herzens, , , , 
Spital Netz Bern AG,A.1 Herzinfarkt, , , , 
Spital Netz Bern AG,A.1.1.M,0.043,0.07,0.6,301
Spital Netz Bern AG,A.1.2.M,,,,2
Spital Netz Bern AG,A.1.3.M,0,0.017,0,89
Spital Netz Bern AG,A.1.4.M,0.022,0.056,0.4,139
Spital Netz Bern AG,A.1.5.M,0.141,0.166,0.8,71
Spital Netz Bern AG,A.1.6.P,0.439,0.623,,132
Spital Netz Bern AG,A.1.7.M,0.057,0.1,0.6,193
Spital Netz Bern AG,A.1.8.M,0.028,0.049,0.6,71
Spital Netz Bern AG,A.1.9.P,0.047,0.019,,14
Spital Netz Bern AG,A.1.10.M,0.062,0.074,0.8,96
Spital Netz Bern AG,A.1.11.M,0.021,0.054,0.4,191
Spital Netz Bern AG,A.2 Herzinsuffizienz, , , , 
Spital Netz Bern AG,A.2.1.M,0.105,0.091,1.2,496
Spital Netz Bern AG,A.2.2.M,,,,1
Spital Netz Bern AG,A.2.3.M,0.087,0.043,2,23
Spital Netz Bern AG,A.2.4.M,0.084,0.071,1.2,249
Spital Netz Bern AG,A.2.5.M,0.13,0.119,1.1,223
Spital Netz Bern AG,A.2.6.P,0.567,0.525,,59
Spital Netz Bern AG,A.3 Herzkatheter, , , , 
Spital Netz Bern AG,A.3.1.F,,,,686
Spital Netz Bern AG,A.3.2.M,0.015,0.041,0.4,132
Spital Netz Bern AG,A.3.4.M,0.008,0.013,0.6,252
Spital Netz Bern AG,A.3.5.M,0.01,0.011,0.9,287
Spital Netz Bern AG,A.3.5.P,0.525,0.384,,287
Spital Netz Bern AG,A.3.6.F,,,,0
Spital Netz Bern AG,A.4 Herzrhythmusstˆrungen, , , , 
Spital Netz Bern AG,A.4.1.F,,,,345
Spital Netz Bern AG,A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Spital Netz Bern AG,A.5.1.F,,,,98
Spital Netz Bern AG,A.5.2.F,,,,21
Spital Netz Bern AG,A.6 Ablative Therapie, , , , 
Spital Netz Bern AG,A.6.1.F,,,,114
Spital Netz Bern AG,A.6.2.F,,,,0
Spital Netz Bern AG,A.7 Operationen am Herzen, , , , 
Spital Netz Bern AG,A.7.1.F,,,,13
Spital Netz Bern AG,A.7.2.F,,,,0
Spital Netz Bern AG,A.7.3.F,,,,0
Spital Netz Bern AG,A.7.4.F,,,,13
Spital Netz Bern AG,A.7.5.F,,,,0
Spital Netz Bern AG,A.7.6.F,,,,0
Spital Netz Bern AG,A.7.7.M,,,,0
Spital Netz Bern AG,A.7.8.M,,,,0
Spital Netz Bern AG,A.7.9.M,,,,0
Spital Netz Bern AG,A.7.10.M,,,,0
Spital Netz Bern AG,A.7.11.M,,,,0
Spital Netz Bern AG,A.7.12.M,,,,0
Spital Netz Bern AG,A.7.13.M,,,,0
Spital Netz Bern AG,A.7.14.M,,,,0
Spital Netz Bern AG,A.7.15.M,,,,0
Spital Netz Bern AG,A.7.16.M,,,,0
Spital Netz Bern AG,A.7.17.M,,,,0
Spital Netz Bern AG,A.7.18.P,,,,0
Spital Netz Bern AG,A.7.19.M,,,,0
Spital Netz Bern AG,A.7.20.M,,,,0
Spital Netz Bern AG,A.7.21.P,,,,0
Spital Netz Bern AG,A.7.22.P,,,,-
Spital Netz Bern AG,B.1 Schlaganfall, , , , 
Spital Netz Bern AG,B.1.1.M,0.082,0.12,0.7,401
Spital Netz Bern AG,B.1.2.M,,,,2
Spital Netz Bern AG,B.1.3.M,0.024,0.044,0.6,41
Spital Netz Bern AG,B.1.4.M,0.081,0.1,0.8,222
Spital Netz Bern AG,B.1.5.M,0.103,0.178,0.6,136
Spital Netz Bern AG,B.1.6.P,0,0.288,,0
Spital Netz Bern AG,B.1.7.M,0.069,0.081,0.8,319
Spital Netz Bern AG,B.1.8.M,0.056,0.083,0.7,161
Spital Netz Bern AG,B.1.9.M,,,,0
Spital Netz Bern AG,B.1.9.P,0,0.082,,0
Spital Netz Bern AG,B.1.10.M,0.194,0.319,0.6,36
Spital Netz Bern AG,B.1.11.M,0.1,0.166,0.6,10
Spital Netz Bern AG,B.1.12.M,0.083,0.128,0.7,36
Spital Netz Bern AG,B.1.12.P,0.09,0.059,,36
Spital Netz Bern AG,B.1.13.M,0.082,0.074,1.1,158
Spital Netz Bern AG,B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Spital Netz Bern AG,B.2.1.M,0,0.004,0,104
Spital Netz Bern AG,B.2.2.P,0,0.173,,0
Spital Netz Bern AG,C Geriatrische Fr¸hrehablitation, , , , 
Spital Netz Bern AG,C.1 Geriatrische Fr¸hrehabilitation, , , , 
Spital Netz Bern AG,C.1.1.F,,,,1'750
Spital Netz Bern AG,C.1.2.P,0.553,0.683,,968
Spital Netz Bern AG,C.1.3.S,45.5,,,968
Spital Netz Bern AG,D Erkrankungen der Lunge, , , , 
Spital Netz Bern AG,D.1 Lungenentz¸ndung (Pneumonie), , , , 
Spital Netz Bern AG,D.1.1.M,0.044,0.051,0.9,472
Spital Netz Bern AG,D.1.2.M,,,,6
Spital Netz Bern AG,D.1.3.M,0,0.005,0,46
Spital Netz Bern AG,D.1.4.M,0,0.019,0,83
Spital Netz Bern AG,D.1.5.M,0.038,0.05,0.8,210
Spital Netz Bern AG,D.1.6.M,0.102,0.093,1.1,127
Spital Netz Bern AG,D.1.7.M,,,,6
Spital Netz Bern AG,D.1.8.M,0.041,0.04,1,411
Spital Netz Bern AG,D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Spital Netz Bern AG,D.2.1.M,0.045,0.046,1,221
Spital Netz Bern AG,D.2.2.M,0.128,0.058,2.2,39
Spital Netz Bern AG,D.2.3.M,0.02,0.035,0.6,51
Spital Netz Bern AG,D.2.4.M,0.027,0.022,1.2,37
Spital Netz Bern AG,D.2.5.M,,,,7
Spital Netz Bern AG,D.2.6.M,0.034,0.043,0.8,87
Spital Netz Bern AG,D.2.6.P,0.394,0.241,,87
Spital Netz Bern AG,D.3 Lungenkrebs, , , , 
Spital Netz Bern AG,D.3.1.F,,,,159
Spital Netz Bern AG,D.4 Operationen an der Lunge, , , , 
Spital Netz Bern AG,D.4.1.M,,,,9
Spital Netz Bern AG,D.4.2.M,,,,0
Spital Netz Bern AG,D.4.2.P,0,0.069,,0
Spital Netz Bern AG,D.4.3.M,,,,5
Spital Netz Bern AG,D.4.4.P,0,0.048,,0
Spital Netz Bern AG,D.4.5.M,,,,2
Spital Netz Bern AG,E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Spital Netz Bern AG,E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Spital Netz Bern AG,E.1.1.M,0,0.002,0,386
Spital Netz Bern AG,E.1.2.P,0.956,0.95,,369
Spital Netz Bern AG,E.2 Hernienoperationen, , , , 
Spital Netz Bern AG,E.2.1.M,0,0.001,0,486
Spital Netz Bern AG,E.2.2.M,0.071,0.064,1.1,14
Spital Netz Bern AG,E.2.3.P,,,,3
Spital Netz Bern AG,E.2.4.P,0.968,0.939,,332
Spital Netz Bern AG,E.3 Eingriffe an der Schilddr¸se, , , , 
Spital Netz Bern AG,E.3.1.F,,,,5
Spital Netz Bern AG,E.3.2.P,0,0.007,,0
Spital Netz Bern AG,E.3.3.F,,,,0
Spital Netz Bern AG,E.4 Erkrankungen von Dickdarm und Enddarm (kolorektale Operationen), , , , 
Spital Netz Bern AG,E.4.1.M,0.025,0.055,0.5,160
Spital Netz Bern AG,E.4.2.M,0.053,0.036,1.5,38
Spital Netz Bern AG,E.4.3.M,0.1,0.089,1.1,10
Spital Netz Bern AG,E.4.4.M,,,,7
Spital Netz Bern AG,E.4.5.M,0,0.008,0,24
Spital Netz Bern AG,E.4.6.M,0,0.064,0,23
Spital Netz Bern AG,E.4.7.M,,,,3
Spital Netz Bern AG,E.4.8.F,,,,52
Spital Netz Bern AG,E.4.11.F,,,,221
Spital Netz Bern AG,E.4.12.F,,,,123
Spital Netz Bern AG,E.4.13.M,,,,2
Spital Netz Bern AG,E.4.14.P,,,,1
Spital Netz Bern AG,E.5 Operationen am Magen, , , , 
Spital Netz Bern AG,E.5.1.F,,,,9
Spital Netz Bern AG,E.5.2.M,,,,3
Spital Netz Bern AG,E.5.3.M,,,,0
Spital Netz Bern AG,E.5.4.F,,,,26
Spital Netz Bern AG,E.5.5.M,0.017,0.043,0.4,58
Spital Netz Bern AG,E.6 Operationen am ÷sophagus, , , , 
Spital Netz Bern AG,E.6.1.M,,,,0
Spital Netz Bern AG,E.7 Operationen am Pankreas, , , , 
Spital Netz Bern AG,E.7.1.M,,,,1
Spital Netz Bern AG,F Gef‰sserkrankungen, , , , 
Spital Netz Bern AG,F.1 Eingriffe an den hirnversorgenden Arterien, , , , 
Spital Netz Bern AG,F.1.1.M,,,,0
Spital Netz Bern AG,F.1.2.M,,,,0
Spital Netz Bern AG,F.1.3.F,,,,0
Spital Netz Bern AG,F.1.4.F,,,,0
Spital Netz Bern AG,F.2 Erweiterung der Aorta (Aortenaneurysma), , , , 
Spital Netz Bern AG,F.2.1.F,,,,0
Spital Netz Bern AG,F.2.1.F,,,,0
Spital Netz Bern AG,F.2.2.M,,,,0
Spital Netz Bern AG,F.2.3.M,,,,0
Spital Netz Bern AG,F.2.4.F,,,,0
Spital Netz Bern AG,F.2.5.M,0.263,0.462,0.6,19
Spital Netz Bern AG,F.3 Operationen an Becken≠/Beinarterien, , , , 
Spital Netz Bern AG,F.3.1.F,,,,0
Spital Netz Bern AG,F.3.2.M,,,,0
Spital Netz Bern AG,F.3.3.M,,,,0
Spital Netz Bern AG,F.3.4.M,,,,0
Spital Netz Bern AG,F.3.5.M,,,,0
Spital Netz Bern AG,F.3.6.M,,,,0
Spital Netz Bern AG,F.3.7.M,,,,0
Spital Netz Bern AG,F.3.8.F,,,,0
Spital Netz Bern AG,F.3.9.F,,,,0
Spital Netz Bern AG,F.4 Amputationen, , , , 
Spital Netz Bern AG,F.4.1.M,0.027,0.037,0.7,37
Spital Netz Bern AG,F.4.2.M,,,,1
Spital Netz Bern AG,F.5 Perkutan transluminale Gef‰ssinterventionen (PTA), , , , 
Spital Netz Bern AG,F.5.1.F,,,,8
Spital Netz Bern AG,F.5.2.F,,,,0
Spital Netz Bern AG,F.5.3.F,,,,0
Spital Netz Bern AG,F.5.4.F,,,,0
Spital Netz Bern AG,F.5.5.F,,,,0
Spital Netz Bern AG,F.5.6.F,,,,3
Spital Netz Bern AG,F.5.7.F,,,,5
Spital Netz Bern AG,G Geburtshilfe und Frauenheilkunde, , , , 
Spital Netz Bern AG,G.1 Geburten, , , , 
Spital Netz Bern AG,G.1.1.F,,,,479
Spital Netz Bern AG,G.1.1.P,0,0,,0
Spital Netz Bern AG,G.1.2.P,,,,3
Spital Netz Bern AG,G.1.3.P,0.259,0.215,,71
Spital Netz Bern AG,G.1.4.P,0.428,0.335,,205
Spital Netz Bern AG,G.2 Neugeborene, , , , 
Spital Netz Bern AG,G.2.1.F,,,,0
Spital Netz Bern AG,G.2.2.F,,,,0
Spital Netz Bern AG,G.2.3.F,,,,0
Spital Netz Bern AG,G.2.4.F,,,,0
Spital Netz Bern AG,G.2.5.F,,,,0
Spital Netz Bern AG,G.2.6.F,,,,0
Spital Netz Bern AG,G.2.7.F,,,,0
Spital Netz Bern AG,G.2.8.F,,,,13
Spital Netz Bern AG,G.2.9.F,,,,472
Spital Netz Bern AG,G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Spital Netz Bern AG,G.3.1.M,0,0,0,110
Spital Netz Bern AG,G.3.2.P,0.417,0.792,,45
Spital Netz Bern AG,G.3.3.P,,,,7
Spital Netz Bern AG,G.3.4.P,,,,5
Spital Netz Bern AG,G.4 Brustkrebs, , , , 
Spital Netz Bern AG,G.4.1.F,,,,66
Spital Netz Bern AG,G.5 Eingriffe an der Brust, , , , 
Spital Netz Bern AG,G.5.1.F,,,,27
Spital Netz Bern AG,G.5.2.F,,,,10
Spital Netz Bern AG,G.5.3.P,,,,9
Spital Netz Bern AG,H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Spital Netz Bern AG,H.1 Entfernung der Niere (Nephrektomie), , , , 
Spital Netz Bern AG,H.1.1.M,,,,1
Spital Netz Bern AG,H.1.2.P,0,0.247,,0
Spital Netz Bern AG,H.1.3.M,,,,1
Spital Netz Bern AG,H.1.4.P,0,0.362,,0
Spital Netz Bern AG,H.1.5.P,,,,1
Spital Netz Bern AG,H.2 Nierensteine, , , , 
Spital Netz Bern AG,H.2.1.F,,,,185
Spital Netz Bern AG,H.2.2.P,,,,3
Spital Netz Bern AG,H.3 Eingriffe an der Harnblase, , , , 
Spital Netz Bern AG,H.3.1.F,,,,14
Spital Netz Bern AG,H.3.2.F,,,,10
Spital Netz Bern AG,H.3.3.F,,,,8
Spital Netz Bern AG,H.3.4.P,,,,7
Spital Netz Bern AG,H.3.5.M,,,,0
Spital Netz Bern AG,H.3.6.M,,,,0
Spital Netz Bern AG,H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Spital Netz Bern AG,H.4.1.M,0,0.002,0,19
Spital Netz Bern AG,H.5 Prostatakarzinom, , , , 
Spital Netz Bern AG,H.5.1.F,,,,110
Spital Netz Bern AG,H.5.2.M,,,,0
Spital Netz Bern AG,I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
Spital Netz Bern AG,"I.1 Gelenkersatz, Endoprothese", , , , 
Spital Netz Bern AG,I.1.1.M,0.003,0.002,1.6,373
Spital Netz Bern AG,I.1.2.M,0,0.013,0,58
Spital Netz Bern AG,I.1.3.M,0,0,0,301
Spital Netz Bern AG,I.1.4.M,0,0.001,0,28
Spital Netz Bern AG,I.1.5.M,,,,2
Spital Netz Bern AG,I.1.6.M,0,0,,37
Spital Netz Bern AG,I.1.7.M,0.059,0.052,1.1,135
Spital Netz Bern AG,I.2 Operationen an der Wirbels‰ule, , , , 
Spital Netz Bern AG,I.2.1.F,,,,522
Spital Netz Bern AG,I.2.2.M,0,0,0,204
Spital Netz Bern AG,I.3 H¸ftgelenknahe Frakturen, , , , 
Spital Netz Bern AG,I.3.1.M,0.051,0.053,1,217
Spital Netz Bern AG,I.3.2.M,,,,6
Spital Netz Bern AG,I.3.3.M,0,0.008,0,17
Spital Netz Bern AG,I.3.4.M,0,0.015,0,28
Spital Netz Bern AG,I.3.5.M,0.064,0.041,1.6,47
Spital Netz Bern AG,I.3.6.M,0.036,0.048,0.7,56
Spital Netz Bern AG,I.3.7.M,0.095,0.099,1,63
Spital Netz Bern AG,I.3.8.M,0.03,0.039,0.8,200
Spital Netz Bern AG,"J Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review)", , , , 
Spital Netz Bern AG,J.1 Beatmung, , , , 
Spital Netz Bern AG,J.1.1.M,0.283,0.284,1,92
Spital Netz Bern AG,J.1.2.S,119.5,,,92
Spital Netz Bern AG,J.1.3.P,,,,3
Spital Netz Bern AG,J.2 Sepsis, , , , 
Spital Netz Bern AG,J.2.1.M,0.265,0.266,1,211
Spital Netz Bern AG,"K Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review)", , , , 
Spital Netz Bern AG,K.1 Beatmung, , , , 
Spital Netz Bern AG,K.1.1.F,,,,8
Spital Netz Bern AG,K.1.2.F,,,,11
Spital Netz Bern AG,K.1.3.F,,,,1
Spital Netz Bern AG,"L Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review)", , , , 
Spital Netz Bern AG,L.1 Beatmung, , , , 
Spital Netz Bern AG,L.1.1.F,,,,0
Spital Netz Bern AG,L.1.2.F,,,,0
Spital Netz Bern AG,L.1.3.F,,,,0
Spital Netz Bern AG,L.2 Beatmung, , , , 
Spital Netz Bern AG,L.2.1.F,,,,0
Spital Netz Bern AG,L.2.2.F,,,,0
Spital Netz Bern AG,L.3 Beatmung, , , , 
Spital Netz Bern AG,L.3.1.F,,,,0
Spital Netz Bern AG,L.3.2.F,,,,0
Spital Netz Bern AG,L.3.3.F,,,,0
Spital Netz Bern AG,L.3.4.F,,,,0
Spital Netz Bern AG,L.4 Beatmung, , , , 
Spital Netz Bern AG,L.4.1.F,,,,0
Spital Netz Bern AG,L.5 Beatmung, , , , 
Spital Netz Bern AG,L.5.1.F,,,,0
Spital Netz Bern AG,L.5.2.F,,,,0
Spital Netz Bern AG,L.5.3.F,,,,0
Spital Netz Bern AG,L.5.4.F,,,,0
Spital Netz Bern AG,L.5.5.F,,,,0
Spital Netz Bern AG,L.6 Beatmung, , , , 
Spital Netz Bern AG,L.6.1.F,,,,0
Spital Netz Bern AG,L.6.2.F,,,,0
Spital Netz Bern AG,L.6.3.F,,,,0
Spital Netz Bern AG,L.6.4.F,,,,...
Spital Netz Bern AG,L.6.5.F,,,,...
Spital Netz Bern AG,L.6.6.F,,,,-
Spital Netz Bern AG,L.6.7.F,,,,-
Spital Netz Bern AG,Z Zusatzinformationen, , , , 
Spital Netz Bern AG,Z.1 Aufenthaltsdauer, , , , 
Spital Netz Bern AG,A.1.1.X,6.1,,,301
Spital Netz Bern AG,B.1.7.X,12.5,,,319
Spital Netz Bern AG,E.1.1.X,4.5,,,386
Spital Netz Bern AG,E.2.1.X,3,,,486
Spital Netz Bern AG,F.1.1.X,,,,0
Spital Netz Bern AG,G.3.1.X,5.5,,,110
Spital Netz Bern AG,H.4.1.X,2.9,,,19
Spital Netz Bern AG,I.1.1.X,7.4,,,373
Spital Netz Bern AG,I.1.3.X,9,,,301
Spital Netz Bern AG,Z.1.1.X,2.5,,,30
Institution,Indikator,beobachtete Rate 2014,erwartete Rate 2014,SMR 2014,Fallzahl 2014
Kantonsspital Baden AG,A Erkrankungen des Herzens, , , , 
Kantonsspital Baden AG,A.1 Herzinfarkt, , , , 
Kantonsspital Baden AG,A.1.1.M,0.068,0.056,1.2,220
Kantonsspital Baden AG,A.1.2.M,0.067,0.011,5.9,15
Kantonsspital Baden AG,A.1.3.M,0,0.017,0,76
Kantonsspital Baden AG,A.1.4.M,0.071,0.058,1.2,98
Kantonsspital Baden AG,A.1.5.M,0.226,0.166,1.4,31
Kantonsspital Baden AG,A.1.6.P,0.15,0.623,,33
Kantonsspital Baden AG,A.1.7.M,0.096,0.08,1.2,157
Kantonsspital Baden AG,A.1.8.M,0,0.03,0,20
Kantonsspital Baden AG,A.1.9.P,,,,7
Kantonsspital Baden AG,A.1.10.M,0.071,0.064,1.1,84
Kantonsspital Baden AG,A.1.11.M,0.062,0.041,1.5,129
Kantonsspital Baden AG,A.2 Herzinsuffizienz, , , , 
Kantonsspital Baden AG,A.2.1.M,0.126,0.09,1.4,349
Kantonsspital Baden AG,A.2.2.M,,,,3
Kantonsspital Baden AG,A.2.3.M,0.056,0.046,1.2,18
Kantonsspital Baden AG,A.2.4.M,0.109,0.07,1.6,183
Kantonsspital Baden AG,A.2.5.M,0.159,0.121,1.3,145
Kantonsspital Baden AG,A.2.6.P,0.511,0.525,,67
Kantonsspital Baden AG,A.3 Herzkatheter, , , , 
Kantonsspital Baden AG,A.3.1.F,,,,248
Kantonsspital Baden AG,A.3.2.M,0,0.038,0,33
Kantonsspital Baden AG,A.3.4.M,0,0.014,0,166
Kantonsspital Baden AG,A.3.5.M,0,0.01,0,40
Kantonsspital Baden AG,A.3.5.P,0.186,0.384,,40
Kantonsspital Baden AG,A.3.6.F,,,,0
Kantonsspital Baden AG,A.4 Herzrhythmusstˆrungen, , , , 
Kantonsspital Baden AG,A.4.1.F,,,,202
Kantonsspital Baden AG,A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Kantonsspital Baden AG,A.5.1.F,,,,113
Kantonsspital Baden AG,A.5.2.F,,,,2
Kantonsspital Baden AG,A.6 Ablative Therapie, , , , 
Kantonsspital Baden AG,A.6.1.F,,,,1
Kantonsspital Baden AG,A.6.2.F,,,,0
Kantonsspital Baden AG,A.7 Operationen am Herzen, , , , 
Kantonsspital Baden AG,A.7.1.F,,,,0
Kantonsspital Baden AG,A.7.2.F,,,,0
Kantonsspital Baden AG,A.7.3.F,,,,0
Kantonsspital Baden AG,A.7.4.F,,,,0
Kantonsspital Baden AG,A.7.5.F,,,,0
Kantonsspital Baden AG,A.7.6.F,,,,0
Kantonsspital Baden AG,A.7.7.M,,,,0
Kantonsspital Baden AG,A.7.8.M,,,,0
Kantonsspital Baden AG,A.7.9.M,,,,0
Kantonsspital Baden AG,A.7.10.M,,,,0
Kantonsspital Baden AG,A.7.11.M,,,,0
Kantonsspital Baden AG,A.7.12.M,,,,0
Kantonsspital Baden AG,A.7.13.M,,,,0
Kantonsspital Baden AG,A.7.14.M,,,,0
Kantonsspital Baden AG,A.7.15.M,,,,0
Kantonsspital Baden AG,A.7.16.M,,,,0
Kantonsspital Baden AG,A.7.17.M,,,,0
Kantonsspital Baden AG,A.7.18.P,,,,0
Kantonsspital Baden AG,A.7.19.M,,,,0
Kantonsspital Baden AG,A.7.20.M,,,,0
Kantonsspital Baden AG,A.7.21.P,,,,0
Kantonsspital Baden AG,A.7.22.P,,,,-
Kantonsspital Baden AG,B.1 Schlaganfall, , , , 
Kantonsspital Baden AG,B.1.1.M,0.062,0.095,0.7,289
Kantonsspital Baden AG,B.1.2.M,,,,7
Kantonsspital Baden AG,B.1.3.M,0,0.043,0,66
Kantonsspital Baden AG,B.1.4.M,0.058,0.087,0.7,156
Kantonsspital Baden AG,B.1.5.M,0.133,0.177,0.8,60
Kantonsspital Baden AG,B.1.6.P,0,0.288,,0
Kantonsspital Baden AG,B.1.7.M,0.041,0.06,0.7,244
Kantonsspital Baden AG,B.1.8.M,0.038,0.06,0.6,234
Kantonsspital Baden AG,B.1.9.M,0,0.098,0,13
Kantonsspital Baden AG,B.1.9.P,0.053,0.082,,13
Kantonsspital Baden AG,B.1.10.M,0.233,0.297,0.8,30
Kantonsspital Baden AG,B.1.11.M,0,0.128,0,10
Kantonsspital Baden AG,B.1.12.M,,,,5
Kantonsspital Baden AG,B.1.12.P,,,,5
Kantonsspital Baden AG,B.1.13.M,0.1,0.053,1.9,10
Kantonsspital Baden AG,B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Kantonsspital Baden AG,B.2.1.M,0,0.004,0,86
Kantonsspital Baden AG,B.2.2.P,0,0.173,,0
Kantonsspital Baden AG,C Geriatrische Fr¸hrehablitation, , , , 
Kantonsspital Baden AG,C.1 Geriatrische Fr¸hrehabilitation, , , , 
Kantonsspital Baden AG,C.1.1.F,,,,2
Kantonsspital Baden AG,C.1.2.P,0,0.683,,0
Kantonsspital Baden AG,C.1.3.S,,,,0
Kantonsspital Baden AG,D Erkrankungen der Lunge, , , , 
Kantonsspital Baden AG,D.1 Lungenentz¸ndung (Pneumonie), , , , 
Kantonsspital Baden AG,D.1.1.M,0.053,0.044,1.2,320
Kantonsspital Baden AG,D.1.2.M,0,0,,47
Kantonsspital Baden AG,D.1.3.M,0,0.004,0,28
Kantonsspital Baden AG,D.1.4.M,0.048,0.021,2.3,42
Kantonsspital Baden AG,D.1.5.M,0.083,0.052,1.6,145
Kantonsspital Baden AG,D.1.6.M,0.052,0.097,0.5,58
Kantonsspital Baden AG,D.1.7.M,0,0,,37
Kantonsspital Baden AG,D.1.8.M,0.045,0.038,1.2,223
Kantonsspital Baden AG,D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Kantonsspital Baden AG,D.2.1.M,0.011,0.043,0.2,94
Kantonsspital Baden AG,D.2.2.M,0.04,0.062,0.6,25
Kantonsspital Baden AG,D.2.3.M,0,0.03,0,30
Kantonsspital Baden AG,D.2.4.M,0,0.025,0,21
Kantonsspital Baden AG,D.2.5.M,,,,3
Kantonsspital Baden AG,D.2.6.M,0,0.049,0,15
Kantonsspital Baden AG,D.2.6.P,0.16,0.241,,15
Kantonsspital Baden AG,D.3 Lungenkrebs, , , , 
Kantonsspital Baden AG,D.3.1.F,,,,143
Kantonsspital Baden AG,D.4 Operationen an der Lunge, , , , 
Kantonsspital Baden AG,D.4.1.M,0.091,0.022,4.1,22
Kantonsspital Baden AG,D.4.2.M,,,,0
Kantonsspital Baden AG,D.4.2.P,0,0.069,,0
Kantonsspital Baden AG,D.4.3.M,,,,3
Kantonsspital Baden AG,D.4.4.P,0,0.048,,0
Kantonsspital Baden AG,D.4.5.M,,,,6
Kantonsspital Baden AG,E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Kantonsspital Baden AG,E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Kantonsspital Baden AG,E.1.1.M,0.006,0.002,2.6,321
Kantonsspital Baden AG,E.1.2.P,0.913,0.95,,293
Kantonsspital Baden AG,E.2 Hernienoperationen, , , , 
Kantonsspital Baden AG,E.2.1.M,0,0.001,0,461
Kantonsspital Baden AG,E.2.2.M,,,,9
Kantonsspital Baden AG,E.2.3.P,,,,5
Kantonsspital Baden AG,E.2.4.P,0.963,0.939,,339
Kantonsspital Baden AG,E.3 Eingriffe an der Schilddr¸se, , , , 
Kantonsspital Baden AG,E.3.1.F,,,,70
Kantonsspital Baden AG,E.3.2.P,0,0.007,,0
Kantonsspital Baden AG,E.3.3.F,,,,92
Kantonsspital Baden AG,E.4 Erkrankungen von Dickdarm und Enddarm (kolorektale Operationen), , , , 
Kantonsspital Baden AG,E.4.1.M,0.026,0.05,0.5,229
Kantonsspital Baden AG,E.4.2.M,0.021,0.035,0.6,47
Kantonsspital Baden AG,E.4.3.M,0.077,0.124,0.6,13
Kantonsspital Baden AG,E.4.4.M,0.053,0.017,3.2,38
Kantonsspital Baden AG,E.4.5.M,0,0.005,0,44
