institution;indicator;taux observE 2008;taux attendu 2008;SMR 2008;nombre de cas 2008;taux observE 2009;taux attendu 2009;SMR 2009;nombre de cas 2009
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1 Accident vasculaire cErEbral (attaque cErEbrale); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.1.M DP díaccident vasculaire cErEbral toutes les formes (‚ge >19) mortalitE;0.132;0.131;1;288;0.127;0.115;1.1;275
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.2.M DP díaccident vasculaire cErEbral toutes les formes ‚ge 20-44 mortalitE;NaN;NaN;NaN;<10;0;0.037;0;11
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.3.M DP díaccident vasculaire cErEbral toutes les formes ‚ge 45-64 mortalitE;0.076;0.068;1.1;66;0.059;0.061;1;68
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.4.M DP díaccident vasculaire cErEbral toutes les formes ‚ge 65-84 mortalitE;0.13;0.127;1;161;0.127;0.116;1.1;158
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.5.M DP díaccident vasculaire cErEbral toutes les formes ‚ge >84 mortalitE;0.208;0.237;0.9;53;0.289;0.228;1.3;38
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.6.P DP d'accident vasculaire cErEbral (‚ge >19) avec traitement en unitE cErEbro≠vasculaire pourcentage;...;...;NaN;...;0;0.079;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.7.M Infarctus cErEbral (CIM≠10 I63 ‚ge >19) mortalitE;0.084;0.083;1;202;0.071;0.073;1;197
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.8.M Infarctus cErEbral (CIM≠10 I63 ‚ge >19) admissions directes mortalitE;0.086;0.083;1;198;0.075;0.069;1.1;186
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.9.P Infarctus cErEbral (CIM≠10 I63 ‚ge >19) avec thrombolyse systEmique pourcentage;0.114;0.078;NaN;23;0.188;0.076;NaN;37
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.9.M Infarctus cErEbral (CIM≠10 I63 ‚ge >19) avec thrombolyse systEmique mortalitE;0.087;0.072;1.2;23;0.054;0.105;0.5;37
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.10.M HEmorragie intracErEbrale (CIM≠10 I61 ‚ge >19) mortalitE;0.341;0.327;1;44;0.404;0.283;1.4;47
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.11.M HEmorragie sous≠arachnoÔdienne (CIM≠10 I60 ‚ge >19) mortalitE;0.125;0.157;0.8;16;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.12.P Accident vasculaire cErEbral sans prEcision (CIM≠10 I64 ‚ge >19) pourcentage;0.09;0.157;NaN;26;0.084;0.138;NaN;23
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.1.12.M Accident vasculaire cErEbral sans prEcision (CIM≠10 I64 ‚ge >19) mortalitE;0.154;0.139;1.1;26;0.087;0.11;0.8;23
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.2 Accident ischEmique transitoire (AIT); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.2.1.M AIT mortalitE;0;0.003;0;116;0;0.001;0;104
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;B.2.2.P AIT avec traitement en unitE cErEbro≠vasculaire pourcentage;...;...;NaN;...;0;0.005;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;C REEducation gEriatrique prEcoce; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;C.1 REEducation gEriatrique prEcoce; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;C.1.1.F REEducation gEriatrique prEcoce;NaN;NaN;NaN;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D Maladies pulmonaires; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1 Pneumonie; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1.1.M DP de pneumonie mortalitE;0.045;0.064;0.7;446;0.042;0.06;0.7;473
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1.2.M DP de pneumonie ‚ge <20 mortalitE;0;0.004;0;37;0;0.002;0;41
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1.3.M DP de pneumonie ‚ge 20-44 mortalitE;0;0.011;0;33;0.021;0.004;5.3;48
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1.4.M DP de pneumonie ‚ge 45-64 mortalitE;0.023;0.042;0.6;86;0.024;0.038;0.6;84
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1.5.M DP de pneumonie ‚ge 65-84 mortalitE;0.07;0.07;1;213;0.052;0.07;0.7;213
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1.6.M DP de pneumonie ‚ge >84 mortalitE;0.039;0.122;0.3;77;0.069;0.118;0.6;87
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1.7.M DP de pneumonie ‚ge 1-19 sans tumeur ni mucoviscidose admissions directes mortalitE;0;0.004;0;33;0;0.002;0;35
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.1.8.M DP de pneumonie ‚ge >19 sans tumeur ni mucoviscidose admissions directes mortalitE;0.036;0.055;0.7;362;0.039;0.053;0.7;380
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.2 Broncho-pneumopathie chronique obstructive (BPCO); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.2.1.M BPCO (‚ge >19) mortalitE;0;0.036;0;97;0.022;0.032;0.7;135
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.2.2.M BPCO (‚ge >19) avec VEF1 <35 % mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.2.3.M BPCO (‚ge >19) avec VEF1 35-49 % mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.2.4.M BPCO (‚ge >19) avec VEF1 50-69 % mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.2.5.M BPCO (‚ge >19) avec VEF1 >69% mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.2.6.P BPCO (‚ge >19) avec VEF1 non prEcisE pourcentage;...;...;NaN;...;0;0.335;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.2.6.M BPCO (‚ge >19) avec VEF1 non prEcisE mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.3 Cancer du poumon (carcinome bronchique); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.3.1.F Hospitalisations en cas de cancer du poumon;NaN;NaN;NaN;262;NaN;NaN;NaN;288
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.4 OpErations du poumon; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.4.1.M Total des rEsections pulmonaires ou bronchiques majeures mortalitE;0.017;0.027;0.6;60;0;0.023;0;49
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.4.2.P Pneumonectomie en cas de carcinome bronchique pourcentage;NaN;NaN;NaN;<10;0;0.091;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.4.2.M Pneumonectomie en cas de carcinome bronchique mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;D.4.3.M REsections pulmonaires partielles en cas de carcinome bronchique mortalitE;0;0.033;0;31;0;0.023;0;22
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.1 Ablation de la vEsicule biliaire (cholEcystectomie); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.1.1.M CholEcystectomie en cas de calculs biliaires et cholEcystite sans tumeur mortalitE;0;0.004;0;245;0;0.003;0;240
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.1.2.P Laparoscopie avec cholEcystectomie en cas de calculs biliaires et cholEcystite sans tumeur pourcentage;0.918;0.92;NaN;225;0.95;0.931;NaN;228
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.2 REparations de hernie; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.2.1.M Herniotomie sans OP de l'intestin mortalitE;0.006;0.001;4.3;321;0;0.001;0;356
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.2.2.M Herniotomie avec OP de l'intestin mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.3 OpErations de la thyroÔde; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.3.1.F REsections thyroÔdiennes;NaN;NaN;NaN;22;NaN;NaN;NaN;27
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.3.2.P Cas de respiration artificielle >95 h en cas de rEsections thyroÔdiennes pourcentage;0;0.002;NaN;0;0;0.003;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.3.3.F RadiothErapie par iode radioactif;NaN;NaN;NaN;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.1.M Total des rEsections colorectales mortalitE;0.058;0.047;1.3;154;0.047;0.06;0.8;172
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.2.M REsections du cÙlon pour cancer colorectal sans diagnostic compliquant mortalitE;0.05;0.031;1.6;40;0.055;0.049;1.1;55
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.3.M REsections du cÙlon pour cancer colorectal avec diagnostic compliquant mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.4.M REsections du rectum pour cancer colorectal mortalitE;0.062;0.026;2.4;16;0.083;0.034;2.5;24
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.5.M REsections colorectales pour diverticule sans abcËs/perforation mortalitE;0;0;0;21;0;0.001;0;24
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.6.M REsections colorectales pour diverticule avec abcËs/perforation mortalitE;0.067;0.068;1;15;0;0.112;0;18
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.7.M REsections colorectales pour ischEmie intestinale mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.8.F REsections du cÙlon pour autre diagnostic;NaN;NaN;NaN;50;NaN;NaN;NaN;44
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.9.F Interventions colorectales locales pour cancer colorectal;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.4.10.F Interventions colorectales locales affection autre que cancer colorectal;NaN;NaN;NaN;109;NaN;NaN;NaN;73
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.5 OpErations de l'estomac; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.5.1.F Total des gastrectomies;NaN;NaN;NaN;25;NaN;NaN;NaN;24
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.5.2.M Gastrectomies (sans opEration de l'úsophage) en cas de cancer de l'estomac mortalitE;0.2;0.064;3.1;10;0.071;0.041;1.7;14
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.5.3.M Gastrectomies avec opEration complexe de l'úsophage mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.6 OpErations de líúsophage; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.6.1.M Interventions complexes de líúsophage mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.7 OpErations du pancrEas; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;E.7.1.M Total des rEsections du pancrEas (sans transplantation ‚ge >19) mortalitE;0.059;0.061;1;17;0.043;0.085;0.5;23
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F OpErations de vaisseaux; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.1 OpErations des vaisseaux extra≠cr‚niens; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.1.1.M OP des vaisseaux extra≠cr‚niens mortalitE;0;0.005;0;11;0.038;0.012;3.3;26
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.1.2.M Implantation percutanEe de stents dans des vaisseaux extra≠cr‚niens mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.1.3.F Autres OP des vaisseaux extra≠cr‚niens en cas d'OP du cúur ou de l'aorte;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.2.1.F Total des OP de l'aorte;NaN;NaN;NaN;32;NaN;NaN;NaN;22
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.2.2.M OP abdominale ‡ ciel ouvert en cas d'anEvrisme de l'aorte sans rupture mortalitE;0.04;0.03;1.3;25;0;0.048;0;21
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.2.3.M OP abdominale endovasculaire en cas d'anEvrisme de l'aorte sans rupture mortalitE;NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.2.4.F OP en cas d'anEvrisme de l'aorte thoracique ou thoraco≠abdominale (sans valve aortique);NaN;NaN;NaN;0;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.2.5.M AnEvrisme de l'aorte avec rupture mortalitE;0.5;0.408;1.2;12;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3 OpErations des artËres du bassin et des jambes; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.1.F Total des OP des artËres du bassin/des jambes;NaN;NaN;NaN;58;NaN;NaN;NaN;50
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.2.M OP des artËres du bassin/des jambes en cas de claudication mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.3.M OP des artËres du bassin/des jambes en cas de douleurs au repos mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.4.M OP des artËres du bassin/des jambes en cas d'ulcEration ou de gangrËne mortalitE;...;...;...;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.5.M OP des artËres du bassin/des jambes en cas d'embolie/de thrombose des artËres mortalitE;0.038;0.048;0.8;26;0;0.052;0;19
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.6.M OP des artËres du bassin/des jambes en cas de complications dues ‡ des prothËses/implants mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.7.M OP des artËres du bassin/des jambes en cas d'anEvrisme/de dissection mortalitE;0.1;0.006;16.5;10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.8.F OP des artËres du bassin/des jambes combinEe ‡ une OP de l'aorte;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.3.9.F OP des artËres du bassin/des jambes en cas d'autre diagnostic complexe;NaN;NaN;NaN;16;NaN;NaN;NaN;22
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.4 Amputations; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.4.1.M Amputation non traumatique au niveau du pied mortalitE;0;0.022;0;35;0.029;0.028;1;34
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;F.4.2.M Amputation non traumatique de membre infErieur mortalitE;0.118;0.13;0.9;17;0.2;0.129;1.6;20
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G GynEcologie et obstEtrique; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.1 Accouchements; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.1.1.F Accouchements hospitaliers;NaN;NaN;NaN;1'589;NaN;NaN;NaN;1'557
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.1.1.P Accouchements hospitaliers contribuant au dEcËs de la mËre poucentage;0;0;NaN;0;0;0;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.1.2.P Accouchements par voie vaginale avec rupture pErinEale du 3Ëme et 4Ëme degrE pourcentage;0.019;0.028;NaN;23;0.019;0.029;NaN;22
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.1.3.P Accouchements par voie vaginale avec Episiotomie pourcentage;0.331;0.291;NaN;395;0.322;0.289;NaN;370
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.1.4.P CEsariennes pourcentage;0.248;0.328;NaN;394;0.262;0.325;NaN;408
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2 Nouveau≠nEs; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.1.F Nouveau≠nEs <1250 g;NaN;NaN;NaN;...;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.2.F Nouveau≠nEs <1250 g transfErE díun autre hÙpital;NaN;NaN;NaN;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.3.F Nouveau≠nEs <500 g;NaN;NaN;NaN;...;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.4.F Nouveau≠nEs 500-749 g;NaN;NaN;NaN;...;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.5.F Nouveau≠nEs 750-999 g;NaN;NaN;NaN;...;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.6.F Nouveau≠nEs 1000-1249 g;NaN;NaN;NaN;...;NaN;NaN;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.7.F Nouveau≠nEs 1250-1499 g;NaN;NaN;NaN;...;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.8.F Nouveau≠nEs 1500-2499 g;NaN;NaN;NaN;...;NaN;NaN;NaN;123
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.2.9.F Nouveau≠nEs >2499 g ou sans indication de poids;NaN;NaN;NaN;...;NaN;NaN;NaN;1'488
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.3 Ablation de líutErus pour affections bEnignes (hystErectomie); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.3.1.M HystErectomie pour affections bEnignes mortalitE;0;0;NaN;120;0;0.001;0;112
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.3.2.P HystErectomies laparoscopiques/vaginales sans plastie pourcentage;0.531;0.707;NaN;60;0.529;0.73;NaN;54
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.4 Cancer du sein; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.4.1.F Traitements hospitaliers en cas de cancer du sein;NaN;NaN;NaN;142;NaN;NaN;NaN;269
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.5 Interventions du sein; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.5.1.F Total des interventions du sein (rEsections et plasties mammaires);NaN;NaN;NaN;206;NaN;NaN;NaN;245
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.5.2.F REsections mammaires en cas de cancer du sein;NaN;NaN;NaN;111;NaN;NaN;NaN;174
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;G.5.3.P REsections partielles en cas de cancer du sein pourcentage;0.73;0.647;NaN;81;0.684;0.674;NaN;119
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H Maladies des voies urinaires et des organes gEnitaux masculins; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle); ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.1.1.M NEphrectomie totale mortalitE;0;0.014;0;27;0.083;0.027;3;24
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.1.2.P OP laparoscopique en cas de nEphrectomie totale pourcentage;NaN;NaN;NaN;<10;0;0.212;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.1.3.P NEphrectomie partielle pourcentage;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.1.3.M NEphrectomie partielle mortalitE;NaN;NaN;NaN;<10;NaN;NaN;NaN;<10
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.1.4.P OP laparoscopique en cas de nEphrectomie partielle pourcentage;0;0.16;NaN;0;0;0.169;NaN;0
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.2 Calculs rEnaux; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.2.1.F DP calculs rEnaux;NaN;NaN;NaN;238;NaN;NaN;NaN;281
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.2.2.P Intervention pour extraction des calculs en cas de DP calculs rEnaux pourcentage;0.454;0.43;NaN;108;0.445;0.434;NaN;125
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.3 OpErations de la vessie; ; ; ; ; ; ; ; 
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.3.1.F DP tumeur maligne de la vessie;NaN;NaN;NaN;125;NaN;NaN;NaN;143
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.3.2.F Total des RTU de vessie;NaN;NaN;NaN;124;NaN;NaN;NaN;137
HÙpital du Valais ≠ Centre Hospitalier du Centre du Valais (CHCVs) Soins aigus;H.3.3.F RTU de vessie en cas de tumeur maligne;NaN;NaN;NaN;102;NaN;NaN;NaN;115
