hospital_indicator,observed_rate_2009,expected_rate_2009,SMR_2009,number_of_cases_2009
Universitätsspital Basel J.2 Sepsis, , , , 
Universitätsspital Basel J.2.1.M,0.127,0.175,0.7,479
Institution Indikator,beobachtete Rate 2009,erwartete Rate 2009,SMR 2009,Fallzahl 2009
Luzerner Kantonsspital A Erkrankungen des Herzens, , , , 
Luzerner Kantonsspital A.1 Herzinfarkt, , , , 
Luzerner Kantonsspital A.1.1.M,0.1,0.065,1.5,409
Luzerner Kantonsspital A.1.2.M,0,0.006,0,15
Luzerner Kantonsspital A.1.3.M,0.038,0.022,1.7,160
Luzerner Kantonsspital A.1.4.M,0.128,0.075,1.7,196
Luzerner Kantonsspital A.1.5.M,0.263,0.223,1.2,38
Luzerner Kantonsspital A.1.6.P,0.763,0.522,,312
Luzerner Kantonsspital A.1.7.M,0.098,0.095,1,379
Luzerner Kantonsspital A.1.8.M,0.174,0.031,5.7,23
Luzerner Kantonsspital A.1.9.P,0.091,0.065,,37
Luzerner Kantonsspital A.1.10.M,0.078,0.059,1.3,205
Luzerner Kantonsspital A.1.11.M,0.03,0.047,0.6,165
Luzerner Kantonsspital A.2 Herzinsuffizienz, , , , 
Luzerner Kantonsspital A.2.1.M,0.099,0.084,1.2,506
Luzerner Kantonsspital A.2.2.M,,,,<10
Luzerner Kantonsspital A.2.3.M,0.018,0.026,0.7,55
Luzerner Kantonsspital A.2.4.M,0.118,0.073,1.6,289
Luzerner Kantonsspital A.2.5.M,0.096,0.128,0.7,157
Luzerner Kantonsspital A.3 Linksherzkatheter (LHK), , , , 
Luzerner Kantonsspital A.3.1.F,,,,1'365
Luzerner Kantonsspital A.3.2.M,0.035,0.029,1.2,289
Luzerner Kantonsspital A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t,0.222,0.106,2.1,45
Luzerner Kantonsspital A.3.4.M,0.012,0.005,2.7,984
Luzerner Kantonsspital A.3.5.P,0.461,0.377,,454
Luzerner Kantonsspital A.3.6.F,,,,<10
Luzerner Kantonsspital A.4 Herzrhythmusstˆrungen, , , , 
Luzerner Kantonsspital A.4.1.F,,,,394
Luzerner Kantonsspital A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Luzerner Kantonsspital A.5.1.F,,,,182
Luzerner Kantonsspital A.5.2.F,,,,34
Luzerner Kantonsspital A.6 Ablative Therapie, , , , 
Luzerner Kantonsspital A.6.1.F,,,,155
Luzerner Kantonsspital A.6.2.F,,,,12
Luzerner Kantonsspital A.7 Operationen am Herzen, , , , 
Luzerner Kantonsspital A.7.1.F,,,,269
Luzerner Kantonsspital A.7.2.F,,,,155
Luzerner Kantonsspital A.7.3.F,,,,131
Luzerner Kantonsspital A.7.4.F,,,,30
Luzerner Kantonsspital A.7.5.F,,,,44
Luzerner Kantonsspital A.7.6.F,,,,0
Luzerner Kantonsspital A.7.7.M,0.015,0.025,0.6,66
Luzerner Kantonsspital A.7.11.M,0.111,0.066,1.7,18
Luzerner Kantonsspital A.7.12.M,0.062,0.02,3.2,80
Luzerner Kantonsspital A.7.13.M,,,,<10
Luzerner Kantonsspital A.7.14.M,0,0.004,0,14
Luzerner Kantonsspital A.7.15.M,0.043,0.014,3.1,23
Luzerner Kantonsspital A.7.16.M,0.1,0.026,3.9,30
Luzerner Kantonsspital A.7.17.M,,,,<10
Luzerner Kantonsspital A.7.18.P,,,,<10
Luzerner Kantonsspital B.1 Schlaganfall, , , , 
Luzerner Kantonsspital B.1.1.M,0.101,0.115,0.9,465
Luzerner Kantonsspital B.1.2.M,0.053,0.038,1.4,19
Luzerner Kantonsspital B.1.3.M,0.034,0.065,0.5,117
Luzerner Kantonsspital B.1.4.M,0.11,0.114,1,263
Luzerner Kantonsspital B.1.5.M,0.197,0.233,0.8,66
Luzerner Kantonsspital B.1.6.P,,,,<10
Luzerner Kantonsspital B.1.7.M,0.061,0.073,0.8,264
Luzerner Kantonsspital B.1.8.M,0.059,0.069,0.9,238
Luzerner Kantonsspital B.1.9.P,0.08,0.076,,21
Luzerner Kantonsspital B.1.9.M,0.048,0.096,0.5,21
Luzerner Kantonsspital B.1.10.M,0.203,0.269,0.8,79
Luzerner Kantonsspital B.1.11.M,0.111,0.152,0.7,36
Luzerner Kantonsspital B.1.12.P,0.185,0.138,,86
Luzerner Kantonsspital B.1.12.M,0.128,0.114,1.1,86
Luzerner Kantonsspital B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Luzerner Kantonsspital B.2.1.M,0,0.001,0,131
Luzerner Kantonsspital B.2.2.P,0,0.005,,0
Luzerner Kantonsspital C Geriatrische Fr¸hrehablitation, , , , 
Luzerner Kantonsspital C.1 Geriatrische Fr¸hrehabilitation, , , , 
Luzerner Kantonsspital C.1.1.F,,,,<10
Luzerner Kantonsspital D Erkrankungen der Lunge, , , , 
Luzerner Kantonsspital D.1 Lungenentz¸ndung (Pneumonie), , , , 
Luzerner Kantonsspital D.1.1.M,0.091,0.055,1.7,517
Luzerner Kantonsspital D.1.2.M,0,0.003,0,63
Luzerner Kantonsspital D.1.3.M,0,0.007,0,49
Luzerner Kantonsspital D.1.4.M,0.082,0.032,2.6,110
Luzerner Kantonsspital D.1.5.M,0.115,0.071,1.6,227
Luzerner Kantonsspital D.1.6.M,0.176,0.122,1.4,68
Luzerner Kantonsspital D.1.7.M,0,0.003,0,49
Luzerner Kantonsspital D.1.8.M,0.079,0.05,1.6,379
Luzerner Kantonsspital D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Luzerner Kantonsspital D.2.1.M,0.053,0.042,1.3,188
Luzerner Kantonsspital D.2.2.M,0.054,0.069,0.8,37
Luzerner Kantonsspital D.2.3.M,0.028,0.021,1.3,36
Luzerner Kantonsspital D.2.4.M,0,0.021,0,32
Luzerner Kantonsspital D.2.5.M,,,,<10
Luzerner Kantonsspital D.2.6.P,0.394,0.335,,74
Luzerner Kantonsspital D.2.6.M,0.095,0.057,1.7,74
Luzerner Kantonsspital D.3 Lungenkrebs, , , , 
Luzerner Kantonsspital D.3.1.F,,,,338
Luzerner Kantonsspital D.4 Operationen an der Lunge, , , , 
Luzerner Kantonsspital D.4.1.M,0,0.022,0,58
Luzerner Kantonsspital D.4.2.P,0,0.091,,0
Luzerner Kantonsspital D.4.2.M,,,,0
Luzerner Kantonsspital D.4.3.M,0,0.025,0,26
Luzerner Kantonsspital E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Luzerner Kantonsspital E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Luzerner Kantonsspital E.1.1.M,0.008,0.004,2.3,364
Luzerner Kantonsspital E.1.2.P,0.909,0.931,,331
Luzerner Kantonsspital E.2 Hernienoperationen, , , , 
Luzerner Kantonsspital E.2.1.M,0,0.002,0,529
Luzerner Kantonsspital E.2.2.M,,,,<10
Luzerner Kantonsspital E.3 Eingriffe an der Schilddr¸se, , , , 
Luzerner Kantonsspital E.3.1.F,,,,178
Luzerner Kantonsspital E.3.2.P,0,0.003,,0
Luzerner Kantonsspital E.3.3.F,,,,0
Luzerner Kantonsspital E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen), , , , 
Luzerner Kantonsspital E.4.1.M,0.07,0.045,1.6,315
Luzerner Kantonsspital E.4.2.M,0.016,0.033,0.5,61
Luzerner Kantonsspital E.4.3.M,0.364,0.16,2.3,11
Luzerner Kantonsspital E.4.4.M,0.02,0.022,0.9,51
Luzerner Kantonsspital E.4.5.M,0,0.009,0,62
Luzerner Kantonsspital E.4.6.M,0.108,0.06,1.8,37
Luzerner Kantonsspital E.4.7.M,,,,<10
Luzerner Kantonsspital E.4.8.F,,,,88
Luzerner Kantonsspital E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom,,,,<10
Luzerner Kantonsspital E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom,,,,72
Luzerner Kantonsspital E.5 Operationen am Magen, , , , 
Luzerner Kantonsspital E.5.1.F,,,,29
Luzerner Kantonsspital E.5.2.M,0.059,0.032,1.8,17
Luzerner Kantonsspital E.5.3.M,,,,0
Luzerner Kantonsspital E.6 Operationen am ÷sophagus, , , , 
Luzerner Kantonsspital E.6.1.M,,,,<10
Luzerner Kantonsspital E.7 Operationen am Pankreas, , , , 
Luzerner Kantonsspital E.7.1.M,0,0.06,0,19
Luzerner Kantonsspital F Operationen an Gef‰ssen, , , , 
Luzerner Kantonsspital F.1 Extrakranielle Gef‰ssoperationen, , , , 
Luzerner Kantonsspital F.1.1.M,0,0.008,0,42
Luzerner Kantonsspital F.1.2.M,0,0.02,0,26
Luzerner Kantonsspital F.1.3.F,,,,0
Luzerner Kantonsspital F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma), , , , 
Luzerner Kantonsspital F.2.1.F,,,,24
Luzerner Kantonsspital F.2.2.M,,,,<10
Luzerner Kantonsspital F.2.3.M,,,,<10
Luzerner Kantonsspital F.2.4.F,,,,<10
Luzerner Kantonsspital F.2.5.M,0.429,0.425,1,21
Luzerner Kantonsspital F.3 Operationen an Becken≠/Beinarterien, , , , 
Luzerner Kantonsspital F.3.1.F,,,,99
Luzerner Kantonsspital F.3.2.M,0,0.014,0,15
Luzerner Kantonsspital F.3.3.M,,,,<10
Luzerner Kantonsspital F.3.4.M,,,,<10
Luzerner Kantonsspital F.3.5.M,0,0.044,0,20
Luzerner Kantonsspital F.3.6.M,,,,<10
Luzerner Kantonsspital F.3.7.M,0,0.045,0,16
Luzerner Kantonsspital F.3.8.F,,,,<10
Luzerner Kantonsspital F.3.9.F,,,,23
Luzerner Kantonsspital F.4 Amputationen, , , , 
Luzerner Kantonsspital F.4.1.M,0.05,0.035,1.4,100
Luzerner Kantonsspital F.4.2.M,0.231,0.134,1.7,13
Luzerner Kantonsspital G Geburtshilfe und Frauenheilkunde, , , , 
Luzerner Kantonsspital G.1 Geburten, , , , 
Luzerner Kantonsspital G.1.1.F,,,,2'942
Luzerner Kantonsspital G.1.1.P,0,0,,0
Luzerner Kantonsspital G.1.2.P,0.034,0.029,,66
Luzerner Kantonsspital G.1.3.P,0.283,0.289,,555
Luzerner Kantonsspital G.1.4.P,0.334,0.325,,982
Luzerner Kantonsspital G.2 Neugeborene, , , , 
Luzerner Kantonsspital G.2.1.F,,,,50
Luzerner Kantonsspital G.2.2.F,,,,<10
Luzerner Kantonsspital G.2.3.F,,,,<10
Luzerner Kantonsspital G.2.4.F,,,,21
Luzerner Kantonsspital G.2.5.F,,,,<10
Luzerner Kantonsspital G.2.6.F,,,,12
Luzerner Kantonsspital G.2.7.F,,,,13
Luzerner Kantonsspital G.2.8.F,,,,248
Luzerner Kantonsspital G.2.9.F,,,,2'925
Luzerner Kantonsspital G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Luzerner Kantonsspital G.3.1.M,0,0.001,0,323
Luzerner Kantonsspital G.3.2.P,0.748,0.73,,240
Luzerner Kantonsspital G.4 Brustkrebs, , , , 
Luzerner Kantonsspital G.4.1.F,,,,478
Luzerner Kantonsspital G.5 Eingriffe an der Brust, , , , 
Luzerner Kantonsspital G.5.1.F,,,,379
Luzerner Kantonsspital G.5.2.F,,,,241
Luzerner Kantonsspital G.5.3.P,0.606,0.674,,146
Luzerner Kantonsspital H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Luzerner Kantonsspital H.1 Entfernung der Niere (Nephrektomie), , , , 
Luzerner Kantonsspital H.1.1.M,0.054,0.02,2.7,37
Luzerner Kantonsspital H.1.2.P,0.297,0.212,,11
Luzerner Kantonsspital H.1.3.P Anteil partielle Nephrektomie,0.362,0.258,,21
Luzerner Kantonsspital H.1.3.M,0.048,0.007,6.8,21
Luzerner Kantonsspital H.1.4.P,,,,<10
Luzerner Kantonsspital H.2 Nierensteine, , , , 
Luzerner Kantonsspital H.2.1.F,,,,276
Luzerner Kantonsspital H.2.2.P,0.467,0.434,,129
Luzerner Kantonsspital H.3 Eingriffe an der Harnblase, , , , 
Luzerner Kantonsspital H.3.1.F,,,,154
Luzerner Kantonsspital H.3.2.F,,,,153
Luzerner Kantonsspital H.3.3.F,,,,106
Luzerner Kantonsspital H.3.4.P,0.17,0.04,,18
Luzerner Kantonsspital H.3.5.M,0.083,0.024,3.5,12
Luzerner Kantonsspital H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Luzerner Kantonsspital H.4.1.M,0,0.003,0,203
Luzerner Kantonsspital H.5 Prostatakarzinom, , , , 
Luzerner Kantonsspital H.5.1.F,,,,374
Luzerner Kantonsspital H.5.2.M,0.014,0.002,6.2,74
Luzerner Kantonsspital I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
Luzerner Kantonsspital I.1 Gelenkersatz Totalendoprothese (TEP), , , , 
Luzerner Kantonsspital I.1.1.M,0.004,0.001,3.9,464
Luzerner Kantonsspital I.1.2.M,0.018,0.009,2.1,55
Luzerner Kantonsspital I.1.3.M,0.003,0.001,3.1,344
Luzerner Kantonsspital I.1.4.M,0,0.006,0,18
Luzerner Kantonsspital I.1.5.M,,,,0
Luzerner Kantonsspital I.2 Operationen an der Wirbels‰ule, , , , 
Luzerner Kantonsspital I.2.1.F,,,,312
Luzerner Kantonsspital I.2.2.M,0,0,0,116
Luzerner Kantonsspital I.3 H¸ftgelenknahe Frakturen, , , , 
Luzerner Kantonsspital I.3.1.M,0.086,0.048,1.8,151
Luzerner Kantonsspital I.3.2.M,0,0.008,0,13
Luzerner Kantonsspital I.3.3.M,0,0.015,0,10
Luzerner Kantonsspital I.3.4.M,0.071,0.03,2.4,28
Luzerner Kantonsspital I.3.5.M,0,0.041,0,34
Luzerner Kantonsspital I.3.6.M,0.135,0.06,2.3,37
Luzerner Kantonsspital I.3.7.M,0.207,0.085,2.4,29
Luzerner Kantonsspital I.3.8.M,0.079,0.04,2,139
Luzerner Kantonsspital J Komplexe heterogene Krankheitsbilder (Tracer f¸r Peer Review), , , , 
Luzerner Kantonsspital J.1 Beatmung, , , , 
Luzerner Kantonsspital J.1.1.M,0.371,0.277,1.3,132
Luzerner Kantonsspital J.2 Sepsis, , , , 
Luzerner Kantonsspital J.2.1.M,0.211,0.166,1.3,251
Institution Indikator,beobachtete Rate 2009,erwartete Rate 2009,SMR 2009,Fallzahl 2009
Kantonsspital St. Gallen A Erkrankungen des Herzens, , , , 
Kantonsspital St. Gallen A.1 Herzinfarkt, , , , 
Kantonsspital St. Gallen A.1.1.M,0.063,0.056,1.1,567
Kantonsspital St. Gallen A.1.2.M,0,0.006,0,43
Kantonsspital St. Gallen A.1.3.M,0.014,0.022,0.7,210
Kantonsspital St. Gallen A.1.4.M,0.082,0.066,1.2,269
Kantonsspital St. Gallen A.1.5.M,0.244,0.207,1.2,45
Kantonsspital St. Gallen A.1.6.P,0.813,0.522,,461
Kantonsspital St. Gallen A.1.7.M,0.09,0.09,1,310
Kantonsspital St. Gallen A.1.8.M,0.045,0.03,1.5,178
Kantonsspital St. Gallen A.1.9.P,0.027,0.065,,15
Kantonsspital St. Gallen A.1.10.M,0.054,0.052,1.1,294
Kantonsspital St. Gallen A.1.11.M,0.059,0.044,1.3,256
Kantonsspital St. Gallen A.2 Herzinsuffizienz, , , , 
Kantonsspital St. Gallen A.2.1.M,0.073,0.082,0.9,372
Kantonsspital St. Gallen A.2.2.M,,,,<10
Kantonsspital St. Gallen A.2.3.M,0,0.031,0,33
Kantonsspital St. Gallen A.2.4.M,0.067,0.07,1,223
Kantonsspital St. Gallen A.2.5.M,0.107,0.124,0.9,112
Kantonsspital St. Gallen A.3 Linksherzkatheter (LHK), , , , 
Kantonsspital St. Gallen A.3.1.F,,,,1'825
Kantonsspital St. Gallen A.3.2.M,0.011,0.027,0.4,459
Kantonsspital St. Gallen A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t,0.089,0.103,0.9,56
Kantonsspital St. Gallen A.3.4.M,0.003,0.005,0.7,1'303
Kantonsspital St. Gallen A.3.5.P,0.332,0.377,,432
Kantonsspital St. Gallen A.3.6.F,,,,<10
Kantonsspital St. Gallen A.4 Herzrhythmusstˆrungen, , , , 
Kantonsspital St. Gallen A.4.1.F,,,,344
Kantonsspital St. Gallen A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Kantonsspital St. Gallen A.5.1.F,,,,231
Kantonsspital St. Gallen A.5.2.F,,,,72
Kantonsspital St. Gallen A.6 Ablative Therapie, , , , 
Kantonsspital St. Gallen A.6.1.F,,,,47
Kantonsspital St. Gallen A.6.2.F,,,,0
Kantonsspital St. Gallen A.7 Operationen am Herzen, , , , 
Kantonsspital St. Gallen A.7.1.F,,,,29
Kantonsspital St. Gallen A.7.2.F,,,,<10
Kantonsspital St. Gallen A.7.3.F,,,,<10
Kantonsspital St. Gallen A.7.4.F,,,,26
Kantonsspital St. Gallen A.7.5.F,,,,0
Kantonsspital St. Gallen A.7.6.F,,,,0
Kantonsspital St. Gallen A.7.7.M,,,,<10
Kantonsspital St. Gallen A.7.11.M,,,,<10
Kantonsspital St. Gallen A.7.12.M,,,,0
Kantonsspital St. Gallen A.7.13.M,,,,0
Kantonsspital St. Gallen A.7.14.M,,,,0
Kantonsspital St. Gallen A.7.15.M,,,,0
Kantonsspital St. Gallen A.7.16.M,,,,0
Kantonsspital St. Gallen A.7.17.M,,,,0
Kantonsspital St. Gallen A.7.18.P,,,,0
Kantonsspital St. Gallen B.1 Schlaganfall, , , , 
Kantonsspital St. Gallen B.1.1.M,0.094,0.109,0.9,502
Kantonsspital St. Gallen B.1.2.M,0.03,0.036,0.8,33
Kantonsspital St. Gallen B.1.3.M,0.066,0.062,1.1,136
Kantonsspital St. Gallen B.1.4.M,0.113,0.115,1,275
Kantonsspital St. Gallen B.1.5.M,0.103,0.229,0.5,58
Kantonsspital St. Gallen B.1.6.P,0.032,0.079,,16
Kantonsspital St. Gallen B.1.7.M,0.04,0.073,0.5,374
Kantonsspital St. Gallen B.1.8.M,0.036,0.07,0.5,332
Kantonsspital St. Gallen B.1.9.P,,,,<10
Kantonsspital St. Gallen B.1.9.M,,,,<10
Kantonsspital St. Gallen B.1.10.M,0.343,0.26,1.3,67
Kantonsspital St. Gallen B.1.11.M,0.146,0.111,1.3,48
Kantonsspital St. Gallen B.1.12.P,0.026,0.138,,13
Kantonsspital St. Gallen B.1.12.M,0.154,0.141,1.1,13
Kantonsspital St. Gallen B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Kantonsspital St. Gallen B.2.1.M,0,0.001,0,131
Kantonsspital St. Gallen B.2.2.P,0,0.005,,0
Kantonsspital St. Gallen C Geriatrische Fr¸hrehablitation, , , , 
Kantonsspital St. Gallen C.1 Geriatrische Fr¸hrehabilitation, , , , 
Kantonsspital St. Gallen C.1.1.F,,,,0
Kantonsspital St. Gallen D Erkrankungen der Lunge, , , , 
Kantonsspital St. Gallen D.1 Lungenentz¸ndung (Pneumonie), , , , 
Kantonsspital St. Gallen D.1.1.M,0.06,0.055,1.1,331
Kantonsspital St. Gallen D.1.2.M,,,,<10
Kantonsspital St. Gallen D.1.3.M,0,0.007,0,52
Kantonsspital St. Gallen D.1.4.M,0.012,0.03,0.4,82
Kantonsspital St. Gallen D.1.5.M,0.094,0.066,1.4,139
Kantonsspital St. Gallen D.1.6.M,0.111,0.115,1,54
Kantonsspital St. Gallen D.1.7.M,,,,<10
Kantonsspital St. Gallen D.1.8.M,0.032,0.045,0.7,277
Kantonsspital St. Gallen D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Kantonsspital St. Gallen D.2.1.M,0.025,0.035,0.7,241
Kantonsspital St. Gallen D.2.2.M,0.047,0.072,0.6,43
Kantonsspital St. Gallen D.2.3.M,0,0.021,0,40
Kantonsspital St. Gallen D.2.4.M,0,0.016,0,39
Kantonsspital St. Gallen D.2.5.M,0,0.019,0,12
Kantonsspital St. Gallen D.2.6.P,0.444,0.335,,107
Kantonsspital St. Gallen D.2.6.M,0.037,0.044,0.9,107
Kantonsspital St. Gallen D.3 Lungenkrebs, , , , 
Kantonsspital St. Gallen D.3.1.F,,,,515
Kantonsspital St. Gallen D.4 Operationen an der Lunge, , , , 
Kantonsspital St. Gallen D.4.1.M,0.017,0.026,0.6,118
Kantonsspital St. Gallen D.4.2.P,,,,<10
Kantonsspital St. Gallen D.4.2.M,,,,<10
Kantonsspital St. Gallen D.4.3.M,0,0.019,0,47
Kantonsspital St. Gallen E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Kantonsspital St. Gallen E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Kantonsspital St. Gallen E.1.1.M,0,0.003,0,420
Kantonsspital St. Gallen E.1.2.P,0.919,0.931,,386
Kantonsspital St. Gallen E.2 Hernienoperationen, , , , 
Kantonsspital St. Gallen E.2.1.M,0.002,0.001,1.1,624
Kantonsspital St. Gallen E.2.2.M,0.071,0.102,0.7,14
Kantonsspital St. Gallen E.3 Eingriffe an der Schilddr¸se, , , , 
Kantonsspital St. Gallen E.3.1.F,,,,203
Kantonsspital St. Gallen E.3.2.P,,,,<10
Kantonsspital St. Gallen E.3.3.F,,,,100
Kantonsspital St. Gallen E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen), , , , 
Kantonsspital St. Gallen E.4.1.M,0.059,0.05,1.2,476
Kantonsspital St. Gallen E.4.2.M,0.031,0.039,0.8,98
Kantonsspital St. Gallen E.4.3.M,,,,<10
Kantonsspital St. Gallen E.4.4.M,0.086,0.028,3.1,70
Kantonsspital St. Gallen E.4.5.M,0,0.006,0,85
Kantonsspital St. Gallen E.4.6.M,0.043,0.066,0.7,69
Kantonsspital St. Gallen E.4.7.M,0.417,0.311,1.3,12
Kantonsspital St. Gallen E.4.8.F,,,,135
Kantonsspital St. Gallen E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom,,,,<10
Kantonsspital St. Gallen E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom,,,,131
Kantonsspital St. Gallen E.5 Operationen am Magen, , , , 
Kantonsspital St. Gallen E.5.1.F,,,,147
Kantonsspital St. Gallen E.5.2.M,0,0.052,0,12
Kantonsspital St. Gallen E.5.3.M,0,0.065,0,12
Kantonsspital St. Gallen E.6 Operationen am ÷sophagus, , , , 
Kantonsspital St. Gallen E.6.1.M,0,0.077,0,13
Kantonsspital St. Gallen E.7 Operationen am Pankreas, , , , 
Kantonsspital St. Gallen E.7.1.M,0.106,0.079,1.3,47
Kantonsspital St. Gallen F Operationen an Gef‰ssen, , , , 
Kantonsspital St. Gallen F.1 Extrakranielle Gef‰ssoperationen, , , , 
Kantonsspital St. Gallen F.1.1.M,0.024,0.006,3.9,83
Kantonsspital St. Gallen F.1.2.M,,,,<10
Kantonsspital St. Gallen F.1.3.F,,,,<10
Kantonsspital St. Gallen F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma), , , , 
Kantonsspital St. Gallen F.2.1.F,,,,58
Kantonsspital St. Gallen F.2.2.M,0,0.034,0,15
Kantonsspital St. Gallen F.2.3.M,0,0.013,0,26
Kantonsspital St. Gallen F.2.4.F,,,,<10
Kantonsspital St. Gallen F.2.5.M,0.188,0.375,0.5,16
Kantonsspital St. Gallen F.3 Operationen an Becken≠/Beinarterien, , , , 
Kantonsspital St. Gallen F.3.1.F,,,,94
Kantonsspital St. Gallen F.3.2.M,0,0.012,0,35
Kantonsspital St. Gallen F.3.3.M,,,,0
Kantonsspital St. Gallen F.3.4.M,,,,<10
Kantonsspital St. Gallen F.3.5.M,0.056,0.03,1.8,18
Kantonsspital St. Gallen F.3.6.M,,,,<10
Kantonsspital St. Gallen F.3.7.M,,,,<10
Kantonsspital St. Gallen F.3.8.F,,,,<10
Kantonsspital St. Gallen F.3.9.F,,,,16
Kantonsspital St. Gallen F.4 Amputationen, , , , 
Kantonsspital St. Gallen F.4.1.M,0.018,0.025,0.7,56
Kantonsspital St. Gallen F.4.2.M,0.053,0.163,0.3,19
Kantonsspital St. Gallen G Geburtshilfe und Frauenheilkunde, , , , 
Kantonsspital St. Gallen G.1 Geburten, , , , 
Kantonsspital St. Gallen G.1.1.F,,,,1'365
Kantonsspital St. Gallen G.1.1.P,0,0,,0
Kantonsspital St. Gallen G.1.2.P,0.02,0.029,,17
Kantonsspital St. Gallen G.1.3.P,0.249,0.289,,213
Kantonsspital St. Gallen G.1.4.P,0.373,0.325,,509
Kantonsspital St. Gallen G.2 Neugeborene, , , , 
Kantonsspital St. Gallen G.2.1.F,,,,42
Kantonsspital St. Gallen G.2.2.F,,,,0
Kantonsspital St. Gallen G.2.3.F,,,,<10
Kantonsspital St. Gallen G.2.4.F,,,,16
Kantonsspital St. Gallen G.2.5.F,,,,<10
Kantonsspital St. Gallen G.2.6.F,,,,15
Kantonsspital St. Gallen G.2.7.F,,,,25
Kantonsspital St. Gallen G.2.8.F,,,,141
Kantonsspital St. Gallen G.2.9.F,,,,1'225
Kantonsspital St. Gallen G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Kantonsspital St. Gallen G.3.1.M,0,0.001,0,140
Kantonsspital St. Gallen G.3.2.P,0.891,0.73,,123
Kantonsspital St. Gallen G.4 Brustkrebs, , , , 
Kantonsspital St. Gallen G.4.1.F,,,,346
Kantonsspital St. Gallen G.5 Eingriffe an der Brust, , , , 
Kantonsspital St. Gallen G.5.1.F,,,,224
Kantonsspital St. Gallen G.5.2.F,,,,135
Kantonsspital St. Gallen G.5.3.P,0.719,0.674,,97
Kantonsspital St. Gallen H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Kantonsspital St. Gallen H.1 Entfernung der Niere (Nephrektomie), , , , 
Kantonsspital St. Gallen H.1.1.M,0.022,0.022,1,46
Kantonsspital St. Gallen H.1.2.P,,,,<10
Kantonsspital St. Gallen H.1.3.P Anteil partielle Nephrektomie,0.233,0.258,,14
Kantonsspital St. Gallen H.1.3.M,0,0.002,0,14
Kantonsspital St. Gallen H.1.4.P,0,0.169,,0
Kantonsspital St. Gallen H.2 Nierensteine, , , , 
Kantonsspital St. Gallen H.2.1.F,,,,543
Kantonsspital St. Gallen H.2.2.P,0.613,0.434,,333
Kantonsspital St. Gallen H.3 Eingriffe an der Harnblase, , , , 
Kantonsspital St. Gallen H.3.1.F,,,,133
Kantonsspital St. Gallen H.3.2.F,,,,133
Kantonsspital St. Gallen H.3.3.F,,,,72
Kantonsspital St. Gallen H.3.4.P,0.181,0.04,,13
Kantonsspital St. Gallen H.3.5.M,0.038,0.02,1.9,26
Kantonsspital St. Gallen H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Kantonsspital St. Gallen H.4.1.M,0,0.002,0,281
Kantonsspital St. Gallen H.5 Prostatakarzinom, , , , 
Kantonsspital St. Gallen H.5.1.F,,,,319
Kantonsspital St. Gallen H.5.2.M,0,0.001,0,42
Kantonsspital St. Gallen I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
Kantonsspital St. Gallen I.1 Gelenkersatz Totalendoprothese (TEP), , , , 
Kantonsspital St. Gallen I.1.1.M,0,0.001,0,320
Kantonsspital St. Gallen I.1.2.M,0.038,0.009,4.4,78
Kantonsspital St. Gallen I.1.3.M,0,0.001,0,269
Kantonsspital St. Gallen I.1.4.M,0,0.003,0,44
Kantonsspital St. Gallen I.1.5.M,,,,<10
Kantonsspital St. Gallen I.2 Operationen an der Wirbels‰ule, , , , 
Kantonsspital St. Gallen I.2.1.F,,,,1'480
