hospital_name,indicator,observed_rate_2010,expected_rate_2010,SMR_2010,number_of_cases_2010
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.2.8.F,,,,36
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.2.9.F,,,,588
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.3.1.M,0,0,0,66
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.3.2.P,0.636,0.718,,42
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.4 Cancer du sein, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.4.1.F,,,,52
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.5 Interventions du sein, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.5.1.F,,,,51
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.5.2.F,,,,18
Groupement Hospitalier de l Ouest Lémanique (GHOL),G.5.3.P,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.1.1.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.1.2.P,0,0.222,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL),"H.1.3.P NEphrectomie partielle, pourcentage",,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.1.3.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.1.4.P,0,0.205,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.2 Calculs rEnaux, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.2.1.F,,,,30
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.2.2.P,0.4,0.44,,12
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.3 OpErations de la vessie, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.3.1.F,,,,46
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.3.2.F,,,,49
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.3.3.F,,,,36
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.3.4.P,0,0.066,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.3.5.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.4 REsection prostatique transurEtrale (TURP), , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.4.1.M,0,0.002,0,45
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.5 Carcinome de la prostate, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.5.1.F,,,,65
Groupement Hospitalier de l Ouest Lémanique (GHOL),H.5.2.M,0,0.001,0,16
Groupement Hospitalier de l Ouest Lémanique (GHOL),I Affections orthopEdiques et traumatologiques, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),"I.1 Remplacement de l'articulation, endoprothËse totale (EPT)", , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.1.1.M,0,0.001,0,167
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.1.2.M,0,0.003,0,14
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.1.3.M,0,0.001,0,93
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.1.4.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.1.5.M,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.2 OpErations de la colonne vertEbrale, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.2.1.F,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.2.2.M,,,,0
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3 Fractures mEtaphysaires de la hanche, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3.1.M,0,0.03,0,33
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3.2.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3.3.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3.4.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3.5.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3.6.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3.7.M,,,,<10
Groupement Hospitalier de l Ouest Lémanique (GHOL),I.3.8.M,0.056,0.04,1.4,36
Groupement Hospitalier de l Ouest Lémanique (GHOL),"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),J.1 Respiration artificielle, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),J.1.1.M,0.5,0.376,1.3,18
Groupement Hospitalier de l Ouest Lémanique (GHOL),J.2 Etats septiques, , , , 
Groupement Hospitalier de l Ouest Lémanique (GHOL),J.2.1.M,0.18,0.184,1,111
institution,indicator,taux observE 2010,taux attendu 2010,SMR 2010,nombre de cas 2010
Clinique de la Tour SA,A Maladies cardiaques, , , , 
Clinique de la Tour SA,A.1 Infarctus du myocarde, , , , 
Clinique de la Tour SA,A.1.1.M,0.012,0.044,0.3,80
Clinique de la Tour SA,A.1.2.M,,,,<10
Clinique de la Tour SA,A.1.3.M,0,0.016,0,35
Clinique de la Tour SA,A.1.4.M,0.025,0.054,0.5,40
Clinique de la Tour SA,A.1.5.M,,,,<10
Clinique de la Tour SA,A.1.6.P,0.962,0.548,,77
Clinique de la Tour SA,A.1.7.M,0.014,0.066,0.2,70
Clinique de la Tour SA,A.1.8.M,,,,<10
Clinique de la Tour SA,A.1.9.P,0.712,0.041,,57
Clinique de la Tour SA,A.1.10.M,0,0.048,0,23
Clinique de la Tour SA,A.1.11.M,,,,0
Clinique de la Tour SA,A.2 Insuffisance cardiaque, , , , 
Clinique de la Tour SA,A.2.1.M,0.054,0.083,0.7,111
Clinique de la Tour SA,A.2.2.M,,,,0
Clinique de la Tour SA,A.2.3.M,0,0.037,0,18
Clinique de la Tour SA,A.2.4.M,0.048,0.072,0.7,62
Clinique de la Tour SA,A.2.5.M,0.097,0.132,0.7,31
Clinique de la Tour SA,A.3 CathEtErisme cardiaque gauche (CCG), , , , 
Clinique de la Tour SA,A.3.1.F,,,,530
Clinique de la Tour SA,A.3.2.M,0.018,0.031,0.6,56
Clinique de la Tour SA,"A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19), mortalitE",,,,<10
Clinique de la Tour SA,A.3.4.M,0.004,0.005,0.9,470
Clinique de la Tour SA,A.3.5.P,0.379,0.381,,178
Clinique de la Tour SA,A.3.6.F,,,,0
Clinique de la Tour SA,A.4 Troubles du rythme cardiaque, , , , 
Clinique de la Tour SA,A.4.1.F,,,,175
Clinique de la Tour SA,A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Clinique de la Tour SA,A.5.1.F,,,,72
Clinique de la Tour SA,A.5.2.F,,,,16
Clinique de la Tour SA,A.6 Traitement par ablation, , , , 
Clinique de la Tour SA,A.6.1.F,,,,<10
Clinique de la Tour SA,A.6.2.F,,,,<10
Clinique de la Tour SA,A.7 OpErations du cúur, , , , 
Clinique de la Tour SA,A.7.1.F,,,,62
Clinique de la Tour SA,A.7.2.F,,,,40
Clinique de la Tour SA,A.7.3.F,,,,27
Clinique de la Tour SA,A.7.4.F,,,,<10
Clinique de la Tour SA,A.7.5.F,,,,11
Clinique de la Tour SA,A.7.6.F,,,,0
Clinique de la Tour SA,A.7.7.M,0.05,0.022,2.3,20
Clinique de la Tour SA,A.7.11.M,0,0.03,0,16
Clinique de la Tour SA,A.7.12.M,,,,0
Clinique de la Tour SA,A.7.13.M,,,,0
Clinique de la Tour SA,A.7.14.M,,,,0
Clinique de la Tour SA,A.7.15.M,,,,0
Clinique de la Tour SA,A.7.16.M,,,,0
Clinique de la Tour SA,A.7.17.M,,,,0
Clinique de la Tour SA,A.7.18.P,,,,0
Clinique de la Tour SA,B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Clinique de la Tour SA,B.1.1.M,0,0.148,0,10
Clinique de la Tour SA,B.1.2.M,,,,0
Clinique de la Tour SA,B.1.3.M,,,,<10
Clinique de la Tour SA,B.1.4.M,,,,<10
Clinique de la Tour SA,B.1.5.M,,,,<10
Clinique de la Tour SA,B.1.6.P,0,0.104,,0
Clinique de la Tour SA,B.1.7.M,,,,<10
Clinique de la Tour SA,B.1.8.M,,,,<10
Clinique de la Tour SA,B.1.9.P,0,0.095,,0
Clinique de la Tour SA,B.1.9.M,,,,0
Clinique de la Tour SA,B.1.10.M,,,,<10
Clinique de la Tour SA,B.1.11.M,,,,0
Clinique de la Tour SA,B.1.12.P,,,,<10
Clinique de la Tour SA,B.1.12.M,,,,<10
Clinique de la Tour SA,B.2 Accident ischEmique transitoire (AIT), , , , 
Clinique de la Tour SA,B.2.1.M,,,,0
Clinique de la Tour SA,B.2.2.P,,,,0
Clinique de la Tour SA,C REEducation gEriatrique prEcoce, , , , 
Clinique de la Tour SA,C.1 REEducation gEriatrique prEcoce, , , , 
Clinique de la Tour SA,C.1.1.F,,,,0
Clinique de la Tour SA,D Maladies pulmonaires, , , , 
Clinique de la Tour SA,D.1 Pneumonie, , , , 
Clinique de la Tour SA,D.1.1.M,0,0.064,0,20
Clinique de la Tour SA,D.1.2.M,,,,0
Clinique de la Tour SA,D.1.3.M,,,,<10
Clinique de la Tour SA,D.1.4.M,,,,<10
Clinique de la Tour SA,D.1.5.M,,,,<10
Clinique de la Tour SA,D.1.6.M,,,,<10
Clinique de la Tour SA,D.1.7.M,,,,0
Clinique de la Tour SA,D.1.8.M,0,0.049,0,18
Clinique de la Tour SA,D.2 Broncho-pneumopathie chronique obstructive (BPCO), , , , 
Clinique de la Tour SA,D.2.1.M,0.01,0.039,0.3,198
Clinique de la Tour SA,D.2.2.M,,,,0
Clinique de la Tour SA,D.2.3.M,,,,0
Clinique de la Tour SA,D.2.4.M,,,,0
Clinique de la Tour SA,D.2.5.M,,,,0
Clinique de la Tour SA,D.2.6.P,0,0.384,,0
Clinique de la Tour SA,D.2.6.M,,,,0
Clinique de la Tour SA,D.3 Cancer du poumon (carcinome bronchique), , , , 
Clinique de la Tour SA,D.3.1.F,,,,32
Clinique de la Tour SA,D.4 OpErations du poumon, , , , 
Clinique de la Tour SA,D.4.1.M,,,,<10
Clinique de la Tour SA,D.4.2.P,0,0.109,,0
Clinique de la Tour SA,D.4.2.M,,,,0
Clinique de la Tour SA,D.4.3.M,,,,<10
Clinique de la Tour SA,E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Clinique de la Tour SA,E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Clinique de la Tour SA,E.1.1.M,0,0.002,0,124
Clinique de la Tour SA,E.1.2.P,0.992,0.936,,123
Clinique de la Tour SA,E.2 REparations de hernie, , , , 
Clinique de la Tour SA,E.2.1.M,0,0.001,0,177
Clinique de la Tour SA,E.2.2.M,,,,<10
Clinique de la Tour SA,E.3 OpErations de la thyroÔde, , , , 
Clinique de la Tour SA,E.3.1.F,,,,<10
Clinique de la Tour SA,E.3.2.P,0,0.003,,0
Clinique de la Tour SA,E.3.3.F,,,,0
Clinique de la Tour SA,E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , 
Clinique de la Tour SA,E.4.1.M,0,0.043,0,88
Clinique de la Tour SA,E.4.2.M,0,0.04,0,15
Clinique de la Tour SA,E.4.3.M,,,,0
Clinique de la Tour SA,E.4.4.M,,,,<10
Clinique de la Tour SA,E.4.5.M,0,0.004,0,19
Clinique de la Tour SA,E.4.6.M,,,,<10
Clinique de la Tour SA,E.4.7.M,,,,0
Clinique de la Tour SA,E.4.8.F,,,,45
Clinique de la Tour SA,E.4.9.F Interventions colorectales locales pour cancer colorectal,,,,<10
Clinique de la Tour SA,"E.4.10.F Interventions colorectales locales, affection autre que cancer colorectal",,,,<10
Clinique de la Tour SA,E.5 OpErations de l'estomac, , , , 
Clinique de la Tour SA,E.5.1.F,,,,17
Clinique de la Tour SA,E.5.2.M,,,,<10
Clinique de la Tour SA,E.5.3.M,,,,0
Clinique de la Tour SA,E.6 OpErations de líúsophage, , , , 
Clinique de la Tour SA,E.6.1.M,,,,0
Clinique de la Tour SA,E.7 OpErations du pancrEas, , , , 
Clinique de la Tour SA,E.7.1.M,,,,<10
Clinique de la Tour SA,F OpErations de vaisseaux, , , , 
Clinique de la Tour SA,F.1 OpErations des vaisseaux extra≠cr‚niens, , , , 
Clinique de la Tour SA,F.1.1.M,,,,0
Clinique de la Tour SA,F.1.2.M,,,,0
Clinique de la Tour SA,F.1.3.F,,,,0
Clinique de la Tour SA,F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte), , , , 
Clinique de la Tour SA,F.2.1.F,,,,<10
Clinique de la Tour SA,F.2.2.M,,,,0
Clinique de la Tour SA,F.2.3.M,,,,<10
Clinique de la Tour SA,F.2.4.F,,,,0
Clinique de la Tour SA,F.2.5.M,,,,0
Clinique de la Tour SA,F.3 OpErations des artËres du bassin et des jambes, , , , 
Clinique de la Tour SA,F.3.1.F,,,,19
Clinique de la Tour SA,F.3.2.M,,,,0
Clinique de la Tour SA,F.3.3.M,,,,0
Clinique de la Tour SA,F.3.4.M,,,,0
Clinique de la Tour SA,F.3.5.M,,,,<10
Clinique de la Tour SA,F.3.6.M,,,,0
Clinique de la Tour SA,F.3.7.M,0,0.007,0,12
Clinique de la Tour SA,F.3.8.F,,,,0
Clinique de la Tour SA,F.3.9.F,,,,<10
Clinique de la Tour SA,F.4 Amputations, , , , 
Clinique de la Tour SA,F.4.1.M,,,,<10
Clinique de la Tour SA,F.4.2.M,,,,0
Clinique de la Tour SA,G GynEcologie et obstEtrique, , , , 
Clinique de la Tour SA,G.1 Accouchements, , , , 
Clinique de la Tour SA,G.1.1.F,,,,600
Clinique de la Tour SA,G.1.1.P,0,0,,0
Clinique de la Tour SA,G.1.2.P,,,,<10
Clinique de la Tour SA,G.1.3.P,0.218,0.279,,84
Clinique de la Tour SA,G.1.4.P,0.358,0.326,,215
Clinique de la Tour SA,G.2 Nouveau≠nEs, , , , 
Clinique de la Tour SA,G.2.1.F,,,,0
Clinique de la Tour SA,G.2.2.F,,,,0
Clinique de la Tour SA,G.2.3.F,,,,0
Clinique de la Tour SA,G.2.4.F,,,,0
Clinique de la Tour SA,G.2.5.F,,,,0
Clinique de la Tour SA,G.2.6.F,,,,0
Clinique de la Tour SA,G.2.7.F,,,,0
Clinique de la Tour SA,G.2.8.F,,,,40
Clinique de la Tour SA,G.2.9.F,,,,583
Clinique de la Tour SA,G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Clinique de la Tour SA,G.3.1.M,0,0,0,62
Clinique de la Tour SA,G.3.2.P,0.952,0.718,,59
Clinique de la Tour SA,G.4 Cancer du sein, , , , 
Clinique de la Tour SA,G.4.1.F,,,,27
Clinique de la Tour SA,G.5 Interventions du sein, , , , 
Clinique de la Tour SA,G.5.1.F,,,,104
Clinique de la Tour SA,G.5.2.F,,,,15
Clinique de la Tour SA,G.5.3.P,,,,<10
Clinique de la Tour SA,H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Clinique de la Tour SA,H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Clinique de la Tour SA,H.1.1.M,,,,<10
Clinique de la Tour SA,H.1.2.P,,,,<10
Clinique de la Tour SA,"H.1.3.P NEphrectomie partielle, pourcentage",,,,<10
Clinique de la Tour SA,H.1.3.M,,,,<10
Clinique de la Tour SA,H.1.4.P,0,0.205,,0
Clinique de la Tour SA,H.2 Calculs rEnaux, , , , 
Clinique de la Tour SA,H.2.1.F,,,,27
Clinique de la Tour SA,H.2.2.P,0,0.44,,0
Clinique de la Tour SA,H.3 OpErations de la vessie, , , , 
Clinique de la Tour SA,H.3.1.F,,,,68
Clinique de la Tour SA,H.3.2.F,,,,45
Clinique de la Tour SA,H.3.3.F,,,,39
Clinique de la Tour SA,H.3.4.P,0,0.066,,0
Clinique de la Tour SA,H.3.5.M,,,,<10
Clinique de la Tour SA,H.4 REsection prostatique transurEtrale (TURP), , , , 
Clinique de la Tour SA,H.4.1.M,0,0.002,0,55
Clinique de la Tour SA,H.5 Carcinome de la prostate, , , , 
Clinique de la Tour SA,H.5.1.F,,,,16
Clinique de la Tour SA,H.5.2.M,0,0.001,0,17
Clinique de la Tour SA,I Affections orthopEdiques et traumatologiques, , , , 
Clinique de la Tour SA,"I.1 Remplacement de l'articulation, endoprothËse totale (EPT)", , , , 
Clinique de la Tour SA,I.1.1.M,0,0.002,0,72
Clinique de la Tour SA,I.1.2.M,,,,<10
Clinique de la Tour SA,I.1.3.M,0,0.001,0,68
Clinique de la Tour SA,I.1.4.M,,,,<10
Clinique de la Tour SA,I.1.5.M,,,,0
Clinique de la Tour SA,I.2 OpErations de la colonne vertEbrale, , , , 
Clinique de la Tour SA,I.2.1.F,,,,206
Clinique de la Tour SA,I.2.2.M,0,0.001,0,54
Clinique de la Tour SA,I.3 Fractures mEtaphysaires de la hanche, , , , 
Clinique de la Tour SA,I.3.1.M,0.067,0.041,1.6,30
Clinique de la Tour SA,I.3.2.M,,,,0
Clinique de la Tour SA,I.3.3.M,,,,<10
Clinique de la Tour SA,I.3.4.M,0.083,0.028,3,12
Clinique de la Tour SA,I.3.5.M,,,,<10
Clinique de la Tour SA,I.3.6.M,,,,<10
Clinique de la Tour SA,I.3.7.M,,,,<10
Clinique de la Tour SA,I.3.8.M,,,,<10
Clinique de la Tour SA,"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
Clinique de la Tour SA,J.1 Respiration artificielle, , , , 
Clinique de la Tour SA,J.1.1.M,,,,0
Clinique de la Tour SA,J.2 Etats septiques, , , , 
Clinique de la Tour SA,J.2.1.M,,,,<10
Institution,Indikator,beobachtete Rate 2010,erwartete Rate 2010,SMR 2010,Fallzahl 2010
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A Erkrankungen des Herzens, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1 Herzinfarkt, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.1.M,0.117,0.073,1.6,188
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.2.M,0,0.015,0,10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.3.M,0.018,0.017,1.1,57
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.4.M,0.1,0.062,1.6,80
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.5.M,0.317,0.188,1.7,41
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.6.P,0.213,0.548,,40
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.7.M,0.175,0.127,1.4,126
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.8.M,0,0.028,0,22
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.9.P,0.128,0.041,,24
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.10.M,0.095,0.07,1.4,74
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.1.11.M,0.112,0.054,2.1,89
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.2 Herzinsuffizienz, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.2.1.M,0.122,0.088,1.4,188
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.2.2.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.2.3.M,0.062,0.033,1.9,16
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.2.4.M,0.138,0.077,1.8,109
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.2.5.M,0.115,0.125,0.9,61
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.3 Linksherzkatheter (LHK), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.3.1.F,,,,43
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.3.2.M,0,0.024,0,40
Spitalregion Rheintal­ Werdenberg ­Sarganserland,"A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalit‰t",,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.3.4.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.3.5.P,0,0.381,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.3.6.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.4 Herzrhythmusstˆrungen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.4.1.F,,,,151
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.5.1.F,,,,54
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.5.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.6 Ablative Therapie, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.6.1.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.6.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7 Operationen am Herzen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.1.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.2.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.3.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.4.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.5.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.6.F,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.7.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.11.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.12.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.13.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.14.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.15.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.16.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.17.M,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,A.7.18.P,,,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1 Schlaganfall, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.1.M,0.173,0.127,1.4,162
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.2.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.3.M,0.069,0.061,1.1,29
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.4.M,0.085,0.108,0.8,94
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.5.M,0.5,0.236,2.1,36
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.6.P,0,0.104,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.7.M,0.157,0.079,2,89
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.8.M,0.157,0.08,2,83
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.9.P,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.9.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.10.M,0.389,0.302,1.3,18
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.11.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.12.P,0.309,0.12,,50
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.1.12.M,0.12,0.122,1,50
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.2.1.M,0,0.003,0,54
Spitalregion Rheintal­ Werdenberg ­Sarganserland,B.2.2.P,0,0.005,,0
Spitalregion Rheintal­ Werdenberg ­Sarganserland,C Geriatrische Fr¸hrehablitation, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,C.1 Geriatrische Fr¸hrehabilitation, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,C.1.1.F,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D Erkrankungen der Lunge, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1 Lungenentz¸ndung (Pneumonie), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1.1.M,0.103,0.053,1.9,253
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1.2.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1.3.M,0.033,0.006,5.2,30
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1.4.M,0.07,0.024,2.9,57
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1.5.M,0.131,0.061,2.1,107
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1.6.M,0.14,0.107,1.3,50
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1.7.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.1.8.M,0.088,0.043,2,217
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.2.1.M,0.06,0.03,2,134
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.2.2.M,0.15,0.069,2.2,20
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.2.3.M,0,0.013,0,11
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.2.4.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.2.5.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.2.6.P,0.687,0.384,,92
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.2.6.M,0.054,0.034,1.6,92
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.3 Lungenkrebs, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.3.1.F,,,,124
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.4 Operationen an der Lunge, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.4.1.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.4.2.P,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.4.2.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,D.4.3.M,,,,<10
Spitalregion Rheintal­ Werdenberg ­Sarganserland,E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,E.1.1.M,0,0.002,0,241
Spitalregion Rheintal­ Werdenberg ­Sarganserland,E.1.2.P,0.963,0.936,,232
Spitalregion Rheintal­ Werdenberg ­Sarganserland,E.2 Hernienoperationen, , , , 
Spitalregion Rheintal­ Werdenberg ­Sarganserland,E.2.1.M,0,0.001,0,413
