hospital_indicator,observed_rate_2008,expected_rate_2008,SMR_2008,number_of_cases_2008
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.6.2.F,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7 OpErations du cúur, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.1.F,,,,44
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.2.F,,,,17
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.3.F,,,,29
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.4.F,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.5.F,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.6.F,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.7.M,0,0.03,0,12
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.11.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.12.M,0,0.011,0,27
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.13.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.14.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.15.M,0,0.009,0,10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.16.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.17.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges A.7.18.P,0,0.016,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.1.M,0.123,0.143,0.9,73
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.2.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.3.M,0.2,0.073,2.7,10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.4.M,0.07,0.125,0.6,43
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.5.M,0.222,0.233,1,18
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.6.P,...,...,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.7.M,0.081,0.095,0.9,62
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.8.M,0.083,0.096,0.9,60
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.9.P,0,0.078,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.9.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.10.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.11.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.12.P,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.1.12.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.2 Accident ischEmique transitoire (AIT), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.2.1.M,0,0.005,0,31
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges B.2.2.P,...,...,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges C REEducation gEriatrique prEcoce, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges C.1 REEducation gEriatrique prEcoce, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges C.1.1.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D Maladies pulmonaires, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1 Pneumonie, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1.1.M,0.012,0.062,0.2,161
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1.2.M,0,0,,22
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1.3.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1.4.M,0,0.043,0,23
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1.5.M,0,0.072,0,85
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1.6.M,0.091,0.127,0.7,22
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1.7.M,0,0,,12
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.1.8.M,0.008,0.055,0.2,121
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.2 Broncho-pneumopathie chronique obstructive (BPCO), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.2.1.M,0.037,0.043,0.9,54
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.2.2.M,...,...,...,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.2.3.M,...,...,...,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.2.4.M,...,...,...,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.2.5.M,...,...,...,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.2.6.P,...,...,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.2.6.M,...,...,...,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.3 Cancer du poumon (carcinome bronchique), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.3.1.F,,,,72
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.4 OpErations du poumon, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.4.1.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.4.2.P,0,0.136,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.4.2.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges D.4.3.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.1.1.M,0,0.003,0,128
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.1.2.P,0.914,0.92,,117
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.2 REparations de hernie, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.2.1.M,0,0.002,0,209
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.2.2.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.3 OpErations de la thyroÔde, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.3.1.F,,,,15
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.3.2.P,0,0.002,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.3.3.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.1.M,0.012,0.041,0.3,82
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.2.M,0,0.03,0,20
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.3.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.4.M,0,0.036,0,11
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.5.M,0,0,,13
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.6.M,0,0.027,0,10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.7.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.8.F,,,,27
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.9.F Interventions colorectales locales pour cancer colorectal,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.4.10.F Interventions colorectales locales affection autre que cancer colorectal,,,,18
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.5 OpErations de l'estomac, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.5.1.F,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.5.2.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.5.3.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.6 OpErations de líúsophage, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.6.1.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.7 OpErations du pancrEas, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges E.7.1.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F OpErations de vaisseaux, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.1 OpErations des vaisseaux extra≠cr‚niens, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.1.1.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.1.2.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.1.3.F,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.2.1.F,,,,14
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.2.2.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.2.3.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.2.4.F,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.2.5.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3 OpErations des artËres du bassin et des jambes, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.1.F,,,,19
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.2.M,...,...,...,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.3.M,...,...,...,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.4.M,...,...,...,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.5.M,0,0.029,0,11
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.6.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.7.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.8.F,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.3.9.F,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.4 Amputations, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.4.1.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges F.4.2.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G GynEcologie et obstEtrique, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.1 Accouchements, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.1.1.F,,,,1'361
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.1.1.P,0,0,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.1.2.P,0.026,0.028,,23
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.1.3.P,0.328,0.291,,292
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.1.4.P,0.347,0.328,,472
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2 Nouveau≠nEs, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.1.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.2.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.3.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.4.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.5.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.6.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.7.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.8.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.2.9.F,,,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.3.1.M,0,0,,120
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.3.2.P,0.611,0.707,,69
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.4 Cancer du sein, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.4.1.F,,,,64
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.5 Interventions du sein, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.5.1.F,,,,122
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.5.2.F,,,,55
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges G.5.3.P,0.582,0.647,,32
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.1.1.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.1.2.P,0,0.242,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.1.3.P NEphrectomie partielle pourcentage,0,0.22,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.1.3.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.1.4.P,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.2 Calculs rEnaux, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.2.1.F,,,,17
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.2.2.P,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.3 OpErations de la vessie, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.3.1.F,,,,27
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.3.2.F,,,,29
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.3.3.F,,,,23
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.3.4.P,...,...,,...
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.3.5.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.4 REsection prostatique transurEtrale (TURP), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.4.1.M,0,0.002,0,31
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.5 Carcinome de la prostate, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.5.1.F,,,,63
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges H.5.2.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I Affections orthopEdiques et traumatologiques, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.1 Remplacement de l'articulation endoprothËse totale (EPT), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.1.1.M,0.006,0.002,3.2,157
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.1.2.M,0,0.012,0,16
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.1.3.M,0,0.001,0,95
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.1.4.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.1.5.M,,,,0
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.2 OpErations de la colonne vertEbrale, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.2.1.F,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.2.2.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3 Fractures mEtaphysaires de la hanche, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3.1.M,0,0.038,0,47
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3.2.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3.3.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3.4.M,0,0.013,0,10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3.5.M,0,0.048,0,10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3.6.M,0,0.056,0,11
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3.7.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges I.3.8.M,0,0.036,0,41
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges J Affections complexes hEtErogËnes (indicateur pour peer review), , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges J.1 Respiration artificielle, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges J.1.1.M,,,,<10
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges J.2 Etats septiques, , , , 
Ensemble hospitalier de la Côte (EHC) Hôpital de Morges J.2.1.M,0.196,0.176,1.1,51
Institution Indikator,beobachtete Rate 2008,erwartete Rate 2008,SMR 2008,Fallzahl 2008
Spitäler FMI AG A Erkrankungen des Herzens, , , , 
Spitäler FMI AG A.1 Herzinfarkt, , , , 
Spitäler FMI AG A.1.1.M,0.041,0.083,0.5,98
Spitäler FMI AG A.1.2.M,,,,<10
Spitäler FMI AG A.1.3.M,0,0.023,0,31
Spitäler FMI AG A.1.4.M,0.044,0.077,0.6,45
Spitäler FMI AG A.1.5.M,0.133,0.26,0.5,15
Spitäler FMI AG A.1.6.P,0,0.515,,0
Spitäler FMI AG A.1.7.M,0.063,0.123,0.5,63
Spitäler FMI AG A.1.8.M,,,,<10
Spitäler FMI AG A.1.9.P,,,,<10
Spitäler FMI AG A.1.10.M,0.062,0.071,0.9,48
Spitäler FMI AG A.1.11.M,0,0.054,0,43
Spitäler FMI AG A.2 Herzinsuffizienz, , , , 
Spitäler FMI AG A.2.1.M,0.096,0.095,1,114
Spitäler FMI AG A.2.2.M,,,,<10
Spitäler FMI AG A.2.3.M,,,,<10
Spitäler FMI AG A.2.4.M,0.104,0.076,1.4,67
Spitäler FMI AG A.2.5.M,0.07,0.13,0.5,43
Spitäler FMI AG A.3 Linksherzkatheter (LHK), , , , 
Spitäler FMI AG A.3.1.F,,,,0
Spitäler FMI AG A.3.2.M,,,,0
Spitäler FMI AG A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19) Mortalit‰t,,,,0
Spitäler FMI AG A.3.4.M,,,,0
Spitäler FMI AG A.3.5.P,,,,0
Spitäler FMI AG A.3.6.F,,,,0
Spitäler FMI AG A.4 Herzrhythmusstˆrungen, , , , 
Spitäler FMI AG A.4.1.F,,,,116
Spitäler FMI AG A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Spitäler FMI AG A.5.1.F,,,,14
Spitäler FMI AG A.5.2.F,,,,0
Spitäler FMI AG A.6 Ablative Therapie, , , , 
Spitäler FMI AG A.6.1.F,,,,0
Spitäler FMI AG A.6.2.F,,,,0
Spitäler FMI AG A.7 Operationen am Herzen, , , , 
Spitäler FMI AG A.7.1.F,,,,0
Spitäler FMI AG A.7.2.F,,,,0
Spitäler FMI AG A.7.3.F,,,,0
Spitäler FMI AG A.7.4.F,,,,0
Spitäler FMI AG A.7.5.F,,,,0
Spitäler FMI AG A.7.6.F,,,,0
Spitäler FMI AG A.7.7.M,,,,0
Spitäler FMI AG A.7.11.M,,,,0
Spitäler FMI AG A.7.12.M,,,,0
Spitäler FMI AG A.7.13.M,,,,0
Spitäler FMI AG A.7.14.M,,,,0
Spitäler FMI AG A.7.15.M,,,,0
Spitäler FMI AG A.7.16.M,,,,0
Spitäler FMI AG A.7.17.M,,,,0
Spitäler FMI AG A.7.18.P,,,,0
Spitäler FMI AG B.1 Schlaganfall, , , , 
Spitäler FMI AG B.1.1.M,0.137,0.129,1.1,102
Spitäler FMI AG B.1.2.M,,,,<10
Spitäler FMI AG B.1.3.M,0,0.058,0,17
Spitäler FMI AG B.1.4.M,0.141,0.123,1.1,64
Spitäler FMI AG B.1.5.M,0.278,0.236,1.2,18
Spitäler FMI AG B.1.6.P,...,...,,...
Spitäler FMI AG B.1.7.M,0.093,0.085,1.1,75
Spitäler FMI AG B.1.8.M,0.097,0.086,1.1,72
Spitäler FMI AG B.1.9.P,0,0.078,,0
Spitäler FMI AG B.1.9.M,,,,0
Spitäler FMI AG B.1.10.M,0.438,0.371,1.2,16
Spitäler FMI AG B.1.11.M,,,,<10
Spitäler FMI AG B.1.12.P,,,,<10
Spitäler FMI AG B.1.12.M,,,,<10
Spitäler FMI AG B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Spitäler FMI AG B.2.1.M,0,0.003,0,45
Spitäler FMI AG B.2.2.P,...,...,,...
Spitäler FMI AG C Geriatrische Fr¸hrehablitation, , , , 
Spitäler FMI AG C.1 Geriatrische Fr¸hrehabilitation, , , , 
Spitäler FMI AG C.1.1.F,,,,...
Spitäler FMI AG D Erkrankungen der Lunge, , , , 
Spitäler FMI AG D.1 Lungenentz¸ndung (Pneumonie), , , , 
Spitäler FMI AG D.1.1.M,0.059,0.069,0.9,136
Spitäler FMI AG D.1.2.M,0,0.003,0,11
Spitäler FMI AG D.1.3.M,0,0.009,0,15
Spitäler FMI AG D.1.4.M,0,0.038,0,22
Spitäler FMI AG D.1.5.M,0.054,0.075,0.7,56
Spitäler FMI AG D.1.6.M,0.156,0.13,1.2,32
Spitäler FMI AG D.1.7.M,,,,<10
Spitäler FMI AG D.1.8.M,0.028,0.059,0.5,109
Spitäler FMI AG D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Spitäler FMI AG D.2.1.M,0.061,0.042,1.4,33
Spitäler FMI AG D.2.2.M,...,...,...,...
Spitäler FMI AG D.2.3.M,...,...,...,...
Spitäler FMI AG D.2.4.M,...,...,...,...
Spitäler FMI AG D.2.5.M,...,...,...,...
Spitäler FMI AG D.2.6.P,...,...,,...
Spitäler FMI AG D.2.6.M,...,...,...,...
Spitäler FMI AG D.3 Lungenkrebs, , , , 
Spitäler FMI AG D.3.1.F,,,,77
Spitäler FMI AG D.4 Operationen an der Lunge, , , , 
Spitäler FMI AG D.4.1.M,,,,<10
Spitäler FMI AG D.4.2.P,,,,0
Spitäler FMI AG D.4.2.M,,,,0
Spitäler FMI AG D.4.3.M,,,,0
Spitäler FMI AG E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Spitäler FMI AG E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Spitäler FMI AG E.1.1.M,0,0.003,0,86
Spitäler FMI AG E.1.2.P,0.895,0.92,,77
Spitäler FMI AG E.2 Hernienoperationen, , , , 
Spitäler FMI AG E.2.1.M,0,0.002,0,151
Spitäler FMI AG E.2.2.M,,,,<10
Spitäler FMI AG E.3 Eingriffe an der Schilddr¸se, , , , 
Spitäler FMI AG E.3.1.F,,,,17
Spitäler FMI AG E.3.2.P,0,0.002,,0
Spitäler FMI AG E.3.3.F,,,,...
Spitäler FMI AG E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen), , , , 
Spitäler FMI AG E.4.1.M,0.06,0.049,1.2,67
Spitäler FMI AG E.4.2.M,0.095,0.048,2,21
Spitäler FMI AG E.4.3.M,,,,0
Spitäler FMI AG E.4.4.M,,,,<10
Spitäler FMI AG E.4.5.M,0,0,,13
Spitäler FMI AG E.4.6.M,,,,<10
Spitäler FMI AG E.4.7.M,,,,0
Spitäler FMI AG E.4.8.F,,,,19
Spitäler FMI AG E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom,,,,0
Spitäler FMI AG E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom,,,,12
Spitäler FMI AG E.5 Operationen am Magen, , , , 
Spitäler FMI AG E.5.1.F,,,,0
Spitäler FMI AG E.5.2.M,,,,0
Spitäler FMI AG E.5.3.M,,,,0
Spitäler FMI AG E.6 Operationen am ÷sophagus, , , , 
Spitäler FMI AG E.6.1.M,,,,0
Spitäler FMI AG E.7 Operationen am Pankreas, , , , 
Spitäler FMI AG E.7.1.M,,,,0
Spitäler FMI AG F Operationen an Gef‰ssen, , , , 
Spitäler FMI AG F.1 Extrakranielle Gef‰ssoperationen, , , , 
Spitäler FMI AG F.1.1.M,,,,0
Spitäler FMI AG F.1.2.M,,,,0
Spitäler FMI AG F.1.3.F,,,,0
Spitäler FMI AG F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma), , , , 
Spitäler FMI AG F.2.1.F,,,,0
Spitäler FMI AG F.2.2.M,,,,0
Spitäler FMI AG F.2.3.M,,,,0
Spitäler FMI AG F.2.4.F,,,,0
Spitäler FMI AG F.2.5.M,,,,<10
Spitäler FMI AG F.3 Operationen an Becken≠/Beinarterien, , , , 
Spitäler FMI AG F.3.1.F,,,,<10
Spitäler FMI AG F.3.2.M,...,...,...,...
Spitäler FMI AG F.3.3.M,...,...,...,...
Spitäler FMI AG F.3.4.M,...,...,...,...
Spitäler FMI AG F.3.5.M,,,,<10
Spitäler FMI AG F.3.6.M,,,,<10
Spitäler FMI AG F.3.7.M,,,,0
Spitäler FMI AG F.3.8.F,,,,0
Spitäler FMI AG F.3.9.F,,,,<10
Spitäler FMI AG F.4 Amputationen, , , , 
Spitäler FMI AG F.4.1.M,0.071,0.027,2.6,14
Spitäler FMI AG F.4.2.M,,,,<10
Spitäler FMI AG G Geburtshilfe und Frauenheilkunde, , , , 
Spitäler FMI AG G.1 Geburten, , , , 
Spitäler FMI AG G.1.1.F,,,,564
Spitäler FMI AG G.1.1.P,0,0,,0
Spitäler FMI AG G.1.2.P,0.048,0.028,,19
Spitäler FMI AG G.1.3.P,0.221,0.291,,88
Spitäler FMI AG G.1.4.P,0.294,0.328,,166
Spitäler FMI AG G.2 Neugeborene, , , , 
Spitäler FMI AG G.2.1.F,,,,...
Spitäler FMI AG G.2.2.F,,,,...
Spitäler FMI AG G.2.3.F,,,,...
Spitäler FMI AG G.2.4.F,,,,...
Spitäler FMI AG G.2.5.F,,,,...
Spitäler FMI AG G.2.6.F,,,,...
Spitäler FMI AG G.2.7.F,,,,...
Spitäler FMI AG G.2.8.F,,,,...
Spitäler FMI AG G.2.9.F,,,,...
Spitäler FMI AG G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Spitäler FMI AG G.3.1.M,0,0,0,117
Spitäler FMI AG G.3.2.P,0.65,0.707,,76
Spitäler FMI AG G.4 Brustkrebs, , , , 
Spitäler FMI AG G.4.1.F,,,,61
Spitäler FMI AG G.5 Eingriffe an der Brust, , , , 
Spitäler FMI AG G.5.1.F,,,,55
Spitäler FMI AG G.5.2.F,,,,44
Spitäler FMI AG G.5.3.P,0.636,0.647,,28
Spitäler FMI AG H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Spitäler FMI AG H.1 Entfernung der Niere (Nephrektomie), , , , 
Spitäler FMI AG H.1.1.M,,,,<10
Spitäler FMI AG H.1.2.P,0,0.242,,0
Spitäler FMI AG H.1.3.P Anteil partielle Nephrektomie,,,,<10
Spitäler FMI AG H.1.3.M,,,,<10
