hospital_name,indicator,observed_rate_2012,expected_rate_2012,SMR_2012,number_of_cases_2012
Hôpital du Chablais VS,A.7.2.F,,,,0
Hôpital du Chablais VS,A.7.3.F,,,,0
Hôpital du Chablais VS,A.7.4.F,,,,<10
Hôpital du Chablais VS,A.7.5.F,,,,0
Hôpital du Chablais VS,A.7.6.F,,,,0
Hôpital du Chablais VS,A.7.7.M,,,,0
Hôpital du Chablais VS,A.7.8.M,,,,0
Hôpital du Chablais VS,A.7.9.M,,,,0
Hôpital du Chablais VS,A.7.10.M,,,,0
Hôpital du Chablais VS,A.7.11.M,,,,0
Hôpital du Chablais VS,A.7.12.M,,,,0
Hôpital du Chablais VS,A.7.13.M,,,,0
Hôpital du Chablais VS,A.7.14.M,,,,0
Hôpital du Chablais VS,A.7.15.M,,,,0
Hôpital du Chablais VS,A.7.16.M,,,,0
Hôpital du Chablais VS,A.7.17.M,,,,0
Hôpital du Chablais VS,A.7.18.P,,,,0
Hôpital du Chablais VS,B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Hôpital du Chablais VS,B.1.1.M,0.081,0.107,0.8,62
Hôpital du Chablais VS,B.1.2.M,,,,<10
Hôpital du Chablais VS,B.1.3.M,0.067,0.048,1.4,15
Hôpital du Chablais VS,B.1.4.M,0.032,0.104,0.3,31
Hôpital du Chablais VS,B.1.5.M,0.25,0.212,1.2,12
Hôpital du Chablais VS,B.1.6.P,0,0.176,,0
Hôpital du Chablais VS,B.1.7.M,0.091,0.072,1.3,55
Hôpital du Chablais VS,B.1.8.M,0.085,0.075,1.1,47
Hôpital du Chablais VS,B.1.9.P,0,0.106,,0
Hôpital du Chablais VS,B.1.9.M,,,,0
Hôpital du Chablais VS,B.1.10.M,,,,<10
Hôpital du Chablais VS,B.1.11.M,,,,0
Hôpital du Chablais VS,B.1.12.P,0,0.08,,0
Hôpital du Chablais VS,B.1.12.M,,,,0
Hôpital du Chablais VS,B.2 Accident ischEmique transitoire (AIT), , , , 
Hôpital du Chablais VS,B.2.1.M,0,0.003,0,16
Hôpital du Chablais VS,B.2.2.P,0,0.088,,0
Hôpital du Chablais VS,C REEducation gEriatrique prEcoce, , , , 
Hôpital du Chablais VS,C.1 REEducation gEriatrique prEcoce, , , , 
Hôpital du Chablais VS,C.1.1.F,,,,0
Hôpital du Chablais VS,C.1.2.P,,,,0
Hôpital du Chablais VS,C.1.3.S,,,,0
Hôpital du Chablais VS,D Maladies pulmonaires, , , , 
Hôpital du Chablais VS,D.1 Pneumonie, , , , 
Hôpital du Chablais VS,D.1.1.M,0.026,0.045,0.6,153
Hôpital du Chablais VS,D.1.2.M,0,0.001,0,38
Hôpital du Chablais VS,D.1.3.M,,,,<10
Hôpital du Chablais VS,D.1.4.M,0.095,0.035,2.8,21
Hôpital du Chablais VS,D.1.5.M,0.031,0.056,0.5,65
Hôpital du Chablais VS,D.1.6.M,0,0.108,0,22
Hôpital du Chablais VS,D.1.7.M,0,0.001,0,33
Hôpital du Chablais VS,D.1.8.M,0.011,0.049,0.2,95
Hôpital du Chablais VS,D.2 Broncho-pneumopathie chronique obstructive (BPCO), , , , 
Hôpital du Chablais VS,D.2.1.M,0,0.041,0,63
Hôpital du Chablais VS,D.2.2.M,0,0.07,0,23
Hôpital du Chablais VS,D.2.3.M,0,0.031,0,16
Hôpital du Chablais VS,D.2.4.M,,,,<10
Hôpital du Chablais VS,D.2.5.M,,,,<10
Hôpital du Chablais VS,D.2.6.P,0.206,0.292,,13
Hôpital du Chablais VS,D.2.6.M,0,0.033,0,13
Hôpital du Chablais VS,D.3 Cancer du poumon (carcinome bronchique), , , , 
Hôpital du Chablais VS,D.3.1.F,,,,62
Hôpital du Chablais VS,D.4 OpErations du poumon, , , , 
Hôpital du Chablais VS,D.4.1.M,,,,<10
Hôpital du Chablais VS,D.4.2.P,0,0.075,,0
Hôpital du Chablais VS,D.4.2.M,,,,0
Hôpital du Chablais VS,D.4.3.M,,,,<10
Hôpital du Chablais VS,D.4.4.P,0,0.065,,0
Hôpital du Chablais VS,E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Hôpital du Chablais VS,E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Hôpital du Chablais VS,E.1.1.M,0,0.003,0,90
Hôpital du Chablais VS,E.1.2.P,0.967,0.945,,87
Hôpital du Chablais VS,E.2 REparations de hernie, , , , 
Hôpital du Chablais VS,E.2.1.M,0.009,0.001,8.2,117
Hôpital du Chablais VS,E.2.2.M,,,,<10
Hôpital du Chablais VS,E.3 OpErations de la thyroÔde, , , , 
Hôpital du Chablais VS,E.3.1.F,,,,17
Hôpital du Chablais VS,E.3.2.P,0,0.003,,0
Hôpital du Chablais VS,E.3.3.F,,,,0
Hôpital du Chablais VS,E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , 
Hôpital du Chablais VS,E.4.1.M,0,0.035,0,32
Hôpital du Chablais VS,E.4.2.M,0,0.031,0,15
Hôpital du Chablais VS,E.4.3.M,,,,<10
Hôpital du Chablais VS,E.4.4.M,,,,<10
Hôpital du Chablais VS,E.4.5.M,,,,<10
Hôpital du Chablais VS,E.4.6.M,,,,<10
Hôpital du Chablais VS,E.4.7.M,,,,0
Hôpital du Chablais VS,E.4.8.F,,,,<10
Hôpital du Chablais VS,E.4.9.F Interventions colorectales locales pour cancer colorectal,,,,0
Hôpital du Chablais VS,"E.4.10.F Interventions colorectales locales, affection autre que cancer colorectal",,,,<10
Hôpital du Chablais VS,E.5 OpErations de l'estomac, , , , 
Hôpital du Chablais VS,E.5.1.F,,,,<10
Hôpital du Chablais VS,E.5.2.M,,,,<10
Hôpital du Chablais VS,E.5.3.M,,,,0
Hôpital du Chablais VS,E.6 OpErations de líúsophage, , , , 
Hôpital du Chablais VS,E.6.1.M,,,,0
Hôpital du Chablais VS,E.7 OpErations du pancrEas, , , , 
Hôpital du Chablais VS,E.7.1.M,,,,<10
Hôpital du Chablais VS,F OpErations de vaisseaux, , , , 
Hôpital du Chablais VS,F.1 OpErations des vaisseaux extra≠cr‚niens, , , , 
Hôpital du Chablais VS,F.1.1.M,,,,0
Hôpital du Chablais VS,F.1.2.M,,,,0
Hôpital du Chablais VS,F.1.3.F,,,,0
Hôpital du Chablais VS,F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte), , , , 
Hôpital du Chablais VS,F.2.1.F,,,,<10
Hôpital du Chablais VS,F.2.2.M,,,,0
Hôpital du Chablais VS,F.2.3.M,,,,0
Hôpital du Chablais VS,F.2.4.F,,,,0
Hôpital du Chablais VS,F.2.5.M,,,,<10
Hôpital du Chablais VS,F.3 OpErations des artËres du bassin et des jambes, , , , 
Hôpital du Chablais VS,F.3.1.F,,,,<10
Hôpital du Chablais VS,F.3.2.M,,,,0
Hôpital du Chablais VS,F.3.3.M,,,,0
Hôpital du Chablais VS,F.3.4.M,,,,0
Hôpital du Chablais VS,F.3.5.M,,,,<10
Hôpital du Chablais VS,F.3.6.M,,,,0
Hôpital du Chablais VS,F.3.7.M,,,,0
Hôpital du Chablais VS,F.3.8.F,,,,0
Hôpital du Chablais VS,F.3.9.F,,,,<10
Hôpital du Chablais VS,F.4 Amputations, , , , 
Hôpital du Chablais VS,F.4.1.M,0,0.021,0,13
Hôpital du Chablais VS,F.4.2.M,,,,<10
Hôpital du Chablais VS,F.5 Angioplasties transluminales percutanEes (ATP), , , , 
Hôpital du Chablais VS,F.5.1.F,,,,<10
Hôpital du Chablais VS,F.5.2.F,,,,0
Hôpital du Chablais VS,F.5.3.F,,,,0
Hôpital du Chablais VS,G GynEcologie et obstEtrique, , , , 
Hôpital du Chablais VS,G.1 Accouchements, , , , 
Hôpital du Chablais VS,G.1.1.F,,,,552
Hôpital du Chablais VS,G.1.1.P,0,0,,0
Hôpital du Chablais VS,G.1.2.P,0.046,0.031,,18
Hôpital du Chablais VS,G.1.3.P,0.226,0.246,,88
Hôpital du Chablais VS,G.1.4.P,0.295,0.331,,163
Hôpital du Chablais VS,G.2 Nouveau≠nEs, , , , 
Hôpital du Chablais VS,G.2.1.F,,,,<10
Hôpital du Chablais VS,G.2.2.F,,,,<10
Hôpital du Chablais VS,G.2.3.F,,,,0
Hôpital du Chablais VS,G.2.4.F,,,,<10
Hôpital du Chablais VS,G.2.5.F,,,,0
Hôpital du Chablais VS,G.2.6.F,,,,<10
Hôpital du Chablais VS,G.2.7.F,,,,<10
Hôpital du Chablais VS,G.2.8.F,,,,41
Hôpital du Chablais VS,G.2.9.F,,,,550
Hôpital du Chablais VS,G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Hôpital du Chablais VS,G.3.1.M,0,0,0,35
Hôpital du Chablais VS,G.3.2.P,0.667,0.745,,22
Hôpital du Chablais VS,G.4 Cancer du sein, , , , 
Hôpital du Chablais VS,G.4.1.F,,,,53
Hôpital du Chablais VS,G.5 Interventions du sein, , , , 
Hôpital du Chablais VS,G.5.1.F,,,,53
Hôpital du Chablais VS,G.5.2.F,,,,37
Hôpital du Chablais VS,G.5.3.P,0.541,0.72,,20
Hôpital du Chablais VS,H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Hôpital du Chablais VS,H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Hôpital du Chablais VS,H.1.1.M,,,,<10
Hôpital du Chablais VS,H.1.2.P,0,0.261,,0
Hôpital du Chablais VS,"H.1.3.P NEphrectomie partielle, pourcentage",,,,<10
Hôpital du Chablais VS,H.1.3.M,,,,<10
Hôpital du Chablais VS,H.1.4.P,0,0.344,,0
Hôpital du Chablais VS,H.2 Calculs rEnaux, , , , 
Hôpital du Chablais VS,H.2.1.F,,,,75
Hôpital du Chablais VS,H.2.2.P,0.2,0.46,,15
Hôpital du Chablais VS,H.3 OpErations de la vessie, , , , 
Hôpital du Chablais VS,H.3.1.F,,,,40
Hôpital du Chablais VS,H.3.2.F,,,,37
Hôpital du Chablais VS,H.3.3.F,,,,31
Hôpital du Chablais VS,H.3.4.P,,,,<10
Hôpital du Chablais VS,H.3.5.M,,,,<10
Hôpital du Chablais VS,H.4 REsection prostatique transurEtrale (TURP), , , , 
Hôpital du Chablais VS,H.4.1.M,0,0.002,0,43
Hôpital du Chablais VS,H.5 Carcinome de la prostate, , , , 
Hôpital du Chablais VS,H.5.1.F,,,,64
Hôpital du Chablais VS,H.5.2.M,0,0.001,0,23
Hôpital du Chablais VS,I Affections orthopEdiques et traumatologiques, , , , 
Hôpital du Chablais VS,"I.1 Remplacement de l'articulation, endoprothËse totale (EPT)", , , , 
Hôpital du Chablais VS,I.1.1.M,0.016,0.002,10.3,61
Hôpital du Chablais VS,I.1.2.M,,,,<10
Hôpital du Chablais VS,I.1.3.M,0,0.001,0,53
Hôpital du Chablais VS,I.1.4.M,,,,<10
Hôpital du Chablais VS,I.1.5.M,,,,0
Hôpital du Chablais VS,I.2 OpErations de la colonne vertEbrale, , , , 
Hôpital du Chablais VS,I.2.1.F,,,,10
Hôpital du Chablais VS,I.2.2.M,,,,0
Hôpital du Chablais VS,I.3 Fractures mEtaphysaires de la hanche, , , , 
Hôpital du Chablais VS,I.3.1.M,0.114,0.033,3.5,35
Hôpital du Chablais VS,I.3.2.M,,,,<10
Hôpital du Chablais VS,I.3.3.M,,,,<10
Hôpital du Chablais VS,I.3.4.M,0.1,0.036,2.8,10
Hôpital du Chablais VS,I.3.5.M,,,,<10
Hôpital du Chablais VS,I.3.6.M,,,,<10
Hôpital du Chablais VS,I.3.7.M,,,,<10
Hôpital du Chablais VS,I.3.8.M,0,0.031,0,28
Hôpital du Chablais VS,"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
Hôpital du Chablais VS,J.1 Respiration artificielle, , , , 
Hôpital du Chablais VS,J.1.1.M,0.091,0.327,0.3,11
Hôpital du Chablais VS,J.2 Etats septiques, , , , 
Hôpital du Chablais VS,J.2.1.M,0.156,0.125,1.2,45
institution,indicator,taux observE 2012,taux attendu 2012,SMR 2012,nombre de cas 2012
Hôpital du Chablais VS,A Maladies cardiaques, , , , 
Hôpital du Chablais VS,A.1 Infarctus du myocarde, , , , 
Hôpital du Chablais VS,A.1.1.M,,,,<10
Hôpital du Chablais VS,A.1.2.M,,,,0
Hôpital du Chablais VS,A.1.3.M,,,,0
Hôpital du Chablais VS,A.1.4.M,,,,<10
Hôpital du Chablais VS,A.1.5.M,,,,<10
Hôpital du Chablais VS,A.1.6.P,0,0.595,,0
Hôpital du Chablais VS,A.1.7.M,,,,<10
Hôpital du Chablais VS,A.1.8.M,,,,<10
Hôpital du Chablais VS,A.1.9.P,0,0.024,,0
Hôpital du Chablais VS,A.1.10.M,,,,<10
Hôpital du Chablais VS,A.1.11.M,,,,<10
Hôpital du Chablais VS,A.2 Insuffisance cardiaque, , , , 
Hôpital du Chablais VS,A.2.1.M,0.188,0.095,2,48
Hôpital du Chablais VS,A.2.2.M,,,,0
Hôpital du Chablais VS,A.2.3.M,,,,<10
Hôpital du Chablais VS,A.2.4.M,0.25,0.077,3.3,28
Hôpital du Chablais VS,A.2.5.M,0.105,0.125,0.8,19
Hôpital du Chablais VS,A.3 CathEtErisme cardiaque gauche (CCG), , , , 
Hôpital du Chablais VS,A.3.1.F,,,,0
Hôpital du Chablais VS,A.3.2.M,,,,0
Hôpital du Chablais VS,"A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19), mortalitE",,,,0
Hôpital du Chablais VS,A.3.4.M,,,,0
Hôpital du Chablais VS,A.3.5.P,,,,0
Hôpital du Chablais VS,A.3.6.F,,,,0
Hôpital du Chablais VS,A.4 Troubles du rythme cardiaque, , , , 
Hôpital du Chablais VS,A.4.1.F,,,,10
Hôpital du Chablais VS,A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Hôpital du Chablais VS,A.5.1.F,,,,0
Hôpital du Chablais VS,A.5.2.F,,,,0
Hôpital du Chablais VS,A.6 Traitement par ablation, , , , 
Hôpital du Chablais VS,A.6.1.F,,,,0
Hôpital du Chablais VS,A.6.2.F,,,,0
Hôpital du Chablais VS,A.7 OpErations du cúur, , , , 
Hôpital du Chablais VS,A.7.1.F,,,,0
Hôpital du Chablais VS,A.7.2.F,,,,0
Hôpital du Chablais VS,A.7.3.F,,,,0
Hôpital du Chablais VS,A.7.4.F,,,,0
Hôpital du Chablais VS,A.7.5.F,,,,0
Hôpital du Chablais VS,A.7.6.F,,,,0
Hôpital du Chablais VS,A.7.7.M,,,,0
Hôpital du Chablais VS,A.7.8.M,,,,0
Hôpital du Chablais VS,A.7.9.M,,,,0
Hôpital du Chablais VS,A.7.10.M,,,,0
Hôpital du Chablais VS,A.7.11.M,,,,0
Hôpital du Chablais VS,A.7.12.M,,,,0
Hôpital du Chablais VS,A.7.13.M,,,,0
Hôpital du Chablais VS,A.7.14.M,,,,0
Hôpital du Chablais VS,A.7.15.M,,,,0
Hôpital du Chablais VS,A.7.16.M,,,,0
Hôpital du Chablais VS,A.7.17.M,,,,0
Hôpital du Chablais VS,A.7.18.P,,,,0
Hôpital du Chablais VS,B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Hôpital du Chablais VS,B.1.1.M,0.125,0.131,1,24
Hôpital du Chablais VS,B.1.2.M,,,,0
Hôpital du Chablais VS,B.1.3.M,,,,<10
Hôpital du Chablais VS,B.1.4.M,0.125,0.105,1.2,16
Hôpital du Chablais VS,B.1.5.M,,,,<10
Hôpital du Chablais VS,B.1.6.P,0,0.176,,0
Hôpital du Chablais VS,B.1.7.M,0.158,0.08,2,19
Hôpital du Chablais VS,B.1.8.M,,,,0
Hôpital du Chablais VS,B.1.9.P,0,0.106,,0
Hôpital du Chablais VS,B.1.9.M,,,,0
Hôpital du Chablais VS,B.1.10.M,,,,<10
Hôpital du Chablais VS,B.1.11.M,,,,<10
Hôpital du Chablais VS,B.1.12.P,,,,<10
Hôpital du Chablais VS,B.1.12.M,,,,<10
Hôpital du Chablais VS,B.2 Accident ischEmique transitoire (AIT), , , , 
Hôpital du Chablais VS,B.2.1.M,,,,<10
Hôpital du Chablais VS,B.2.2.P,0,0.088,,0
Hôpital du Chablais VS,C REEducation gEriatrique prEcoce, , , , 
Hôpital du Chablais VS,C.1 REEducation gEriatrique prEcoce, , , , 
Hôpital du Chablais VS,C.1.1.F,,,,0
Hôpital du Chablais VS,C.1.2.P,,,,0
Hôpital du Chablais VS,C.1.3.S,,,,0
Hôpital du Chablais VS,D Maladies pulmonaires, , , , 
Hôpital du Chablais VS,D.1 Pneumonie, , , , 
Hôpital du Chablais VS,D.1.1.M,0.094,0.076,1.2,32
Hôpital du Chablais VS,D.1.2.M,,,,0
Hôpital du Chablais VS,D.1.3.M,,,,0
Hôpital du Chablais VS,D.1.4.M,,,,<10
Hôpital du Chablais VS,D.1.5.M,0.2,0.053,3.8,15
Hôpital du Chablais VS,D.1.6.M,0,0.104,0,15
Hôpital du Chablais VS,D.1.7.M,,,,0
Hôpital du Chablais VS,D.1.8.M,,,,<10
Hôpital du Chablais VS,D.2 Broncho-pneumopathie chronique obstructive (BPCO), , , , 
Hôpital du Chablais VS,D.2.1.M,0.174,0.053,3.3,23
Hôpital du Chablais VS,D.2.2.M,,,,<10
Hôpital du Chablais VS,D.2.3.M,0.2,0.039,5.1,10
Hôpital du Chablais VS,D.2.4.M,,,,<10
Hôpital du Chablais VS,D.2.5.M,,,,0
Hôpital du Chablais VS,D.2.6.P,0.435,0.292,,10
Hôpital du Chablais VS,D.2.6.M,0.1,0.042,2.4,10
Hôpital du Chablais VS,D.3 Cancer du poumon (carcinome bronchique), , , , 
Hôpital du Chablais VS,D.3.1.F,,,,20
Hôpital du Chablais VS,D.4 OpErations du poumon, , , , 
Hôpital du Chablais VS,D.4.1.M,,,,0
Hôpital du Chablais VS,D.4.2.P,,,,0
Hôpital du Chablais VS,D.4.2.M,,,,0
Hôpital du Chablais VS,D.4.3.M,,,,0
Hôpital du Chablais VS,D.4.4.P,,,,0
Hôpital du Chablais VS,E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Hôpital du Chablais VS,E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Hôpital du Chablais VS,E.1.1.M,,,,0
Hôpital du Chablais VS,E.1.2.P,,,,0
Hôpital du Chablais VS,E.2 REparations de hernie, , , , 
Hôpital du Chablais VS,E.2.1.M,,,,0
Hôpital du Chablais VS,E.2.2.M,,,,0
Hôpital du Chablais VS,E.3 OpErations de la thyroÔde, , , , 
Hôpital du Chablais VS,E.3.1.F,,,,0
Hôpital du Chablais VS,E.3.2.P,,,,0
Hôpital du Chablais VS,E.3.3.F,,,,0
Hôpital du Chablais VS,E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , 
Hôpital du Chablais VS,E.4.1.M,,,,0
Hôpital du Chablais VS,E.4.2.M,,,,0
Hôpital du Chablais VS,E.4.3.M,,,,0
Hôpital du Chablais VS,E.4.4.M,,,,0
Hôpital du Chablais VS,E.4.5.M,,,,0
Hôpital du Chablais VS,E.4.6.M,,,,0
Hôpital du Chablais VS,E.4.7.M,,,,0
Hôpital du Chablais VS,E.4.8.F,,,,0
Hôpital du Chablais VS,E.4.9.F Interventions colorectales locales pour cancer colorectal,,,,0
Hôpital du Chablais VS,"E.4.10.F Interventions colorectales locales, affection autre que cancer colorectal",,,,0
Hôpital du Chablais VS,E.5 OpErations de l'estomac, , , , 
Hôpital du Chablais VS,E.5.1.F,,,,0
Hôpital du Chablais VS,E.5.2.M,,,,0
Hôpital du Chablais VS,E.5.3.M,,,,0
Hôpital du Chablais VS,E.6 OpErations de líúsophage, , , , 
Hôpital du Chablais VS,E.6.1.M,,,,0
Hôpital du Chablais VS,E.7 OpErations du pancrEas, , , , 
Hôpital du Chablais VS,E.7.1.M,,,,0
Hôpital du Chablais VS,F OpErations de vaisseaux, , , , 
Hôpital du Chablais VS,F.1 OpErations des vaisseaux extra≠cr‚niens, , , , 
Hôpital du Chablais VS,F.1.1.M,,,,0
Hôpital du Chablais VS,F.1.2.M,,,,0
Hôpital du Chablais VS,F.1.3.F,,,,0
Hôpital du Chablais VS,F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte), , , , 
Hôpital du Chablais VS,F.2.1.F,,,,0
Hôpital du Chablais VS,F.2.2.M,,,,0
Hôpital du Chablais VS,F.2.3.M,,,,0
Hôpital du Chablais VS,F.2.4.F,,,,0
Hôpital du Chablais VS,F.2.5.M,,,,0
Hôpital du Chablais VS,F.3 OpErations des artËres du bassin et des jambes, , , , 
Hôpital du Chablais VS,F.3.1.F,,,,0
Hôpital du Chablais VS,F.3.2.M,,,,0
Hôpital du Chablais VS,F.3.3.M,,,,0
Hôpital du Chablais VS,F.3.4.M,,,,0
Hôpital du Chablais VS,F.3.5.M,,,,0
Hôpital du Chablais VS,F.3.6.M,,,,0
Hôpital du Chablais VS,F.3.7.M,,,,0
Hôpital du Chablais VS,F.3.8.F,,,,0
Hôpital du Chablais VS,F.3.9.F,,,,0
Hôpital du Chablais VS,F.4 Amputations, , , , 
Hôpital du Chablais VS,F.4.1.M,,,,0
Hôpital du Chablais VS,F.4.2.M,,,,0
Hôpital du Chablais VS,F.5 Angioplasties transluminales percutanEes (ATP), , , , 
Hôpital du Chablais VS,F.5.1.F,,,,0
Hôpital du Chablais VS,F.5.2.F,,,,0
Hôpital du Chablais VS,F.5.3.F,,,,0
Hôpital du Chablais VS,G GynEcologie et obstEtrique, , , , 
Hôpital du Chablais VS,G.1 Accouchements, , , , 
Hôpital du Chablais VS,G.1.1.F,,,,0
Hôpital du Chablais VS,G.1.1.P,,,,0
Hôpital du Chablais VS,G.1.2.P,,,,0
Hôpital du Chablais VS,G.1.3.P,,,,0
Hôpital du Chablais VS,G.1.4.P,,,,0
Hôpital du Chablais VS,G.2 Nouveau≠nEs, , , , 
Hôpital du Chablais VS,G.2.1.F,,,,0
Hôpital du Chablais VS,G.2.2.F,,,,0
Hôpital du Chablais VS,G.2.3.F,,,,0
Hôpital du Chablais VS,G.2.4.F,,,,0
Hôpital du Chablais VS,G.2.5.F,,,,0
Hôpital du Chablais VS,G.2.6.F,,,,0
Hôpital du Chablais VS,G.2.7.F,,,,0
Hôpital du Chablais VS,G.2.8.F,,,,0
Hôpital du Chablais VS,G.2.9.F,,,,0
Hôpital du Chablais VS,G.3 Ablation de líutErus pour affections bEnignes (hystErectomie), , , , 
Hôpital du Chablais VS,G.3.1.M,,,,0
Hôpital du Chablais VS,G.3.2.P,,,,0
Hôpital du Chablais VS,G.4 Cancer du sein, , , , 
Hôpital du Chablais VS,G.4.1.F,,,,<10
Hôpital du Chablais VS,G.5 Interventions du sein, , , , 
Hôpital du Chablais VS,G.5.1.F,,,,0
Hôpital du Chablais VS,G.5.2.F,,,,0
Hôpital du Chablais VS,G.5.3.P,,,,0
Hôpital du Chablais VS,H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
Hôpital du Chablais VS,H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
Hôpital du Chablais VS,H.1.1.M,,,,0
Hôpital du Chablais VS,H.1.2.P,,,,0
Hôpital du Chablais VS,"H.1.3.P NEphrectomie partielle, pourcentage",,,,0
Hôpital du Chablais VS,H.1.3.M,,,,0
Hôpital du Chablais VS,H.1.4.P,,,,0
Hôpital du Chablais VS,H.2 Calculs rEnaux, , , , 
Hôpital du Chablais VS,H.2.1.F,,,,0
Hôpital du Chablais VS,H.2.2.P,,,,0
Hôpital du Chablais VS,H.3 OpErations de la vessie, , , , 
Hôpital du Chablais VS,H.3.1.F,,,,0
Hôpital du Chablais VS,H.3.2.F,,,,0
Hôpital du Chablais VS,H.3.3.F,,,,0
Hôpital du Chablais VS,H.3.4.P,,,,0
Hôpital du Chablais VS,H.3.5.M,,,,0
Hôpital du Chablais VS,H.4 REsection prostatique transurEtrale (TURP), , , , 
Hôpital du Chablais VS,H.4.1.M,,,,0
Hôpital du Chablais VS,H.5 Carcinome de la prostate, , , , 
Hôpital du Chablais VS,H.5.1.F,,,,21
Hôpital du Chablais VS,H.5.2.M,,,,0
Hôpital du Chablais VS,I Affections orthopEdiques et traumatologiques, , , , 
Hôpital du Chablais VS,"I.1 Remplacement de l'articulation, endoprothËse totale (EPT)", , , , 
Hôpital du Chablais VS,I.1.1.M,,,,0
Hôpital du Chablais VS,I.1.2.M,,,,0
Hôpital du Chablais VS,I.1.3.M,,,,0
Hôpital du Chablais VS,I.1.4.M,,,,0
Hôpital du Chablais VS,I.1.5.M,,,,0
Hôpital du Chablais VS,I.2 OpErations de la colonne vertEbrale, , , , 
Hôpital du Chablais VS,I.2.1.F,,,,0
Hôpital du Chablais VS,I.2.2.M,,,,0
Hôpital du Chablais VS,I.3 Fractures mEtaphysaires de la hanche, , , , 
Hôpital du Chablais VS,I.3.1.M,0.133,0.048,2.8,30
Hôpital du Chablais VS,I.3.2.M,,,,0
Hôpital du Chablais VS,I.3.3.M,,,,<10
Hôpital du Chablais VS,I.3.4.M,,,,<10
Hôpital du Chablais VS,I.3.5.M,,,,<10
Hôpital du Chablais VS,I.3.6.M,,,,<10
Hôpital du Chablais VS,I.3.7.M,,,,<10
Hôpital du Chablais VS,I.3.8.M,0.03,0.039,0.8,33
Hôpital du Chablais VS,"J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
Hôpital du Chablais VS,J.1 Respiration artificielle, , , , 
Hôpital du Chablais VS,J.1.1.M,,,,0
Hôpital du Chablais VS,J.2 Etats septiques, , , , 
Hôpital du Chablais VS,J.2.1.M,,,,<10
institution,indicator,taux observE 2012,taux attendu 2012,SMR 2012,nombre de cas 2012
Hôpital de la Riviera,A Maladies cardiaques, , , , 
Hôpital de la Riviera,A.1 Infarctus du myocarde, , , , 
Hôpital de la Riviera,A.1.1.M,0.028,0.074,0.4,144
Hôpital de la Riviera,A.1.2.M,,,,<10
Hôpital de la Riviera,A.1.3.M,0,0.023,0,48
Hôpital de la Riviera,A.1.4.M,0.033,0.063,0.5,61
Hôpital de la Riviera,A.1.5.M,0.062,0.18,0.3,32
Hôpital de la Riviera,A.1.6.P,,,,<10
Hôpital de la Riviera,A.1.7.M,0.048,0.101,0.5,63
Hôpital de la Riviera,A.1.8.M,0.026,0.055,0.5,39
Hôpital de la Riviera,A.1.9.P,,,,<10
Hôpital de la Riviera,A.1.10.M,0,0.09,0,49
Hôpital de la Riviera,A.1.11.M,0.043,0.045,1,93
Hôpital de la Riviera,A.2 Insuffisance cardiaque, , , , 
Hôpital de la Riviera,A.2.1.M,0.085,0.097,0.9,236
Hôpital de la Riviera,A.2.2.M,,,,0
Hôpital de la Riviera,A.2.3.M,0,0.038,0,12
Hôpital de la Riviera,A.2.4.M,0.071,0.079,0.9,141
Hôpital de la Riviera,A.2.5.M,0.12,0.134,0.9,83
Hôpital de la Riviera,A.3 CathEtErisme cardiaque gauche (CCG), , , , 
Hôpital de la Riviera,A.3.1.F,,,,<10
Hôpital de la Riviera,A.3.2.M,,,,<10
Hôpital de la Riviera,"A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19), mortalitE",,,,<10
Hôpital de la Riviera,A.3.4.M,,,,<10
Hôpital de la Riviera,A.3.5.P,0,0.377,,0
Hôpital de la Riviera,A.3.6.F,,,,0
Hôpital de la Riviera,A.4 Troubles du rythme cardiaque, , , , 
Hôpital de la Riviera,A.4.1.F,,,,163
Hôpital de la Riviera,A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Hôpital de la Riviera,A.5.1.F,,,,72
Hôpital de la Riviera,A.5.2.F,,,,12
Hôpital de la Riviera,A.6 Traitement par ablation, , , , 
Hôpital de la Riviera,A.6.1.F,,,,0
