hospital_name,indicator,observed_rate_2008,expected_rate_2008,SMR_2008,number_of_cases_2008,observed_rate_2009,expected_rate_2009,SMR_2009,number_of_cases_2009,observed_rate_2010,expected_rate_2010,SMR_2010,number_of_cases_2010,observed_rate_2011,expected_rate_2011,SMR_2011,number_of_cases_2011,observed_rate_2012,expected_rate_2012,SMR_2012,number_of_cases_2012,observed_rate_2013,expected_rate_2013,SMR_2013,number_of_cases_2013,observed_rate_2014,expected_rate_2014,SMR_2014,number_of_cases_2014,observed_rate_2015,expected_rate_2015,SMR_2015,number_of_cases_2015,observed_rate_2016,expected_rate_2016,SMR_2016,number_of_cases_2016,observed_rate_2017,expected_rate_2017,SMR_2017,number_of_cases_2017,observed_rate_2018,expected_rate_2018,SMR_2018,number_of_cases_2018,observed_rate_2019,expected_rate_2019,SMR_2019,number_of_cases_2019,observed_rate_2020,expected_rate_2020,SMR_2020,number_of_cases_2020,observed_rate_2021,expected_rate_2021,SMR_2021,number_of_cases_2021
HUG,D.4.1.M,0.056,0.033,1.7,108,0.01,0.028,0.3,104,0.012,0.025,0.5,86,0.026,0.024,1.1,117,0.016,0.014,1.1,129,0.027,0.025,1.1,112,0.028,0.02,1.4,109,0.019,0.016,1.2,154,0.029,0.018,1.6,136,0.025,0.017,1.5,119,0.022,0.02,1.1,139,,,,0,,,,0,,,,0
HUG,D.4.1.M,0.056,0.033,1.7,108,0.01,0.028,0.3,104,0.012,0.025,0.5,86,0.026,0.024,1.1,117,0.016,0.014,1.1,129,0.027,0.025,1.1,112,0.028,0.02,1.4,109,0.019,0.016,1.2,154,0.029,0.018,1.6,136,0.025,0.017,1.5,119,0.022,0.02,1.1,139,,,,0,0.009,0.016,0.5,112,0.023,0.018,1.3,128
HUG,D.4.1.M,0.056,0.033,1.7,108,0.01,0.028,0.3,104,0.012,0.025,0.5,86,0.026,0.024,1.1,117,0.016,0.014,1.1,129,0.027,0.025,1.1,112,0.028,0.02,1.4,109,0.019,0.016,1.2,154,0.029,0.018,1.6,136,0.025,0.017,1.5,119,0.022,0.02,1.1,139,,,,0,0.009,0.016,0.5,112,,,,0
HUG,D.4.2.P,0.19,0.136,,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,2,,,,0,,,,3
HUG,D.4.2.P,0.19,0.136,,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,2,,,,0,,,,0
HUG,D.4.2.P,0.19,0.136,,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,2,,,,2,,,,3
HUG,D.4.2.P,0.19,0.136,,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,2,,,,2,,,,0
HUG,D.4.2.P,0.19,0.136,,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,0,,,,0,,,,3
HUG,D.4.2.P,0.19,0.136,,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,0,,,,0,,,,0
HUG,D.4.2.P,0.19,0.136,,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,0,,,,2,,,,3
HUG,D.4.2.P,0.19,0.136,,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,0,,,,2,,,,0
HUG,D.4.2.M,0,0.072,0,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,2,,,,0,,,,3
HUG,D.4.2.M,0,0.072,0,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,2,,,,0,,,,0
HUG,D.4.2.M,0,0.072,0,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,2,,,,2,,,,3
HUG,D.4.2.M,0,0.072,0,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,2,,,,2,,,,0
HUG,D.4.2.M,0,0.072,0,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,0,,,,0,,,,3
HUG,D.4.2.M,0,0.072,0,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,0,,,,0,,,,0
HUG,D.4.2.M,0,0.072,0,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,0,,,,2,,,,3
HUG,D.4.2.M,0,0.072,0,12,,,,<10,,,,<10,,,,<10,,,,<10,,,,2,,,,4,,,,3,,,,3,,,,3,,,,4,,,,0,,,,2,,,,0
HUG,D.4.3.M,0.059,0.03,1.9,51,0,0.024,0,45,0,0.027,0,35,0.042,0.02,2.1,48,0.015,0.011,1.3,68,0.019,0.026,0.7,54,0,0.021,0,55,0.014,0.01,1.3,71,0.055,0.018,3.1,73,0.018,0.011,1.6,56,0.027,0.023,1.2,75,0.043,0.016,2.7,69,,,,0,0.014,0.016,0.9,70
HUG,D.4.3.M,0.059,0.03,1.9,51,0,0.024,0,45,0,0.027,0,35,0.042,0.02,2.1,48,0.015,0.011,1.3,68,0.019,0.026,0.7,54,0,0.021,0,55,0.014,0.01,1.3,71,0.055,0.018,3.1,73,0.018,0.011,1.6,56,0.027,0.023,1.2,75,0.043,0.016,2.7,69,,,,0,,,,0
HUG,D.4.3.M,0.059,0.03,1.9,51,0,0.024,0,45,0,0.027,0,35,0.042,0.02,2.1,48,0.015,0.011,1.3,68,0.019,0.026,0.7,54,0,0.021,0,55,0.014,0.01,1.3,71,0.055,0.018,3.1,73,0.018,0.011,1.6,56,0.027,0.023,1.2,75,0.043,0.016,2.7,69,0.016,0.013,1.2,61,0.014,0.016,0.9,70
HUG,D.4.3.M,0.059,0.03,1.9,51,0,0.024,0,45,0,0.027,0,35,0.042,0.02,2.1,48,0.015,0.011,1.3,68,0.019,0.026,0.7,54,0,0.021,0,55,0.014,0.01,1.3,71,0.055,0.018,3.1,73,0.018,0.011,1.6,56,0.027,0.023,1.2,75,0.043,0.016,2.7,69,0.016,0.013,1.2,61,,,,0
HUG,D.4.3.M,0.059,0.03,1.9,51,0,0.024,0,45,0,0.027,0,35,0.042,0.02,2.1,48,0.015,0.011,1.3,68,0.019,0.026,0.7,54,0,0.021,0,55,0.014,0.01,1.3,71,0.055,0.018,3.1,73,0.018,0.011,1.6,56,0.027,0.023,1.2,75,,,,0,,,,0,0.014,0.016,0.9,70
HUG,D.4.3.M,0.059,0.03,1.9,51,0,0.024,0,45,0,0.027,0,35,0.042,0.02,2.1,48,0.015,0.011,1.3,68,0.019,0.026,0.7,54,0,0.021,0,55,0.014,0.01,1.3,71,0.055,0.018,3.1,73,0.018,0.011,1.6,56,0.027,0.023,1.2,75,,,,0,,,,0,,,,0
HUG,D.4.3.M,0.059,0.03,1.9,51,0,0.024,0,45,0,0.027,0,35,0.042,0.02,2.1,48,0.015,0.011,1.3,68,0.019,0.026,0.7,54,0,0.021,0,55,0.014,0.01,1.3,71,0.055,0.018,3.1,73,0.018,0.011,1.6,56,0.027,0.023,1.2,75,,,,0,0.016,0.013,1.2,61,0.014,0.016,0.9,70
HUG,D.4.3.M,0.059,0.03,1.9,51,0,0.024,0,45,0,0.027,0,35,0.042,0.02,2.1,48,0.015,0.011,1.3,68,0.019,0.026,0.7,54,0,0.021,0,55,0.014,0.01,1.3,71,0.055,0.018,3.1,73,0.018,0.011,1.6,56,0.027,0.023,1.2,75,,,,0,0.016,0.013,1.2,61,,,,0
HUG,E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUG,E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,
HUG,E.1.1.M,0.002,0.003,0.8,436,0,0.003,0,446,0.004,0.002,2.2,476,0,0.003,0,419,0.003,0.003,0.9,396,0,0.002,0,397,0.006,0.002,2.8,472,0,0.002,0,487,0,0.002,0,537,0,0.002,0,456,0,0.002,0,437,0.002,0.002,1.2,467,,,,0,0.003,0.003,1,383
HUG,E.1.1.M,0.002,0.003,0.8,436,0,0.003,0,446,0.004,0.002,2.2,476,0,0.003,0,419,0.003,0.003,0.9,396,0,0.002,0,397,0.006,0.002,2.8,472,0,0.002,0,487,0,0.002,0,537,0,0.002,0,456,0,0.002,0,437,0.002,0.002,1.2,467,,,,0,,,,0
HUG,E.1.1.M,0.002,0.003,0.8,436,0,0.003,0,446,0.004,0.002,2.2,476,0,0.003,0,419,0.003,0.003,0.9,396,0,0.002,0,397,0.006,0.002,2.8,472,0,0.002,0,487,0,0.002,0,537,0,0.002,0,456,0,0.002,0,437,0.002,0.002,1.2,467,0.002,0.002,1.4,416,0.003,0.003,1,383
HUG,E.1.1.M,0.002,0.003,0.8,436,0,0.003,0,446,0.004,0.002,2.2,476,0,0.003,0,419,0.003,0.003,0.9,396,0,0.002,0,397,0.006,0.002,2.8,472,0,0.002,0,487,0,0.002,0,537,0,0.002,0,456,0,0.002,0,437,0.002,0.002,1.2,467,0.002,0.002,1.4,416,,,,0
HUG,E.1.1.M,0.002,0.003,0.8,436,0,0.003,0,446,0.004,0.002,2.2,476,0,0.003,0,419,0.003,0.003,0.9,396,0,0.002,0,397,0.006,0.002,2.8,472,0,0.002,0,487,0,0.002,0,537,0,0.002,0,456,0,0.002,0,437,,,,0,,,,0,0.003,0.003,1,383
HUG,E.1.1.M,0.002,0.003,0.8,436,0,0.003,0,446,0.004,0.002,2.2,476,0,0.003,0,419,0.003,0.003,0.9,396,0,0.002,0,397,0.006,0.002,2.8,472,0,0.002,0,487,0,0.002,0,537,0,0.002,0,456,0,0.002,0,437,,,,0,,,,0,,,,0
HUG,E.1.1.M,0.002,0.003,0.8,436,0,0.003,0,446,0.004,0.002,2.2,476,0,0.003,0,419,0.003,0.003,0.9,396,0,0.002,0,397,0.006,0.002,2.8,472,0,0.002,0,487,0,0.002,0,537,0,0.002,0,456,0,0.002,0,437,,,,0,0.002,0.002,1.4,416,0.003,0.003,1,383
HUG,E.1.1.M,0.002,0.003,0.8,436,0,0.003,0,446,0.004,0.002,2.2,476,0,0.003,0,419,0.003,0.003,0.9,396,0,0.002,0,397,0.006,0.002,2.8,472,0,0.002,0,487,0,0.002,0,537,0,0.002,0,456,0,0.002,0,437,,,,0,0.002,0.002,1.4,416,,,,0
HUG,E.1.2.P,0.897,0.92,,391,0.926,0.931,,413,0.933,0.936,,444,0.928,0.935,,389,0.899,0.945,,356,0.932,0.952,,370,0.939,0.95,,443,0.945,0.958,,460,0.957,0.962,,514,0.971,0.967,,443,0.963,0.969,,421,0.951,0.971,,444,,,,0,0.963,0.975,,369
HUG,E.1.2.P,0.897,0.92,,391,0.926,0.931,,413,0.933,0.936,,444,0.928,0.935,,389,0.899,0.945,,356,0.932,0.952,,370,0.939,0.95,,443,0.945,0.958,,460,0.957,0.962,,514,0.971,0.967,,443,0.963,0.969,,421,0.951,0.971,,444,,,,0,,,,0
HUG,E.1.2.P,0.897,0.92,,391,0.926,0.931,,413,0.933,0.936,,444,0.928,0.935,,389,0.899,0.945,,356,0.932,0.952,,370,0.939,0.95,,443,0.945,0.958,,460,0.957,0.962,,514,0.971,0.967,,443,0.963,0.969,,421,0.951,0.971,,444,0.962,0.97,,400,0.963,0.975,,369
HUG,E.1.2.P,0.897,0.92,,391,0.926,0.931,,413,0.933,0.936,,444,0.928,0.935,,389,0.899,0.945,,356,0.932,0.952,,370,0.939,0.95,,443,0.945,0.958,,460,0.957,0.962,,514,0.971,0.967,,443,0.963,0.969,,421,0.951,0.971,,444,0.962,0.97,,400,,,,0
HUG,E.1.2.P,0.897,0.92,,391,0.926,0.931,,413,0.933,0.936,,444,0.928,0.935,,389,0.899,0.945,,356,0.932,0.952,,370,0.939,0.95,,443,0.945,0.958,,460,0.957,0.962,,514,0.971,0.967,,443,0.963,0.969,,421,,,,0,,,,0,0.963,0.975,,369
HUG,E.1.2.P,0.897,0.92,,391,0.926,0.931,,413,0.933,0.936,,444,0.928,0.935,,389,0.899,0.945,,356,0.932,0.952,,370,0.939,0.95,,443,0.945,0.958,,460,0.957,0.962,,514,0.971,0.967,,443,0.963,0.969,,421,,,,0,,,,0,,,,0
HUG,E.1.2.P,0.897,0.92,,391,0.926,0.931,,413,0.933,0.936,,444,0.928,0.935,,389,0.899,0.945,,356,0.932,0.952,,370,0.939,0.95,,443,0.945,0.958,,460,0.957,0.962,,514,0.971,0.967,,443,0.963,0.969,,421,,,,0,0.962,0.97,,400,0.963,0.975,,369
HUG,E.1.2.P,0.897,0.92,,391,0.926,0.931,,413,0.933,0.936,,444,0.928,0.935,,389,0.899,0.945,,356,0.932,0.952,,370,0.939,0.95,,443,0.945,0.958,,460,0.957,0.962,,514,0.971,0.967,,443,0.963,0.969,,421,,,,0,0.962,0.97,,400,,,,0
HUG,E.2 REparations de hernie, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,
HUG,E.2.1.M,0.005,0.001,4.4,594,0,0.003,0,473,0,0.001,0,451,0.002,0.002,1.3,494,0.007,0.002,4.2,460,0.002,0.001,1.8,419,0.002,0.001,1.8,551,0.002,0.001,1.7,508,0,0.001,0,519,0,0.001,0,558,0.004,0.001,3,522,0,0.001,0,466,,,,0,0,0.001,0,337
HUG,E.2.1.M,0.005,0.001,4.4,594,0,0.003,0,473,0,0.001,0,451,0.002,0.002,1.3,494,0.007,0.002,4.2,460,0.002,0.001,1.8,419,0.002,0.001,1.8,551,0.002,0.001,1.7,508,0,0.001,0,519,0,0.001,0,558,0.004,0.001,3,522,0,0.001,0,466,,,,0,,,,0
HUG,E.2.1.M,0.005,0.001,4.4,594,0,0.003,0,473,0,0.001,0,451,0.002,0.002,1.3,494,0.007,0.002,4.2,460,0.002,0.001,1.8,419,0.002,0.001,1.8,551,0.002,0.001,1.7,508,0,0.001,0,519,0,0.001,0,558,0.004,0.001,3,522,0,0.001,0,466,0.003,0.002,2.1,313,0,0.001,0,337
HUG,E.2.1.M,0.005,0.001,4.4,594,0,0.003,0,473,0,0.001,0,451,0.002,0.002,1.3,494,0.007,0.002,4.2,460,0.002,0.001,1.8,419,0.002,0.001,1.8,551,0.002,0.001,1.7,508,0,0.001,0,519,0,0.001,0,558,0.004,0.001,3,522,0,0.001,0,466,0.003,0.002,2.1,313,,,,0
HUG,E.2.1.M,0.005,0.001,4.4,594,0,0.003,0,473,0,0.001,0,451,0.002,0.002,1.3,494,0.007,0.002,4.2,460,0.002,0.001,1.8,419,0.002,0.001,1.8,551,0.002,0.001,1.7,508,0,0.001,0,519,0,0.001,0,558,0.004,0.001,3,522,,,,0,,,,0,0,0.001,0,337
HUG,E.2.1.M,0.005,0.001,4.4,594,0,0.003,0,473,0,0.001,0,451,0.002,0.002,1.3,494,0.007,0.002,4.2,460,0.002,0.001,1.8,419,0.002,0.001,1.8,551,0.002,0.001,1.7,508,0,0.001,0,519,0,0.001,0,558,0.004,0.001,3,522,,,,0,,,,0,,,,0
HUG,E.2.1.M,0.005,0.001,4.4,594,0,0.003,0,473,0,0.001,0,451,0.002,0.002,1.3,494,0.007,0.002,4.2,460,0.002,0.001,1.8,419,0.002,0.001,1.8,551,0.002,0.001,1.7,508,0,0.001,0,519,0,0.001,0,558,0.004,0.001,3,522,,,,0,0.003,0.002,2.1,313,0,0.001,0,337
HUG,E.2.1.M,0.005,0.001,4.4,594,0,0.003,0,473,0,0.001,0,451,0.002,0.002,1.3,494,0.007,0.002,4.2,460,0.002,0.001,1.8,419,0.002,0.001,1.8,551,0.002,0.001,1.7,508,0,0.001,0,519,0,0.001,0,558,0.004,0.001,3,522,,,,0,0.003,0.002,2.1,313,,,,0
HUG,E.2.2.M,,,,<10,0,0.076,0,20,0.125,0.061,2,16,0.062,0.061,1,16,0,0.09,0,16,0,0.026,0,10,0,0.016,0,11,0,0.032,0,14,0,0.078,0,13,,,,9,0,0.028,0,27,0,0.038,0,16,,,,0,0.056,0.042,1.3,18
HUG,E.2.2.M,,,,<10,0,0.076,0,20,0.125,0.061,2,16,0.062,0.061,1,16,0,0.09,0,16,0,0.026,0,10,0,0.016,0,11,0,0.032,0,14,0,0.078,0,13,,,,9,0,0.028,0,27,0,0.038,0,16,,,,0,,,,0
HUG,E.2.2.M,,,,<10,0,0.076,0,20,0.125,0.061,2,16,0.062,0.061,1,16,0,0.09,0,16,0,0.026,0,10,0,0.016,0,11,0,0.032,0,14,0,0.078,0,13,,,,9,0,0.028,0,27,0,0.038,0,16,0.077,0.033,2.4,13,0.056,0.042,1.3,18
HUG,E.2.2.M,,,,<10,0,0.076,0,20,0.125,0.061,2,16,0.062,0.061,1,16,0,0.09,0,16,0,0.026,0,10,0,0.016,0,11,0,0.032,0,14,0,0.078,0,13,,,,9,0,0.028,0,27,0,0.038,0,16,0.077,0.033,2.4,13,,,,0
HUG,E.2.2.M,,,,<10,0,0.076,0,20,0.125,0.061,2,16,0.062,0.061,1,16,0,0.09,0,16,0,0.026,0,10,0,0.016,0,11,0,0.032,0,14,0,0.078,0,13,,,,9,0,0.028,0,27,,,,0,,,,0,0.056,0.042,1.3,18
HUG,E.2.2.M,,,,<10,0,0.076,0,20,0.125,0.061,2,16,0.062,0.061,1,16,0,0.09,0,16,0,0.026,0,10,0,0.016,0,11,0,0.032,0,14,0,0.078,0,13,,,,9,0,0.028,0,27,,,,0,,,,0,,,,0
HUG,E.2.2.M,,,,<10,0,0.076,0,20,0.125,0.061,2,16,0.062,0.061,1,16,0,0.09,0,16,0,0.026,0,10,0,0.016,0,11,0,0.032,0,14,0,0.078,0,13,,,,9,0,0.028,0,27,,,,0,0.077,0.033,2.4,13,0.056,0.042,1.3,18
HUG,E.2.2.M,,,,<10,0,0.076,0,20,0.125,0.061,2,16,0.062,0.061,1,16,0,0.09,0,16,0,0.026,0,10,0,0.016,0,11,0,0.032,0,14,0,0.078,0,13,,,,9,0,0.028,0,27,,,,0,0.077,0.033,2.4,13,,,,0
HUG,E.3 OpErations de la thyroÔde, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,
HUG,E.3.1.F,,,,180,,,,220,,,,165,,,,213,,,,275,,,,332,,,,393,,,,291,,,,266,,,,239,,,,248,,,,242,,,,0,,,,255
HUG,E.3.1.F,,,,180,,,,220,,,,165,,,,213,,,,275,,,,332,,,,393,,,,291,,,,266,,,,239,,,,248,,,,242,,,,0,,,,0
HUG,E.3.1.F,,,,180,,,,220,,,,165,,,,213,,,,275,,,,332,,,,393,,,,291,,,,266,,,,239,,,,248,,,,242,,,,184,,,,255
HUG,E.3.1.F,,,,180,,,,220,,,,165,,,,213,,,,275,,,,332,,,,393,,,,291,,,,266,,,,239,,,,248,,,,242,,,,184,,,,0
HUG,E.3.1.F,,,,180,,,,220,,,,165,,,,213,,,,275,,,,332,,,,393,,,,291,,,,266,,,,239,,,,248,,,,0,,,,0,,,,255
HUG,E.3.1.F,,,,180,,,,220,,,,165,,,,213,,,,275,,,,332,,,,393,,,,291,,,,266,,,,239,,,,248,,,,0,,,,0,,,,0
HUG,E.3.1.F,,,,180,,,,220,,,,165,,,,213,,,,275,,,,332,,,,393,,,,291,,,,266,,,,239,,,,248,,,,0,,,,184,,,,255
HUG,E.3.1.F,,,,180,,,,220,,,,165,,,,213,,,,275,,,,332,,,,393,,,,291,,,,266,,,,239,,,,248,,,,0,,,,184,,,,0
HUG,E.3.2.P,,,,<10,0,0.003,,0,,,,<10,,,,<10,0,0.003,,0,,,,3,,,,2,,,,2,,,,2,0,0.004,,0,0,0.003,,0,0,0.002,,0,,,,0,,,,1
HUG,E.3.2.P,,,,<10,0,0.003,,0,,,,<10,,,,<10,0,0.003,,0,,,,3,,,,2,,,,2,,,,2,0,0.004,,0,0,0.003,,0,0,0.002,,0,,,,0,,,,0
HUG,E.3.2.P,,,,<10,0,0.003,,0,,,,<10,,,,<10,0,0.003,,0,,,,3,,,,2,,,,2,,,,2,0,0.004,,0,0,0.003,,0,0,0.002,,0,0,0.003,,0,,,,1
HUG,E.3.2.P,,,,<10,0,0.003,,0,,,,<10,,,,<10,0,0.003,,0,,,,3,,,,2,,,,2,,,,2,0,0.004,,0,0,0.003,,0,0,0.002,,0,0,0.003,,0,,,,0
HUG,E.3.2.P,,,,<10,0,0.003,,0,,,,<10,,,,<10,0,0.003,,0,,,,3,,,,2,,,,2,,,,2,0,0.004,,0,0,0.003,,0,,,,0,,,,0,,,,1
HUG,E.3.2.P,,,,<10,0,0.003,,0,,,,<10,,,,<10,0,0.003,,0,,,,3,,,,2,,,,2,,,,2,0,0.004,,0,0,0.003,,0,,,,0,,,,0,,,,0
HUG,E.3.2.P,,,,<10,0,0.003,,0,,,,<10,,,,<10,0,0.003,,0,,,,3,,,,2,,,,2,,,,2,0,0.004,,0,0,0.003,,0,,,,0,0,0.003,,0,,,,1
HUG,E.3.2.P,,,,<10,0,0.003,,0,,,,<10,,,,<10,0,0.003,,0,,,,3,,,,2,,,,2,,,,2,0,0.004,,0,0,0.003,,0,,,,0,0,0.003,,0,,,,0
HUG,E.3.3.F,,,,...,,,,60,,,,45,,,,80,,,,85,,,,96,,,,102,,,,71,,,,61,,,,52,,,,46,,,,58,,,,0,,,,65
HUG,E.3.3.F,,,,...,,,,60,,,,45,,,,80,,,,85,,,,96,,,,102,,,,71,,,,61,,,,52,,,,46,,,,58,,,,0,,,,0
HUG,E.3.3.F,,,,...,,,,60,,,,45,,,,80,,,,85,,,,96,,,,102,,,,71,,,,61,,,,52,,,,46,,,,58,,,,56,,,,65
HUG,E.3.3.F,,,,...,,,,60,,,,45,,,,80,,,,85,,,,96,,,,102,,,,71,,,,61,,,,52,,,,46,,,,58,,,,56,,,,0
HUG,E.3.3.F,,,,...,,,,60,,,,45,,,,80,,,,85,,,,96,,,,102,,,,71,,,,61,,,,52,,,,46,,,,0,,,,0,,,,65
HUG,E.3.3.F,,,,...,,,,60,,,,45,,,,80,,,,85,,,,96,,,,102,,,,71,,,,61,,,,52,,,,46,,,,0,,,,0,,,,0
HUG,E.3.3.F,,,,...,,,,60,,,,45,,,,80,,,,85,,,,96,,,,102,,,,71,,,,61,,,,52,,,,46,,,,0,,,,56,,,,65
HUG,E.3.3.F,,,,...,,,,60,,,,45,,,,80,,,,85,,,,96,,,,102,,,,71,,,,61,,,,52,,,,46,,,,0,,,,56,,,,0
HUG,E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUG,E.4.1.M,0.073,0.052,1.4,316,0.062,0.06,1,289,0.065,0.052,1.2,294,0.053,0.06,0.9,304,0.051,0.054,0.9,314,0.057,0.051,1.1,317,0.06,0.046,1.3,348,0.032,0.044,0.7,282,0.027,0.045,0.6,291,0.03,0.047,0.6,303,0.037,0.039,0.9,295,0.053,0.041,1.3,284,,,,0,0.032,0.032,1,284
HUG,E.4.1.M,0.073,0.052,1.4,316,0.062,0.06,1,289,0.065,0.052,1.2,294,0.053,0.06,0.9,304,0.051,0.054,0.9,314,0.057,0.051,1.1,317,0.06,0.046,1.3,348,0.032,0.044,0.7,282,0.027,0.045,0.6,291,0.03,0.047,0.6,303,0.037,0.039,0.9,295,0.053,0.041,1.3,284,,,,0,,,,0
HUG,E.4.1.M,0.073,0.052,1.4,316,0.062,0.06,1,289,0.065,0.052,1.2,294,0.053,0.06,0.9,304,0.051,0.054,0.9,314,0.057,0.051,1.1,317,0.06,0.046,1.3,348,0.032,0.044,0.7,282,0.027,0.045,0.6,291,0.03,0.047,0.6,303,0.037,0.039,0.9,295,0.053,0.041,1.3,284,0.028,0.038,0.7,216,0.032,0.032,1,284
HUG,E.4.1.M,0.073,0.052,1.4,316,0.062,0.06,1,289,0.065,0.052,1.2,294,0.053,0.06,0.9,304,0.051,0.054,0.9,314,0.057,0.051,1.1,317,0.06,0.046,1.3,348,0.032,0.044,0.7,282,0.027,0.045,0.6,291,0.03,0.047,0.6,303,0.037,0.039,0.9,295,0.053,0.041,1.3,284,0.028,0.038,0.7,216,,,,0
HUG,E.4.1.M,0.073,0.052,1.4,316,0.062,0.06,1,289,0.065,0.052,1.2,294,0.053,0.06,0.9,304,0.051,0.054,0.9,314,0.057,0.051,1.1,317,0.06,0.046,1.3,348,0.032,0.044,0.7,282,0.027,0.045,0.6,291,0.03,0.047,0.6,303,0.037,0.039,0.9,295,,,,0,,,,0,0.032,0.032,1,284
HUG,E.4.1.M,0.073,0.052,1.4,316,0.062,0.06,1,289,0.065,0.052,1.2,294,0.053,0.06,0.9,304,0.051,0.054,0.9,314,0.057,0.051,1.1,317,0.06,0.046,1.3,348,0.032,0.044,0.7,282,0.027,0.045,0.6,291,0.03,0.047,0.6,303,0.037,0.039,0.9,295,,,,0,,,,0,,,,0
HUG,E.4.1.M,0.073,0.052,1.4,316,0.062,0.06,1,289,0.065,0.052,1.2,294,0.053,0.06,0.9,304,0.051,0.054,0.9,314,0.057,0.051,1.1,317,0.06,0.046,1.3,348,0.032,0.044,0.7,282,0.027,0.045,0.6,291,0.03,0.047,0.6,303,0.037,0.039,0.9,295,,,,0,0.028,0.038,0.7,216,0.032,0.032,1,284
HUG,E.4.1.M,0.073,0.052,1.4,316,0.062,0.06,1,289,0.065,0.052,1.2,294,0.053,0.06,0.9,304,0.051,0.054,0.9,314,0.057,0.051,1.1,317,0.06,0.046,1.3,348,0.032,0.044,0.7,282,0.027,0.045,0.6,291,0.03,0.047,0.6,303,0.037,0.039,0.9,295,,,,0,0.028,0.038,0.7,216,,,,0
HUG,E.4.2.M,0.027,0.054,0.5,75,0.087,0.049,1.8,92,0.04,0.043,0.9,100,0.023,0.035,0.6,88,0.025,0.039,0.6,81,0.054,0.036,1.5,74,0.048,0.033,1.4,84,0,0.024,0,73,0,0.022,0,80,0.012,0.024,0.5,80,0,0.017,0,87,0,0.023,0,84,,,,0,0,0.011,0,94
HUG,E.4.2.M,0.027,0.054,0.5,75,0.087,0.049,1.8,92,0.04,0.043,0.9,100,0.023,0.035,0.6,88,0.025,0.039,0.6,81,0.054,0.036,1.5,74,0.048,0.033,1.4,84,0,0.024,0,73,0,0.022,0,80,0.012,0.024,0.5,80,0,0.017,0,87,0,0.023,0,84,,,,0,,,,0
HUG,E.4.2.M,0.027,0.054,0.5,75,0.087,0.049,1.8,92,0.04,0.043,0.9,100,0.023,0.035,0.6,88,0.025,0.039,0.6,81,0.054,0.036,1.5,74,0.048,0.033,1.4,84,0,0.024,0,73,0,0.022,0,80,0.012,0.024,0.5,80,0,0.017,0,87,0,0.023,0,84,0,0.02,0,62,0,0.011,0,94
HUG,E.4.2.M,0.027,0.054,0.5,75,0.087,0.049,1.8,92,0.04,0.043,0.9,100,0.023,0.035,0.6,88,0.025,0.039,0.6,81,0.054,0.036,1.5,74,0.048,0.033,1.4,84,0,0.024,0,73,0,0.022,0,80,0.012,0.024,0.5,80,0,0.017,0,87,0,0.023,0,84,0,0.02,0,62,,,,0
