hospital_indicator,observed_rate_2011,expected_rate_2011,SMR_2011,number_of_cases_2011
HFR - HÙpital fribourgeois H Maladies des voies urinaires et des organes gEnitaux masculins, , , , 
HFR - HÙpital fribourgeois H.1 Ablation du rein (nEphrectomie et nEphrectomie partielle), , , , 
HFR - HÙpital fribourgeois H.1.1.M,,,,<10
HFR - HÙpital fribourgeois H.1.2.P,0,0.248,,0
"HFR - HÙpital fribourgeois H.1.3.P NEphrectomie partielle, pourcentage",,,,<10
HFR - HÙpital fribourgeois H.1.3.M,,,,<10
HFR - HÙpital fribourgeois H.1.4.P,0,0.272,,0
HFR - HÙpital fribourgeois H.2 Calculs rEnaux, , , , 
HFR - HÙpital fribourgeois H.2.1.F,,,,151
HFR - HÙpital fribourgeois H.2.2.P,0.192,0.429,,29
HFR - HÙpital fribourgeois H.3 OpErations de la vessie, , , , 
HFR - HÙpital fribourgeois H.3.1.F,,,,69
HFR - HÙpital fribourgeois H.3.2.F,,,,76
HFR - HÙpital fribourgeois H.3.3.F,,,,53
HFR - HÙpital fribourgeois H.3.4.P,0,0.104,,0
HFR - HÙpital fribourgeois H.3.5.M,,,,<10
HFR - HÙpital fribourgeois H.4 REsection prostatique transurEtrale (TURP), , , , 
HFR - HÙpital fribourgeois H.4.1.M,0,0.002,0,74
HFR - HÙpital fribourgeois H.5 Carcinome de la prostate, , , , 
HFR - HÙpital fribourgeois H.5.1.F,,,,149
HFR - HÙpital fribourgeois H.5.2.M,0,0,0,18
HFR - HÙpital fribourgeois I Affections orthopEdiques et traumatologiques, , , , 
"HFR - HÙpital fribourgeois I.1 Remplacement de l'articulation, endoprothËse totale (EPT)", , , , 
HFR - HÙpital fribourgeois I.1.1.M,0.004,0.003,1.5,247
HFR - HÙpital fribourgeois I.1.2.M,0,0.013,0,35
HFR - HÙpital fribourgeois I.1.3.M,0,0.001,0,136
HFR - HÙpital fribourgeois I.1.4.M,0,0.001,0,11
HFR - HÙpital fribourgeois I.1.5.M,,,,0
HFR - HÙpital fribourgeois I.2 OpErations de la colonne vertEbrale, , , , 
HFR - HÙpital fribourgeois I.2.1.F,,,,349
HFR - HÙpital fribourgeois I.2.2.M,0,0,0,87
HFR - HÙpital fribourgeois I.3 Fractures mEtaphysaires de la hanche, , , , 
HFR - HÙpital fribourgeois I.3.1.M,0.032,0.031,1,154
HFR - HÙpital fribourgeois I.3.2.M,0,0,,14
HFR - HÙpital fribourgeois I.3.3.M,0,0.01,0,14
HFR - HÙpital fribourgeois I.3.4.M,0,0.015,0,38
HFR - HÙpital fribourgeois I.3.5.M,0,0.029,0,22
HFR - HÙpital fribourgeois I.3.6.M,0.073,0.044,1.6,41
HFR - HÙpital fribourgeois I.3.7.M,0.08,0.065,1.2,25
HFR - HÙpital fribourgeois I.3.8.M,0.026,0.035,0.7,195
"HFR - HÙpital fribourgeois J Affections complexes, hEtErogËnes (indicateur pour peer review)", , , , 
HFR - HÙpital fribourgeois J.1 Respiration artificielle, , , , 
HFR - HÙpital fribourgeois J.1.1.M,0.308,0.286,1.1,52
HFR - HÙpital fribourgeois J.2 Etats septiques, , , , 
HFR - HÙpital fribourgeois J.2.1.M,0.18,0.151,1.2,172
Institution Indikator,beobachtete Rate 2011,erwartete Rate 2011,SMR 2011,Fallzahl 2011
Stadtspital Triemli A Erkrankungen des Herzens, , , , 
Stadtspital Triemli A.1 Herzinfarkt, , , , 
Stadtspital Triemli A.1.1.M,0.053,0.048,1.1,887
Stadtspital Triemli A.1.2.M,0,0.011,0,53
Stadtspital Triemli A.1.3.M,0.017,0.017,1,360
Stadtspital Triemli A.1.4.M,0.064,0.06,1.1,404
Stadtspital Triemli A.1.5.M,0.214,0.175,1.2,70
Stadtspital Triemli A.1.6.P,0.932,0.557,,827
Stadtspital Triemli A.1.7.M,0.109,0.085,1.3,331
Stadtspital Triemli A.1.8.M,0.026,0.025,1,425
Stadtspital Triemli A.1.9.P,,,,<10
Stadtspital Triemli A.1.10.M,0.061,0.058,1.1,423
Stadtspital Triemli A.1.11.M,0.043,0.031,1.4,461
Stadtspital Triemli A.2 Herzinsuffizienz, , , , 
Stadtspital Triemli A.2.1.M,0.094,0.086,1.1,373
Stadtspital Triemli A.2.2.M,,,,<10
Stadtspital Triemli A.2.3.M,0,0.026,0,36
Stadtspital Triemli A.2.4.M,0.068,0.075,0.9,207
Stadtspital Triemli A.2.5.M,0.168,0.124,1.4,125
Stadtspital Triemli A.3 Linksherzkatheter (LHK), , , , 
Stadtspital Triemli A.3.1.F,,,,2'229
Stadtspital Triemli A.3.2.M,0.027,0.031,0.9,772
"Stadtspital Triemli A.3.3.M F‰lle mit LHK ohne Herzinfarkt mit komplizierender Diagnose (Alter >19), Mortalit‰t",0.082,0.105,0.8,49
Stadtspital Triemli A.3.4.M,0.01,0.005,2.1,1'168
Stadtspital Triemli A.3.5.P,0.408,0.387,,477
Stadtspital Triemli A.3.6.F,,,,<10
Stadtspital Triemli A.4 Herzrhythmusstˆrungen, , , , 
Stadtspital Triemli A.4.1.F,,,,308
Stadtspital Triemli A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator, , , , 
Stadtspital Triemli A.5.1.F,,,,236
Stadtspital Triemli A.5.2.F,,,,58
Stadtspital Triemli A.6 Ablative Therapie, , , , 
Stadtspital Triemli A.6.1.F,,,,50
Stadtspital Triemli A.6.2.F,,,,47
Stadtspital Triemli A.7 Operationen am Herzen, , , , 
Stadtspital Triemli A.7.1.F,,,,535
Stadtspital Triemli A.7.2.F,,,,245
Stadtspital Triemli A.7.3.F,,,,289
Stadtspital Triemli A.7.4.F,,,,162
Stadtspital Triemli A.7.5.F,,,,131
Stadtspital Triemli A.7.6.F,,,,0
Stadtspital Triemli A.7.7.M,0.014,0.018,0.8,70
Stadtspital Triemli A.7.8.M,0.111,0.064,1.7,36
Stadtspital Triemli A.7.9.M,0.053,0.059,0.9,19
Stadtspital Triemli A.7.10.M,0.176,0.124,1.4,17
Stadtspital Triemli A.7.11.M,0.048,0.037,1.3,42
Stadtspital Triemli A.7.12.M,0.027,0.014,1.9,150
Stadtspital Triemli A.7.13.M,0.091,0.011,8,11
Stadtspital Triemli A.7.14.M,0,0.01,0,26
Stadtspital Triemli A.7.15.M,0.033,0.006,5.4,60
Stadtspital Triemli A.7.16.M,0.023,0.025,0.9,43
Stadtspital Triemli A.7.17.M,0,0.023,0,10
Stadtspital Triemli A.7.18.P,,,,<10
Stadtspital Triemli B.1 Schlaganfall, , , , 
Stadtspital Triemli B.1.1.M,0.082,0.108,0.8,244
Stadtspital Triemli B.1.2.M,,,,<10
Stadtspital Triemli B.1.3.M,0.021,0.053,0.4,48
Stadtspital Triemli B.1.4.M,0.043,0.1,0.4,140
Stadtspital Triemli B.1.5.M,0.255,0.186,1.4,51
Stadtspital Triemli B.1.6.P,,,,<10
Stadtspital Triemli B.1.7.M,0.064,0.069,0.9,203
Stadtspital Triemli B.1.8.M,0.067,0.071,1,178
Stadtspital Triemli B.1.9.P,0.177,0.108,,36
Stadtspital Triemli B.1.9.M,0.056,0.095,0.6,36
Stadtspital Triemli B.1.10.M,0.226,0.309,0.7,31
Stadtspital Triemli B.1.11.M,,,,<10
Stadtspital Triemli B.1.12.P,,,,<10
Stadtspital Triemli B.1.12.M,,,,<10
Stadtspital Triemli B.2 Transitorisch isch‰mische Attacke (TIA), , , , 
Stadtspital Triemli B.2.1.M,0,0.004,0,46
Stadtspital Triemli B.2.2.P,0,0.006,,0
Stadtspital Triemli C Geriatrische Fr¸hrehablitation, , , , 
Stadtspital Triemli C.1 Geriatrische Fr¸hrehabilitation, , , , 
Stadtspital Triemli C.1.1.F,,,,0
Stadtspital Triemli C.1.2.P,,,,0
Stadtspital Triemli C.1.3.S,,,,0
Stadtspital Triemli D Erkrankungen der Lunge, , , , 
Stadtspital Triemli D.1 Lungenentz¸ndung (Pneumonie), , , , 
Stadtspital Triemli D.1.1.M,0.076,0.053,1.4,304
Stadtspital Triemli D.1.2.M,0,0.002,0,35
Stadtspital Triemli D.1.3.M,0,0.005,0,30
Stadtspital Triemli D.1.4.M,0.062,0.032,2,48
Stadtspital Triemli D.1.5.M,0.078,0.062,1.3,141
Stadtspital Triemli D.1.6.M,0.18,0.113,1.6,50
Stadtspital Triemli D.1.7.M,0,0.003,0,31
Stadtspital Triemli D.1.8.M,0.066,0.047,1.4,228
Stadtspital Triemli D.2 Chronisch obstruktive Lungenkrankheit (COPD), , , , 
Stadtspital Triemli D.2.1.M,0.016,0.037,0.4,128
Stadtspital Triemli D.2.2.M,0,0.049,0,28
Stadtspital Triemli D.2.3.M,0.022,0.031,0.7,46
Stadtspital Triemli D.2.4.M,0.077,0.017,4.6,13
Stadtspital Triemli D.2.5.M,,,,<10
Stadtspital Triemli D.2.6.P,0.297,0.369,,38
Stadtspital Triemli D.2.6.M,0,0.035,0,38
Stadtspital Triemli D.3 Lungenkrebs, , , , 
Stadtspital Triemli D.3.1.F,,,,274
Stadtspital Triemli D.4 Operationen an der Lunge, , , , 
Stadtspital Triemli D.4.1.M,0.034,0.024,1.4,58
Stadtspital Triemli D.4.2.P,,,,<10
Stadtspital Triemli D.4.2.M,,,,<10
Stadtspital Triemli D.4.3.M,0.038,0.022,1.7,26
Stadtspital Triemli D.4.4.P,,,,<10
Stadtspital Triemli E Operationen an Bauchorganen und Schilddr¸se (Viszeralchirurgie), , , , 
Stadtspital Triemli E.1 Entfernung der Gallenblase (Cholezystektomie), , , , 
Stadtspital Triemli E.1.1.M,0,0.003,0,201
Stadtspital Triemli E.1.2.P,0.925,0.935,,186
Stadtspital Triemli E.2 Hernienoperationen, , , , 
Stadtspital Triemli E.2.1.M,0,0.001,0,322
Stadtspital Triemli E.2.2.M,0,0.043,0,12
Stadtspital Triemli E.3 Eingriffe an der Schilddr¸se, , , , 
Stadtspital Triemli E.3.1.F,,,,50
Stadtspital Triemli E.3.2.P,,,,<10
Stadtspital Triemli E.3.3.F,,,,76
Stadtspital Triemli E.4 Grosse Operationen an Dickdarm und Enddarm (kolorektale Operationen), , , , 
Stadtspital Triemli E.4.1.M,0.094,0.06,1.6,223
Stadtspital Triemli E.4.2.M,0.071,0.036,2,42
Stadtspital Triemli E.4.3.M,,,,<10
Stadtspital Triemli E.4.4.M,0.043,0.027,1.6,46
Stadtspital Triemli E.4.5.M,0.037,0.029,1.3,27
Stadtspital Triemli E.4.6.M,0.138,0.135,1,29
Stadtspital Triemli E.4.7.M,0.5,0.421,1.2,10
Stadtspital Triemli E.4.8.F,,,,62
Stadtspital Triemli E.4.9.F Lokale kolorektale Eingriffe bei kolorektalem Karzinom,,,,<10
Stadtspital Triemli E.4.10.F Lokale kolorektale Eingriffe ohne kolorektales Karzinom,,,,86
Stadtspital Triemli E.5 Operationen am Magen, , , , 
Stadtspital Triemli E.5.1.F,,,,19
Stadtspital Triemli E.5.2.M,,,,<10
Stadtspital Triemli E.5.3.M,,,,<10
Stadtspital Triemli E.6 Operationen am ÷sophagus, , , , 
Stadtspital Triemli E.6.1.M,,,,<10
Stadtspital Triemli E.7 Operationen am Pankreas, , , , 
Stadtspital Triemli E.7.1.M,0.103,0.067,1.6,29
Stadtspital Triemli F Operationen an Gef‰ssen, , , , 
Stadtspital Triemli F.1 Extrakranielle Gef‰ssoperationen, , , , 
Stadtspital Triemli F.1.1.M,0,0.004,0,36
Stadtspital Triemli F.1.2.M,0,0.056,0,31
Stadtspital Triemli F.1.3.F,,,,<10
Stadtspital Triemli F.2 Operationen bei Erweiterung der Aorta (Aortenaneurysma), , , , 
Stadtspital Triemli F.2.1.F,,,,75
Stadtspital Triemli F.2.2.M,0.056,0.033,1.7,18
Stadtspital Triemli F.2.3.M,0.091,0.01,9.2,11
Stadtspital Triemli F.2.4.F,,,,38
Stadtspital Triemli F.2.5.M,,,,<10
Stadtspital Triemli F.3 Operationen an Becken≠/Beinarterien, , , , 
Stadtspital Triemli F.3.1.F,,,,54
Stadtspital Triemli F.3.2.M,0,0.005,0,15
Stadtspital Triemli F.3.3.M,,,,<10
Stadtspital Triemli F.3.4.M,,,,<10
Stadtspital Triemli F.3.5.M,0.071,0.048,1.5,14
Stadtspital Triemli F.3.6.M,,,,<10
Stadtspital Triemli F.3.7.M,,,,<10
Stadtspital Triemli F.3.8.F,,,,<10
Stadtspital Triemli F.3.9.F,,,,<10
Stadtspital Triemli F.4 Amputationen, , , , 
Stadtspital Triemli F.4.1.M,0,0.035,0,46
Stadtspital Triemli F.4.2.M,,,,<10
Stadtspital Triemli F.5 Perkutan transluminale Gef‰ssinterventionen (PTA), , , , 
Stadtspital Triemli F.5.1.F,,,,89
Stadtspital Triemli F.5.2.F,,,,<10
Stadtspital Triemli F.5.3.F,,,,<10
Stadtspital Triemli G Geburtshilfe und Frauenheilkunde, , , , 
Stadtspital Triemli G.1 Geburten, , , , 
Stadtspital Triemli G.1.1.F,,,,1'728
Stadtspital Triemli G.1.1.P,0,0,,0
Stadtspital Triemli G.1.2.P,0.037,0.031,,41
Stadtspital Triemli G.1.3.P,0.285,0.264,,315
Stadtspital Triemli G.1.4.P,0.361,0.33,,624
Stadtspital Triemli G.2 Neugeborene, , , , 
Stadtspital Triemli G.2.1.F,,,,<10
Stadtspital Triemli G.2.2.F,,,,<10
Stadtspital Triemli G.2.3.F,,,,0
Stadtspital Triemli G.2.4.F,,,,<10
Stadtspital Triemli G.2.5.F,,,,<10
Stadtspital Triemli G.2.6.F,,,,<10
Stadtspital Triemli G.2.7.F,,,,<10
Stadtspital Triemli G.2.8.F,,,,125
Stadtspital Triemli G.2.9.F,,,,1'720
Stadtspital Triemli G.3 Entfernung der Geb‰rmutter bei gutartigen Erkrankungen (Hysterektomie), , , , 
Stadtspital Triemli G.3.1.M,0,0,0,114
Stadtspital Triemli G.3.2.P,0.684,0.743,,78
Stadtspital Triemli G.4 Brustkrebs, , , , 
Stadtspital Triemli G.4.1.F,,,,291
Stadtspital Triemli G.5 Eingriffe an der Brust, , , , 
Stadtspital Triemli G.5.1.F,,,,172
Stadtspital Triemli G.5.2.F,,,,106
Stadtspital Triemli G.5.3.P,0.726,0.714,,77
Stadtspital Triemli H Erkrankungen der Harnwege und der m‰nnlichen Geschlechtsorgane, , , , 
Stadtspital Triemli H.1 Entfernung der Niere (Nephrektomie), , , , 
Stadtspital Triemli H.1.1.M,0,0.013,0,27
Stadtspital Triemli H.1.2.P,,,,<10
Stadtspital Triemli H.1.3.P Anteil partielle Nephrektomie,0.27,0.256,,10
Stadtspital Triemli H.1.3.M,0,0.005,0,10
Stadtspital Triemli H.1.4.P,,,,<10
Stadtspital Triemli H.2 Nierensteine, , , , 
Stadtspital Triemli H.2.1.F,,,,341
Stadtspital Triemli H.2.2.P,0.484,0.429,,165
Stadtspital Triemli H.3 Eingriffe an der Harnblase, , , , 
Stadtspital Triemli H.3.1.F,,,,175
Stadtspital Triemli H.3.2.F,,,,193
Stadtspital Triemli H.3.3.F,,,,147
Stadtspital Triemli H.3.4.P,0.109,0.104,,16
Stadtspital Triemli H.3.5.M,,,,<10
Stadtspital Triemli H.4 Entfernung der Prostata durch Abtragung ¸ber die Harnrˆhre (Prostata≠TUR), , , , 
Stadtspital Triemli H.4.1.M,0.007,0.002,3.6,153
Stadtspital Triemli H.5 Prostatakarzinom, , , , 
Stadtspital Triemli H.5.1.F,,,,219
Stadtspital Triemli H.5.2.M,,,,<10
Stadtspital Triemli I Orthop‰dische und unfallchirurgische Krankheitsbilder, , , , 
"Stadtspital Triemli I.1 Gelenkersatz, Totalendoprothese (TEP)", , , , 
Stadtspital Triemli I.1.1.M,0,0.003,0,93
Stadtspital Triemli I.1.2.M,0,0.017,0,18
Stadtspital Triemli I.1.3.M,0,0.001,0,45
Stadtspital Triemli I.1.4.M,,,,<10
Stadtspital Triemli I.1.5.M,,,,0
Stadtspital Triemli I.2 Operationen an der Wirbels‰ule, , , , 
Stadtspital Triemli I.2.1.F,,,,234
Stadtspital Triemli I.2.2.M,0,0.001,0,75
Stadtspital Triemli I.3 H¸ftgelenknahe Frakturen, , , , 
Stadtspital Triemli I.3.1.M,0.026,0.036,0.7,114
Stadtspital Triemli I.3.2.M,0,0,,11
Stadtspital Triemli I.3.3.M,0.077,0.008,10,13
Stadtspital Triemli I.3.4.M,0,0.019,0,23
Stadtspital Triemli I.3.5.M,0,0.031,0,21
Stadtspital Triemli I.3.6.M,0.074,0.057,1.3,27
Stadtspital Triemli I.3.7.M,0,0.068,0,19
Stadtspital Triemli I.3.8.M,0.029,0.04,0.7,136
"Stadtspital Triemli J Komplexe, heterogene Krankheitsbilder (Tracer f¸r Peer Review)", , , , 
Stadtspital Triemli J.1 Beatmung, , , , 
Stadtspital Triemli J.1.1.M,0.366,0.33,1.1,101
Stadtspital Triemli J.2 Sepsis, , , , 
Stadtspital Triemli J.2.1.M,0.144,0.154,0.9,187
institution indicator,taux observE 2011,taux attendu 2011,SMR 2011,nombre de cas 2011
Hôpital Neuchâtelois HNE A Maladies cardiaques, , , , 
Hôpital Neuchâtelois HNE A.1 Infarctus du myocarde, , , , 
Hôpital Neuchâtelois HNE A.1.1.M,0.052,0.055,0.9,344
Hôpital Neuchâtelois HNE A.1.2.M,0,0.014,0,31
Hôpital Neuchâtelois HNE A.1.3.M,0.009,0.016,0.6,110
Hôpital Neuchâtelois HNE A.1.4.M,0.066,0.064,1,167
Hôpital Neuchâtelois HNE A.1.5.M,0.167,0.174,1,36
Hôpital Neuchâtelois HNE A.1.6.P,0,0.557,,0
Hôpital Neuchâtelois HNE A.1.7.M,0.2,0.11,1.8,85
Hôpital Neuchâtelois HNE A.1.8.M,0.008,0.029,0.3,132
Hôpital Neuchâtelois HNE A.1.9.P,0.032,0.036,,11
Hôpital Neuchâtelois HNE A.1.10.M,0.063,0.063,1,142
Hôpital Neuchâtelois HNE A.1.11.M,0.043,0.036,1.2,188
Hôpital Neuchâtelois HNE A.2 Insuffisance cardiaque, , , , 
Hôpital Neuchâtelois HNE A.2.1.M,0.056,0.091,0.6,395
Hôpital Neuchâtelois HNE A.2.2.M,,,,<10
Hôpital Neuchâtelois HNE A.2.3.M,0.062,0.026,2.4,32
Hôpital Neuchâtelois HNE A.2.4.M,0.049,0.075,0.7,204
Hôpital Neuchâtelois HNE A.2.5.M,0.064,0.125,0.5,156
Hôpital Neuchâtelois HNE A.3 CathEtErisme cardiaque gauche (CCG), , , , 
Hôpital Neuchâtelois HNE A.3.1.F,,,,<10
Hôpital Neuchâtelois HNE A.3.2.M,,,,0
"Hôpital Neuchâtelois HNE A.3.3.M Cas avec CCG sans infarctus du myocarde avec diagnostic de complications (‚ge >19), mortalitE",,,,0
Hôpital Neuchâtelois HNE A.3.4.M,,,,<10
Hôpital Neuchâtelois HNE A.3.5.P,,,,<10
Hôpital Neuchâtelois HNE A.3.6.F,,,,0
Hôpital Neuchâtelois HNE A.4 Troubles du rythme cardiaque, , , , 
Hôpital Neuchâtelois HNE A.4.1.F,,,,234
Hôpital Neuchâtelois HNE A.5 Traitement par pacemaker ou dEfibrillateur implantable, , , , 
Hôpital Neuchâtelois HNE A.5.1.F,,,,135
Hôpital Neuchâtelois HNE A.5.2.F,,,,20
Hôpital Neuchâtelois HNE A.6 Traitement par ablation, , , , 
Hôpital Neuchâtelois HNE A.6.1.F,,,,0
Hôpital Neuchâtelois HNE A.6.2.F,,,,0
Hôpital Neuchâtelois HNE A.7 OpErations du cúur, , , , 
Hôpital Neuchâtelois HNE A.7.1.F,,,,<10
Hôpital Neuchâtelois HNE A.7.2.F,,,,0
Hôpital Neuchâtelois HNE A.7.3.F,,,,0
Hôpital Neuchâtelois HNE A.7.4.F,,,,<10
Hôpital Neuchâtelois HNE A.7.5.F,,,,0
Hôpital Neuchâtelois HNE A.7.6.F,,,,0
Hôpital Neuchâtelois HNE A.7.7.M,,,,0
Hôpital Neuchâtelois HNE A.7.8.M,,,,0
Hôpital Neuchâtelois HNE A.7.9.M,,,,0
Hôpital Neuchâtelois HNE A.7.10.M,,,,0
Hôpital Neuchâtelois HNE A.7.11.M,,,,0
Hôpital Neuchâtelois HNE A.7.12.M,,,,0
Hôpital Neuchâtelois HNE A.7.13.M,,,,0
Hôpital Neuchâtelois HNE A.7.14.M,,,,0
Hôpital Neuchâtelois HNE A.7.15.M,,,,0
Hôpital Neuchâtelois HNE A.7.16.M,,,,0
Hôpital Neuchâtelois HNE A.7.17.M,,,,0
Hôpital Neuchâtelois HNE A.7.18.P,,,,0
Hôpital Neuchâtelois HNE B.1 Accident vasculaire cErEbral (attaque cErEbrale), , , , 
Hôpital Neuchâtelois HNE B.1.1.M,0.066,0.104,0.6,361
Hôpital Neuchâtelois HNE B.1.2.M,0,0.033,0,15
Hôpital Neuchâtelois HNE B.1.3.M,0,0.052,0,78
Hôpital Neuchâtelois HNE B.1.4.M,0.031,0.1,0.3,193
Hôpital Neuchâtelois HNE B.1.5.M,0.24,0.181,1.3,75
Hôpital Neuchâtelois HNE B.1.6.P,,,,<10
Hôpital Neuchâtelois HNE B.1.7.M,0.045,0.069,0.7,287
Hôpital Neuchâtelois HNE B.1.8.M,0.046,0.072,0.6,173
Hôpital Neuchâtelois HNE B.1.9.P,,,,<10
Hôpital Neuchâtelois HNE B.1.9.M,,,,<10
Hôpital Neuchâtelois HNE B.1.10.M,0.146,0.247,0.6,41
Hôpital Neuchâtelois HNE B.1.11.M,0.154,0.191,0.8,26
Hôpital Neuchâtelois HNE B.1.12.P,,,,<10
Hôpital Neuchâtelois HNE B.1.12.M,,,,<10
Hôpital Neuchâtelois HNE B.2 Accident ischEmique transitoire (AIT), , , , 
Hôpital Neuchâtelois HNE B.2.1.M,0,0.003,0,48
Hôpital Neuchâtelois HNE B.2.2.P,0,0.006,,0
Hôpital Neuchâtelois HNE C REEducation gEriatrique prEcoce, , , , 
Hôpital Neuchâtelois HNE C.1 REEducation gEriatrique prEcoce, , , , 
Hôpital Neuchâtelois HNE C.1.1.F,,,,0
Hôpital Neuchâtelois HNE C.1.2.P,,,,0
Hôpital Neuchâtelois HNE C.1.3.S,,,,0
Hôpital Neuchâtelois HNE D Maladies pulmonaires, , , , 
Hôpital Neuchâtelois HNE D.1 Pneumonie, , , , 
Hôpital Neuchâtelois HNE D.1.1.M,0.037,0.06,0.6,403
Hôpital Neuchâtelois HNE D.1.2.M,0,0.002,0,42
Hôpital Neuchâtelois HNE D.1.3.M,0.05,0.006,7.9,20
Hôpital Neuchâtelois HNE D.1.4.M,0.03,0.032,0.9,67
Hôpital Neuchâtelois HNE D.1.5.M,0.027,0.062,0.4,182
Hôpital Neuchâtelois HNE D.1.6.M,0.076,0.112,0.7,92
Hôpital Neuchâtelois HNE D.1.7.M,0,0.002,0,38
Hôpital Neuchâtelois HNE D.1.8.M,0.031,0.052,0.6,257
Hôpital Neuchâtelois HNE D.2 Broncho-pneumopathie chronique obstructive (BPCO), , , , 
Hôpital Neuchâtelois HNE D.2.1.M,0.045,0.034,1.3,112
Hôpital Neuchâtelois HNE D.2.2.M,0.054,0.061,0.9,37
Hôpital Neuchâtelois HNE D.2.3.M,0.043,0.023,1.9,23
Hôpital Neuchâtelois HNE D.2.4.M,0,0.017,0,10
Hôpital Neuchâtelois HNE D.2.5.M,,,,<10
Hôpital Neuchâtelois HNE D.2.6.P,0.348,0.369,,39
Hôpital Neuchâtelois HNE D.2.6.M,0.051,0.033,1.6,39
Hôpital Neuchâtelois HNE D.3 Cancer du poumon (carcinome bronchique), , , , 
Hôpital Neuchâtelois HNE D.3.1.F,,,,263
Hôpital Neuchâtelois HNE D.4 OpErations du poumon, , , , 
Hôpital Neuchâtelois HNE D.4.1.M,0.034,0.03,1.2,29
Hôpital Neuchâtelois HNE D.4.2.P,,,,<10
Hôpital Neuchâtelois HNE D.4.2.M,,,,<10
Hôpital Neuchâtelois HNE D.4.3.M,0,0.018,0,21
Hôpital Neuchâtelois HNE D.4.4.P,0,0.084,,0
Hôpital Neuchâtelois HNE E OpErations des organes abdominaux et de la thyroÔde (chirurgie viscErale), , , , 
Hôpital Neuchâtelois HNE E.1 Ablation de la vEsicule biliaire (cholEcystectomie), , , , 
Hôpital Neuchâtelois HNE E.1.1.M,0.004,0.003,1.3,247
Hôpital Neuchâtelois HNE E.1.2.P,0.964,0.935,,238
Hôpital Neuchâtelois HNE E.2 REparations de hernie, , , , 
Hôpital Neuchâtelois HNE E.2.1.M,0,0.001,0,414
Hôpital Neuchâtelois HNE E.2.2.M,,,,<10
Hôpital Neuchâtelois HNE E.3 OpErations de la thyroÔde, , , , 
Hôpital Neuchâtelois HNE E.3.1.F,,,,52
Hôpital Neuchâtelois HNE E.3.2.P,0,0.004,,0
Hôpital Neuchâtelois HNE E.3.3.F,,,,0
Hôpital Neuchâtelois HNE E.4 OpErations majeures du cÙlon et du rectum (opErations colorectales), , , , 
Hôpital Neuchâtelois HNE E.4.1.M,0.024,0.059,0.4,165
Hôpital Neuchâtelois HNE E.4.2.M,0.025,0.038,0.7,40
Hôpital Neuchâtelois HNE E.4.3.M,,,,<10
Hôpital Neuchâtelois HNE E.4.4.M,0,0.021,0,34
Hôpital Neuchâtelois HNE E.4.5.M,0,0.003,0,12
Hôpital Neuchâtelois HNE E.4.6.M,0,0.075,0,13
Hôpital Neuchâtelois HNE E.4.7.M,,,,<10
Hôpital Neuchâtelois HNE E.4.8.F,,,,58
Hôpital Neuchâtelois HNE E.4.9.F Interventions colorectales locales pour cancer colorectal,,,,<10
"Hôpital Neuchâtelois HNE E.4.10.F Interventions colorectales locales, affection autre que cancer colorectal",,,,84
Hôpital Neuchâtelois HNE E.5 OpErations de l'estomac, , , , 
Hôpital Neuchâtelois HNE E.5.1.F,,,,11
Hôpital Neuchâtelois HNE E.5.2.M,,,,<10
Hôpital Neuchâtelois HNE E.5.3.M,,,,<10
Hôpital Neuchâtelois HNE E.6 OpErations de líúsophage, , , , 
Hôpital Neuchâtelois HNE E.6.1.M,,,,<10
Hôpital Neuchâtelois HNE E.7 OpErations du pancrEas, , , , 
Hôpital Neuchâtelois HNE E.7.1.M,,,,<10
Hôpital Neuchâtelois HNE F OpErations de vaisseaux, , , , 
Hôpital Neuchâtelois HNE F.1 OpErations des vaisseaux extra≠cr‚niens, , , , 
Hôpital Neuchâtelois HNE F.1.1.M,0,0.001,0,19
Hôpital Neuchâtelois HNE F.1.2.M,,,,0
Hôpital Neuchâtelois HNE F.1.3.F,,,,0
Hôpital Neuchâtelois HNE F.2 OpErations en cas de dilatation de l'aorte (anEvrisme de l'aorte), , , , 
Hôpital Neuchâtelois HNE F.2.1.F,,,,15
Hôpital Neuchâtelois HNE F.2.2.M,,,,<10
Hôpital Neuchâtelois HNE F.2.3.M,,,,0
Hôpital Neuchâtelois HNE F.2.4.F,,,,0
Hôpital Neuchâtelois HNE F.2.5.M,0.4,0.321,1.2,10
Hôpital Neuchâtelois HNE F.3 OpErations des artËres du bassin et des jambes, , , , 
Hôpital Neuchâtelois HNE F.3.1.F,,,,65
Hôpital Neuchâtelois HNE F.3.2.M,0,0.005,0,16
Hôpital Neuchâtelois HNE F.3.3.M,,,,<10
Hôpital Neuchâtelois HNE F.3.4.M,,,,<10
Hôpital Neuchâtelois HNE F.3.5.M,0.071,0.092,0.8,14
Hôpital Neuchâtelois HNE F.3.6.M,,,,<10
Hôpital Neuchâtelois HNE F.3.7.M,,,,<10
Hôpital Neuchâtelois HNE F.3.8.F,,,,14
Hôpital Neuchâtelois HNE F.3.9.F,,,,<10
Hôpital Neuchâtelois HNE F.4 Amputations, , , , 
Hôpital Neuchâtelois HNE F.4.1.M,0,0.028,0,17
Hôpital Neuchâtelois HNE F.4.2.M,,,,<10
Hôpital Neuchâtelois HNE F.5 Angioplasties transluminales percutanEes (ATP), , , , 
